岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
Python开发工程师,广州市点易资讯科技有限公司,8000-14000元,广州·番禺·小谷围,经验不限,本科,民营,100-299人,人工智能,,职位描述 招聘一位熟悉Dify系统的开发工程师，负责基于Dify的二次开发、功能扩展、API集成以及定制化AI应用的构建。主要职责：1. 参与 Dify 系统的需求分析、设计和开发工作。2. 基于Dify系统进行二次开发，包括功能扩展、API集成、定制化等。3. 优化Dify性能，解决系统运行过程中出现的技术问题，确保应用的高效运行和稳定性。4. 熟悉使用Dify编排和开发agent流程，构建AI应用。5. 根据业务需求，设计和实现定制化的LLM应用解决方案。任职要求：1. 熟悉Dify平台，了解其核心功能和使用方法。2. 具备Python和Java的开发能力和经验，熟悉常用开发框架。3. 熟悉 MySQL、PostgreSQL 等数据库，并具备良好的 SQL 编写能力。4. 熟悉 Linux 操作系统，具备基本的运维和排错能力。5. 了解大语言模型的基本原理，有相关开发经验者优先。6. 具备良好的问题解决能力和团队协作精神。
Business Analyst （金融业务分析师；英语流利）,成都迈思信息技术有限公司,2-3万,广州·天河·林和,3-5年,本科,民营,1000-9999人,软件/IT服务,,职位描述 业务分析员主要职责在金融市场技术、金融机构或风险管理软件厂商担任业务分析师，至少有 4年工作经验；工作领域包括压力测试、市场风险（风险价值/风险/限额）、产品估值、前台 IT、信贷、财资市场等。至少对一种资产类别（最好是股票衍生品）有丰富的金融市场估值经验具有在敏捷框架/Scrum 方法下工作的丰富业务分析经验需要具备 SQL 查询知识和 ADO/Confluence 工具使用经验。具备大数据管理方面的 python 脚本知识者优先。至少熟悉一种资产类别的证券、期权和衍生工具。在数学/金融数学、统计学、金融或计算机科学方面有深厚的学术基础。良好的英语沟通能力好奇心强，思想开放，能适应不断变化的情况，喜欢在多元化的多文化环境中与全球团队合作。热衷于解决具有挑战性的问题和学习新技能。持有 CFA、PRM、FRM、PMP 和/或 Scrum Master 证书者优先。
高级运维工程师,彩讯科技股份有限公司,1-1.5万,广州·海珠·琶洲,5-10年,本科,上市公司,1000-9999人,软件/IT服务,已上市,职位描述 岗位职责1. 负责企业核心服务器（Linux/Windows）、网络设备（路由器、交换机、防火墙）及业务系统（如ERP、CRM、OA等）的日常运维与监控2. 定期巡检硬件设备与软件系统，排查潜在故障风险，制定并执行预防性维护计划，；3. 快速响应线上故障（如服务器宕机、网络中断、应用报错等），通过日志分析、性能监控等手段定位问题，并输出故障复盘报告；4. 参与运维自动化建设，使用Shell/Python脚本或运维工具（如Ansible、Jenkins、Prometheus）简化重复操作，提升运维效率；5. 配合开发团队完成系统部署、版本更新与环境搭建，提供运维技术支持，协助解决开发过程中的环境适配问题；6. 整理并更新运维文档，包括设备清单、故障处理手册、操作流程规范等，确保文档的准确性与时效性。三、任职要求（一）基本要求必备技能：了解workflow、Agent、RAG、dify等相关AI技术，至少有其中一种，有vibe coding 及Cloud code经验更佳。1. 本科及以上学历，计算机科学与技术、网络工程、信息管理等相关专业，3年及以上企业级技术运维经验（优秀应届生可放宽至1年实习经验）；2. 具备良好的沟通协调能力，能清晰对接业务部门与技术团队需求，抗压能力强，可接受偶尔夜间或节假日应急值班；3. 持有华为HCIP、思科CCNP、红帽RHCE等相关认证者优先。（二）技术能力要求1. 精通Linux（CentOS、Ubuntu）、Windows Server操作系统的安装、配置与优化，能熟练使用命令行进行系统管理（如用户权限、进程、磁盘、网络配置等）；2. 熟悉TCP/IP协议栈，掌握VLAN、DHCP、DNS、NAT、VPN等网络技术，能独立排查网络连通性问题（使用ping、traceroute、tcpdump等工具）；3. 了解主流数据库（MySQL、SQL Server）的基础运维，包括备份、恢复、性能监控，能协助DBA处理简单的数据库故障；4. 具备运维自动化思维，能使用Shell或Python编写简单脚本（如日志清理、批量部署脚本），或使用Ansible实现服务器批量管理；5. 熟悉监控工具（如Zabbix、Prometheus+Grafana）的部署与使用，能自定义监控指标、设置告警规则，及时发现系统异常；6. 了解容器技术（Docker）或云平台（阿里云、腾讯云）基础运维者优先，有大型系统运维经验者优先。岗位技术栈要求，岗位工作场景Ai工具经验技能要求
AI开发组长,太平洋网络,2.2-4万,广州·天河·新塘,3-5年,本科,上市公司,500-999人,产业互联网平台,已上市,职位描述 工作职责：1.应用Python对AI算法应用进行开发。2.结合公司相关业务场景，运用LLM大模型并完成相关业务需求，涉及技术包括数据清洗/构造，训练和微调，搜索增强RAG，LLM Agents，prompt engineering等LLM关键技术方向;3.实现和优化自然语言处理算法和模型，如文本分词、命名实体识别、情感分析、语义相似度计算等;任职要求：1.本科及以上学历，计算机相关专业；2.3-5年工作经验，人工智能、机器学习或相关领域的工作经验优先，对大语言模型(LLM)的应用和优化有深入理解的优先；3.熟悉使用向量数据库，如Milvus、LanceDB等；4.具有深度学习或大模型在硬件部署方面的实际经验，有成功的案例优先，能复现主流开源模型；5.熟练掌握PyTorch，有实际的项目开发经验。
AIGC应用工程师（展陈方向）,湖南后浪文化科技有限公司,1-1.5万,广州·荔湾·站前,3-5年,本科,民营,20-99人,文化艺术/娱乐,,职位描述 1、产品设计与落地：聚焦生成式AI技术在展厅展馆行业的深度应用，负责AI产品全流程设计，牵头构建AI创作能力体系，实现技术向业务增长的转化；2、多模态融合创新：深度结合文本、图像、视频、语音（TTS/NLP）等AIGC技术，探索其与“数字展厅”场景的融合模式，驱动高质量内容生产；3、AI全周期管理：负责AI相关产品的需求分析、方案编写、开发良好及项目交付，推动功能迭代与内容生命周期；4、业务支撑：支撑售前交流、方案编写、项目申报及相关知识产权（专利/软着）申请工作；5、视频内容：利用AI工具（ Seedance、可灵、Runway、VEO等国内外）及后期软件（PR/AE）生成符合艺术审美标准的视频/数字人，确保镜头连贯性与风格统一；6、向其它部门同事进行AI赋能培训及指导。 任职要求： 1、教育背景：本科及以上学历，计算机、软件工程、通信或影视动画相关专业。 2、从业经验： 具备2-4年软件产品或AI产品经验，有To-B项目（如展馆、政企数字孪生等）经验者优先。深入理解生成式AI原理，对多模态内容生成（图文、视频、语音）的边界技术有语音识别。 核心技能： 1、AI工具：掌握Google家族、ChatGPT、Grok、即梦、可灵、Runway等工具。有ComfyUI工作流的使用经验。 2、数据分析：具备敏锐的数据分析能力，能够通过数据反馈指导AI模型迭代方向。 3、其它：具备高效的学习能力和沟通能力，开放创新思维的、紧跟技术前沿、具备良好的市场洞察力和方案编写能力。
Manager - Data and Analytics (AI project) ID206036,汇丰环球,1.5-2.5万,广州·天河·林和,3-5年,本科,外商独资,10000人以上,银行,,"职位描述 Some careers have more impact than others.If you’re looking for a career where you can make a real impression, join HSBC and discover how valued you’ll be.HSBC is one of the largest banking and financial services organisations in the world, with operations in 64 countries and territories. We aim to be where the growth is, enabling businesses to thrive and economies to prosper, and, ultimately, helping people to fulfil their hopes and realise their ambitions.We are currently seeking an experienced professional to join our team in the role of Manager - Data and Analytics.Principal responsibilities- Design, implement, and optimize machine learning models for classification, regression, clustering, NLP, computer vision, or recommendation systems (as applicable).- Work with large, complex datasets to extract insights and engineer meaningful features.- Develop end-to-end ML pipelines—from data ingestion and preprocessing to model training, evaluation, deployment, and monitoring.- Collaborate with cross-functional teams to integrate AI/ML capabilities into production systems.- Stay current with the latest research and technologies in AI/ML and assess their applicability to business challenges.- Ensure model performance, scalability, reliability, and compliance with ethical AI principles.- Document methodologies, results, and best practices for knowledge sharing and reproducibility. Requirements- Bachelor’s, Master’s, or Ph.D. in Computer Science, Electrical Engineering, Data Science, or a related technical field.- 3+ years of hands-on experience in developing and deploying machine learning models in production environments.- Proficiency in Python and common ML libraries (e.g., scikit-learn, TensorFlow, PyTorch, XGBoost).- Strong understanding of supervised and unsupervised learning algorithms, deep learning architectures, and evaluation metrics.- Experience with cloud platforms (AWS, GCP, or Azure) and MLOps tools (e.g., MLflow, Kubeflow, SageMaker).- Solid software engineering skills, including version control (Git), testing, and CI/CD practices. Candidate with less relevant experience or skills may be offered a lower Global Career Band than stated above.Due to the urgent hiring need, candidates with immediate right to work locally and no relocation need will be prioritised.You’ll achieve more when you join HSBC.HSBC is committed to building a culture where all employees are valued, respected and opinions count. We take pride in providing a workplace that fosters continuous professional development, flexible working and opportunities to grow within an inclusive and diverse environment. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website."
AI产品经理（广州）,中国联通软件研究院,面议,广州·黄埔·联和,3-5年,硕士,国企,1000-9999人,软件/IT服务,,职位描述 岗位主要职责1、及时关注和跟踪 AI 行业动态和市场趋势，研究竞争对手AI产品，为公司的 AI 产品战略提供决策支持；2、与业务侧、合作伙伴和内部团队进行深入沟通，挖掘潜在的 AI 产品需求和应用场景，并推动落地；3、制定AI产品的长期和短期规划，明确产品定位、核心功能，设计AI产品架构、流程、交互体验等，绘制产品原型图和撰写详细的产品需求文档；4、与研发、智能算法团队紧急合作，确保AI产品从概念到上线的顺利推进，协调解决产品开发过程中的问题；5、功能上线后进行数据效果跟踪分析，并收集用户使用反馈，提出产品优化和改进方案，推动产品的持续迭代和升级；6、与业务侧、上级领导、团队内部积极汇报产品进展和成果，结合汇报结果制定后续推进方案和计划；7、与对外输出团队及合作伙伴建立良好的合作关系，配合输出团队推动 AI 产品的市场推广和应用拓展。 任职资格要求 一、专业知识： 1、掌握人工智能的基本原理和技术，如机器学习、深度学习、NLP、Agent、RAG等； 2、熟悉市面上主流大模型的实现原理、AI应用场景及发展趋势； 3、具备出色的产品规划与设计能力，能独立完成产品从概念到上线推广运营的全过程； 4、具备良好的项目管理能力，能够高效推动跨部门间合作，推动项目快速落地； 5、熟练掌握产品管理工具（如Axure、墨刀等）和数据分析工具（如Excel、SQL等）； 6、3年及以上AI或相关领域产品经理工作经验、有成功推出并运营AI产品的案例者优先。 二、岗位资质： 硕士及以上学历，人工智能、计算机、通信等相关专业优先； 三、综合素质： 1、有较强的学习能力和适应能力，能够快速掌握新的技术和知识； 2、诚实、踏实、认真负责，工作责任心强，态度积极向上，能承受一定强度的工作压力； 3、具备良好的组织、沟通表达、汇报、材料撰写能力； 4、具备敏锐的市场洞察力、逻辑思维、创新思维和问题解决能力； 5、办公技能要求：能熟练运用office、PPT 、Excel、XMind等办公软件。
Key account sales manager- Pastry ingredients,法念食品贸易(深圳)有限公司,1.6-3万,广州·天河·石牌,3-5年,本科,外商独资,20-99人,食品/饮料/酒水批发/零售/贸易,,"职位描述 Key Responsibilities:Identify and onboard new key account clients (industrial/large bakery chains) for pastry ingredients including chocolate, cocoa powder, fruit puree, sugar, butter, and cream.Develop strategic sales plans to achieve revenue targets and market penetration.Build long-term relationships with clients through consultative selling and technical expertise.Conduct market research to analyze trends, competitor activities, and pricing strategies.Negotiate contracts and pricing terms with clients to maximize profitability.Collaborate with internal teams (logistics, QA) to ensure smooth order fulfillment.Prepare regular sales reports and forecasts for senior management.Location: The position could be based in Beijing/Shanghai/Shenzhen/Guangzhou/Chongqing/Chengdu, and your sales territory includes the local cities/province eventually to all mainland China.Requirements:5+ years of B2B sales experience in food ingredients (Experience in pastry/bakery industry is required).Proven track record in developing industrial/key accounts (experience with multinational clients is a plus).Strong technical knowledge of pastry ingredients and applications.Excellent negotiation, presentation, and relationship-building skills.Fluent in English (written & spoken) for daily communication with GM and international clients.Ability to travel to different cities as needed.We Offer:Competitive salary + performance-based commission.Opportunity to work with global industry leaders.Autonomous role with direct impact on business growth."
AI算法工程师,深圳市恒双展业科技有限公司,9000-12000元,广州·白云·三元里,1-3年,本科,股份制企业,100-299人,软件/IT服务,,职位描述 1、计算机科学、人工智能、软件工程或相关专业本科及以上学历; 2、熟练学握Python，并具备扎实的软件工程能力(代码规范、测试、部容、CI/CD); 3、熟悉主流大模型(LLM)技术栈，包括但不限于LangChain、Llamalndex、AutoGen、CrewAll 等智能体框架; 4、具备至少1个AI智能体项目的完整落地经验(从原型到上线)，能提供案例或演示者优先; 5、有丰富的智能体调试与优化经验，熟悉Prompt Engineering、RAG、Function Calling、Tool Use、Agent Memory等关键技术; 6、了解大模型推理优化、上下文管理、成本控制等工程实践; 7.具备 Java 后端开发经验者优先，能参与或支撑高可用、高并发的智能体服务架构建设。
AI行业重客总监,福建博士通信息股份有限公司,2-3.5万·13薪,广州·天河·天河南,5-10年,本科,民营,100-299人,通信运营商/电信增值服务,,"职位描述 岗位职责：1. 负责公司智能AI语音机器人及解决方案的销售，对业绩考核目标达成负责；2. 负责销售中涉及的商机挖掘，产品推介，需求沟通分析、商务谈判，项目跟踪等服务等工作；3. 收集行业内主要竞争对手的产品、方案等相关信息；收集市场一线信息，为产品优化迭代提供参考性意见。任职要求：1. 有头部数据公司、持牌金融、保险、基金、证券、品牌电商等客户资源的销售经验；不符合条件者勿扰；2. 本科及以上学历，五年以上ToB销售经验，有强烈自驱力，较强的抗压能力和目标感；3. 具有SAAS、AI语音机器人、呼叫中心等行业销售经验, 具有以下知识储备（AI语音机器人、语音线路、接通率、语音识别，语义识别、TTS、NLP、ASR）；4. 具备拓展客户资源和谈判能力，具有项目式销售能力；5. 具备较强的沟通表达能力、学习能力以及客户服务意识。"
云端研发,软通动力信息技术(集团)股份有限公司,1.2-1.4万,广州·黄埔·文冲,3-5年,本科,上市公司,10000人以上,软件/IT服务,最佳雇主,职位描述 1.负责百度智能座舱云端语义工程落地业务 2.参与智能座舱功能需求开发与项目交付 3.解决项目中遇到的各种技术难题和突发问题 1.计算机相关专业本科及以上学历，3年以上Go和PHP开发经验 2.熟练掌握云端开发相关技术栈，包括但不限于数据库、缓存、操作系统、网络等 3.具备优秀的问题分析排查与编码能力，能编写出维护性、扩展性强的高质量代码 4.拥有强烈的自驱和目标导向意识，能够主动规划、积极推进各项任务 5.具备良好的沟通和表达能力，能够清晰、准确地阐述技术思路与方案 6.具备一定的抗压能力，能积极正面应对项目交付的工作压力 7.具有大模型、Agent开发经验者优先
AI产品经理岗,广州至拓网络科技有限公司,1.2-2.4万,广州·海珠·琶洲,3-5年,本科,民营,100-299人,产业互联网平台,,职位描述 职责描述​1. 负责AI产品全生命周期管理，从需求分析、场景设计到落地推广，跟进行业场景运营； 2. 对接业务部门与技术团队，管理或制定AI解决方案和推动项目落地； 3. 挖掘用户需求，设计AI产品功能，输出PRD、原型图及技术可行性方案； 4. 跟踪AI技术趋势（如大模型、Agent等），结合业务场景提出创新应用方向； 5. 协调资源推进项目进度，管理风险并确保交付质量。 任职资格：1. 本科及以上学历，计算机、人工智能、电子信息等相关专业；2. 三年以上AI领域产品经验，有从0到1产品落地案例者优先；熟悉机器学习、深度学习、自然语言处理等技术原理；3. 具备项目管理能力（PMP/敏捷开发认证优先），熟练使用Axure、visio等工具；4. 逻辑思维强，能快速理解业务场景并转化为技术需求，具备优秀的跨部门沟通能力。
Sustainability Expert,Bureau Veritas,1.2-2.2万·14薪,广州·荔湾·龙津,5-10年,本科,外商独资,10000人以上,检测/认证/计量,最佳雇主,"职位描述 As a Sustainability Expert, you will support client projectsand internal initiatives that enable organizations to measure, manage, andimprove their environmental and social performance. You will contribute to thedelivery of sustainability services while developing your technical expertiseand consulting capabilities under the guidance of experienced professionals.Job Responsibility：• Contribute to sustainability related projects, in a wide variety of areas such as but not limited to Social Accountability, GHG emissions accounting, climate change adaptation, renewable energies projects, supply chain resilience, sustainability reporting, and other relevant Sustainability Report Assurance (SRA) based national and international standards..· Collect, verify, and analyze sustainability data using BV tools, methodologies and advanced AI solutions.· Leave your mark by having direct impact on clients’ solutions development, project delivery and global scale cooperation.· Promote sustainability standards and frameworks.· Apply technical knowledge to real projects under supervision, demonstrating attention to detail and analytical rigor.· Contribute to digital transformation by implementing advanced solutions. Job Requirement：·Bachelor's degree or above in sustainable development, environmental engineering, environmental economics,business administration, energy engineering, or related fields.· Above 5 years of sustainable development-related experience, within the TIC or Big Fouraccounting firms are preferred.· Skilled in sustainability strategy, GHG Emission Accounting, supply chain riskmanagement, Carbon Footprint& Climate risk assessment, sustainabilityreporting, and rating enhancement; familiar with mainstream global ESGreporting frameworks (e.g., GRI, SASB, TCFD, CSRD).· Understanding of Bureau Veritas or similar institutions' sustainable development certification systems (e.g., LCA, EPD, EU Green Deal-related certifications, etc.); priority given tocandidates with certification implementation experience.·Fluent English (listening, speaking, reading, writing) as a working language;"
AI 产品软件工程师,广州刻雅馆医疗器械经营有限公司,4-6万,广州·天河·天河南,经验不限,本科,合资,20-99人,医疗设备/器械/耗材,,职位描述 软件工程师（从0到1）广州/上海 · 直接汇报CEO 关于Sophon Sophon是一个AI原生的企业操作系统。它连接企业的所有数据源——邮件、即时通讯、业务系统——处理每一条进出消息，从每次交互中构建持久的记忆和知识库。它像一个拥有无限时间和完美信息的你，替你起草回复、管理决策、协调团队。 传统工具（飞书、企业微信、Slack）是为人与人沟通设计的，AI只是事后补丁。Sophon从第一行代码就是为AI设计的：它不仅优化人与人的管理闭环，还打通了人与AI Agent、Agent与Agent之间的协作——这是传统工具根本没考虑过的场景。 类比：你可以买一台装了传统系统、后来加了聊天机器人的手机。也可以买一台从底层就把AI能力织入操作系统的手机。Sophon是后者。 关于CEO 斯坦福物理+CS本硕，18岁创业，第一年创造1亿+ 的ARR。目标：让AI成为每家公司真正的运营大脑——不是辅助工具，是核心引擎。团队小、节奏快、扁平。CEO直接参与技术方向和代码，没有层层审批。 你会做什么 Sophon的核心工程问题是：非结构化输入 → AI处理 → 结构化输出 → 业务动作。CEO已经搭了系统的骨架，你的任务是把它做到production level，并负责长期架构方向。 我们要什么样的人 最重要的是聪明和好奇。你不需要之前做过AI，不需要特定技术栈经验。你需要的是：遇到一个你不懂的东西，你的本能是去搞懂它，而不是绕过它。 必须满足：· 本科985或海外优秀学校（硬性要求）· 有作品：面试时现场展示你独立完成的项目，能跑通、能讲清楚架构决策和你踩过的坑。没有作品不考虑· 遇到问题你的本能是追到根因——读源码、跨层调试、搞清楚为什么，而不是绕过去· 异步自驱：卡了两天老板联系不上，你能自己找路走通或先跑简化版。等答案的不适合 加分项：· AI工程经验（RAG、向量数据库、LLM API集成）——有很好，没有我们教· 做过内部效率平台、企业自动化系统、工作流工具· 有开源贡献· 有独立产品从0到1的经历（自用工具也算）· 多语言能力 面试流程 投简历 → 直接视频沟通，现场看作品聊思路。没有笔试，没有多轮HR面。我给你一个真实的系统问题，看你怎么想，不考你背了什么。 不适合这个岗位的人 · 写完PRD等别人实现的· 只会搭demo，维护不了、扩展不了· 需要完整spec才能动手的· 需要被推着走的
【供应链】山姆客户主管 (MJ007354),九毛九(广州)控股有限公司,1.6-2.2万·14薪,广州·南沙·横沥,5-10年,本科,上市公司,10000人以上,餐饮服务,已上市,职位描述 岗位职责:1.辅助完成山姆3个品类的季度年度生意目标(销售&利润)，定期梳理山姆生意规划；2.跟进山姆日常事务，包含新品跟进、物流、活动、售后等；3.定期调研山姆最新市场情况和消费者趋势变化，定期总结输出产品爆品元素和市场包装设计趋势共通点，给山姆做产品提案推荐；4.协调公司内部研发、采购、食安、品控、物流等相关部门开展山姆运作工作；5. 与财务保持密切沟通，做好新品成本测算、日常费用账款管理，促进山姆财务盈利优化；6.新品上市期间跟进渠道端营销推广活动，如社交媒体种草等。岗位要求:1. 统招本科及以上，有山姆客户管理经历；2. 具有“产品经理”思维能力，具备较强的山姆消费群偏好洞察能力；3. 大型快消公司管培生加分、有海外留学背景加分；4.积极乐观，具备较强的人际关系处理能力，情商较高；5. 会开车加分。
Agent项目开发 技术经理,探迹科技,2.5-5万·14薪,广州·海珠·琶洲,3-5年,本科,民营,1000-9999人,人工智能,最佳雇主,"职位描述 岗位职责：1、端到端Agent项目管理： 负责AI Agent项目从技术验证、架构设计到工程落地、迭代优化的全生命周期管理，对项目的技术交付质量、进度和效果负责。2、技术架构与工程实现： 主导智能体系统的整体技术架构设计，包括但不限于大模型选型与微调、多智能体协作框架、工具调用（Function Calling）管理、长上下文管理、记忆与知识库集成、流式响应等核心模块的实现方案。3、Prompt工程与Agent逻辑设计： 牵头设计并优化复杂Agent系统的提示词（Prompt）策略、多轮对话逻辑、任务分解与规划、自我反思与纠错机制，确保Agent能精准理解B2B采购场景的复杂意图，并提供稳定、可靠的交互体验。4、大模型应用工程化： 解决大模型（LLM）在应用中的工程挑战，包括但不限于成本控制（Token优化）、响应速度、稳定性保障、幻觉缓解、内容安全与合规、私有化部署等。5、技术前瞻与探索： 持续跟踪Agent技术栈（如LangChain, LlamaIndex, AutoGen, CrewAI等）、大模型能力演进，并主导技术预研，将前沿能力快速、稳健地转化为产品竞争力。 任职要求： 1、本科及以上学历，计算机、人工智能等相关专业，必须具备至少1个完整的大型AI Agent项目或复杂对话式AI项目的架构设计与主导开发经验。有从0到1构建并成功上线智能助理、Copilot类产品经验者优先。 2、核心技术能力： · 深厚的大模型实践经验： 熟练掌握主流大模型（如GPT系列、Claude、国产大模型）的API调用、微调（Fine-tuning）、提示工程（Prompt Engineering）以及Agent框架的应用。 · 扎实的工程功底： 精通Python/Go/Java等至少一门语言，熟悉云原生、微服务架构，具备高并发、高可用系统设计能力。 · Agent系统深度理解： 对ReAct、CoT、ToT等Agent经典范式有深入理解，并有实际解决规划、工具使用、多步推理等问题的项目经验。 3、业务与思维： · 强烈的业务导向： 能够深刻理解业务场景，并将业务需求转化为清晰、可执行的技术路径。 · 系统性思维与项目管理能力： 能够管理技术复杂度，拆解项目里程碑，协调资源，应对不确定性，确保项目成功交付。 · 创新与问题解决能力： 对Agent技术的边界保持好奇，善于创造性地解决大模型应用中遇到的各种非典型技术难题。 4、优先条件： · 拥有大型互联网公司AI Lab、算法中台或知名AI创业公司相关工作经验。 · 在B端/ToB场景下（如CRM、SCRM、智能客服、企业知识库）成功落地过AI Agent项目。 · 在Prompt优化、Agent评测体系构建、RAG（检索增强生成）应用等方面有突出成果。"
大模型算法工程师,普望(上海)信息科技有限公司,1.5-2.5万,广州·海珠·琶洲,3-5年,本科,民营,20-99人,软件/IT服务,,职位描述 职位职责 ‌大模型应用设计与开发‌：负责基于LLM、VLM的应用系统（如智能对话、内容生成、知识问答、Agent智能体等）的架构设计、核心功能开发与工程实现。‌ ‌模型集成与优化‌：参与大模型的微调、调优工作，监控模型的性能指标，及时发现并解决模型在应用过程中出现的问题，持续提升模型的准确性和稳定性。‌ ‌平台与工具建设‌：支持内部大模型相关业务平台的建设及相关服务开发。‌比如智能化文档解析平台。 ‌技术方案探索与实施‌：探索并应用先进的大模型技术，如Multi-Agent系统、检索增强生成（Agentic-RAG）、智能体（Agent）规划等，以提升系统效率和效果。‌ ‌全栈项目支持‌：具备服务端开发能力，处理多线程、高并发场景，熟悉相关框架，并能参与中大型项目的架构设计。‌ 职位要求 ‌经验与技能‌： 具备AI、LLM应用或LLM Agent的实战经验，有大模型应用工程经验者优先。‌ 拥有服务端开发经验（Java、Python等），熟悉Spring/Spring Boot、FastAPI，具备中大型项目架构设计能力。‌ 熟悉前端开发或具备全栈项目经验。‌ 有大数据处理开发经验。‌ ‌技术理解‌： 深入理解LLM原理及应用范式，能够应对模型幻觉、推理成本控制、架构稳定性等挑战。‌ 了解分布式系统、高性能计算及相关优化技术。 ‌综合素质‌： 具备良好的问题分析与解决能力，能持续优化模型与应用性能。 拥有较强的学习能力和技术探索精神，能跟进LLM领域的最新进展。 具备良好的团队协作与沟通能力。
"客服专员 Executive, Customer Happiness",亚洲航空(广州)商务服务有限公司,5000-7000元,广州·天河·林和,5-10年,大专,100-299人,客运服务,,,"职位描述 ResponsibilitiesThis role is to provide support towards complex complaints received via respective countries’ authorities and management. Also, this executive role is required to resolve potential viral and viral cases received via Web, Social and Live Chat or any other escalated cases by providing quality, timely and effective customer support on a daily basis. The authorization level is as per Assistant Manager. In addition, the Senior Executive is accountable for ensuring individual KPI’s are met. Duties Handle hard complaint case escalations from the management team Handle cases received from respective countries’ authorities (such as MAVCOM, CAAC, CAB, MIAA etc) Handle viral or potential viral cases Provide call out to the guest if necessary Act as a referral To handle teams’ escalation received from all channels (such as Web, Social, Live Chat, Letter, Email, walk-in guests etc) Analyse the escalated cases from the team and work with the Training & Development Team on the training required As a contingency plan, the team will process move flight requests Eko monitoring Other duties as assignedRequirements: Diploma/Degree Level with a minimum of credit in English Proficiency in a second language such as Thai Bahasa Indonesia, Mandarin, Thai, Korean, Japanese or Vietnamese are highly preferred Collaborative and work as a team across the organization to meet the Company’s objectives Ability to manage high levels of workload Ability to multitask and quickly review information from multiple sources and make effective decisions Minimum 5 years of related customer service experience Must have excellent verbal and written English communication skills Well-organized and detail-oriented and able to multi-task Must be able to work on shift including weekends and public holidays as scheduled Excellent Chinese writing skills"
算法策略,上海微创软件股份有限公司,1.4-1.8万,广州·海珠·官洲,3-5年,本科,合资,10000人以上,软件/IT服务,,职位描述 岗位职责： 1、参与感染过程诊断标记物预测、临床干预推演预测及传染病预防预警算法策略开发工作。 2、主导模型的训练、验证与评估工作，确保模型在预测精度、鲁棒性和推理效率上达到项目设定的标准。 3、紧密跟踪自然语言处理、大型语言模型以及时序预测领域的前沿技术与学术进展，为项目注入持续的技术创新动力。 4、负责撰写高质量的技术文档、实验报告，推动相关技术在智慧医疗与公共卫生领域的应用与发展。 任职要求： 1. 计算机科学、人工智能、自然语言处理或相关领域的本科以上学位。 2、扎实掌握深度学习、自然语言处理、时间序列预测和机器学习的基本原理与常用技术。 3. 在生成大模型预训练，prompt构建和finetune，指令理解等方面有经验者优先 4. 对Agent及Skill开发有深入理解，熟悉至少一种Agent/Skill开发框架或平台，有实际Agent/Skill开发项目经验者优先。 5. 具备良好的编程能力，熟悉Python编程语言。 6. 具备扎实的数学基础，熟悉统计学、优化算法等相关领域知识。 7. 良好的团队协作和沟通能力，具有解决复杂问题的能力。
AI应用开发工程师,广东旭普空间信息技术产业发展有限公司,1-1.5万,广州·天河·凤凰,3-5年,本科,民营,100-299人,技术服务,,职位描述 岗位职责：1、架构设计：负责搭建Python技术架构，基于Python技术栈设计和实现高可用、高性能的服务；2、后端开发：负责公司核心业务系统的后端模块开发与维护；3、前沿技术探索与应用：负责研究新兴技术（如：Dify智能体的构建、大数据分析、AI应用开发等技术），在业务场景中的创新应用。任职要求：1、本科及以上学历，计算机相关专业，3年以上Python开发经验，具有扎实的操作系统、网络、数据库相关基础知识；；2、熟悉Python核心语法、数据结构、多线程/协程编程及常用设计模式；3、具有Dify源代码、爬虫工具经验者优先，熟悉相关技术栈和框架；4、熟悉Linux操作系统，熟练使用常用命令；5、能使用vue、ElementUI、nodejs等前端框架；6、具备较强的逻辑思维能力，主动积极有责任感，能够承担工作压力7、具备较强的事业心、责任心和职业道德操守。
