岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
AI Agent 研发工程师 / 大模型应用工程师,湖北云链控股有限公司,13-25K,武汉,硕士,3-5年,20-99人,云计算,,来自我们正在“来自让 AI 来自自动干活”这件事真正发生： 如果你想参与构建真正的“AI Agent，而⾮聊天机器⼈”，欢迎加⼊。 岗位职责 - 基于大模型（LLM / SD / 视频模型）开发 AIGC 相关功能：文⽣图、图生图、视频生成、脚本生成等 - 将模型能力工程化落地，构建稳定的生成 pipeline - 基于 LangChain / AutoGen / CrewAI 等构建智能体（Agent）任务规划、工具调用、记忆系统 - 支撑视频分析、复刻、脚本生成等核心 Agent 场景 - 优化 Agent 性能：并发、缓存、工具调度、流式响应 - 优化推理性能与服务稳定性，提升生成速度与成功率 - 协同产品落地图片/视频创作工具能力 任职要求 - 熟练 NextJS / Python / Golang 任一后端语言或框架 - 有 AIGC 项目经验：SD、图像生成、视频生成或多模态模型 - 熟悉 Agent 框架（LangChain/CrewAI/AutoGen/LlamaIndex）优先 - 理解 Function Calling、Structured Output、多工具调用 - 有良好工程能力：API、缓存、任务队列 优先 - 对 AI 创作工具、出海 SaaS 有兴趣者优先 - 做过真实的 Agent 应用（不是 demo）优先 - 对视频、内容、电商行业理解更佳 公司提供顶级付费模型和工具随意使用，包括不限于 Claude Code、Codex、Cursor、Antigravity、ChatGPT 等。
agent,华为终端有限公司,350-500元/天,武汉,本科,,10000人以上,互联网,意外险|免费班车|法定节假日三薪|带薪年假|节日福利|五险一金|补充医疗保险|生日福利|通讯补贴|住房补贴|节假日加班费|保底工资|团建聚餐|加班补助|股票期权|交通补助|年终奖|定期体检|绩效奖金|零食下午茶,招boss聘职位：数字化架构师（非外包，正式工） 岗位职责 1、 数字化战略规划与顶层设计 （1）结合公司业务特点，设计数字化技术架构蓝图，明确AI能力的战略定位与发展路径 （2）制定3-5年数字化路线图，明确阶段目标、⾥程碑与资源需求 （3）推动传统业务向数字化、智能化转型，设计可扩展、⾼可⽤的解决方案 2、 一体化数字平台建设 （1）主导企业级数字化平台架构（含AI、ERP、MES、协同办公平台等），确保⾼可用、安全与可扩展 （2）统筹各业务系统集成与数据贯通，打破数据孤岛，构建统一数据底座 （3）负责私有化部署架构设计、实施与运维优化，保障系统稳定与数据安全合规 3、 AI能力落地与应用场景开发 （1）评估并引入大模型、AI Agent、RAG知识库、智能决策引擎等前沿技术，制定公司级AI技术规范与选型标准 （2）主导制造场景AI深度落地：智能排产、设备预测性维护、质量预警、供应链预测、自动化报告、知识库问答、RPA+AI流程自动化等 （3）构建企业级AI中台，实现算法、模型、算力的统一管理，推动AI从单点工具向业务原生能力演进，设计嵌入员工工作的智能闭环机制（任务推荐、进展预判、异常提醒等） （4）协同数据治理与AI开发团队，建立从场景识别、模型训练到效果评估的全流程管理机制 4、移动化办公与员工赋能 （1）设计覆盖全员的移动化办公方案，使员工便捷获取个人及团队的工作重点、目标进度、关键指标等动态信息 （2）建立透明的目标管理与进度追踪体系，支撑战略传达与跨部门协作 （3）提升日常办公效率与体验，让数字化融入员工工作流 5、技术团队建设与人才培养 （1）指导数字化团队的技术成长，建立架构规范与开发标准 （2）培养内部数字化人才梯队，组织技术培训与知识转移，提升团队数字化素养 （3）沉淀AI解决方案架构方法论与标准化交付框架，形成可复用的业务场景化AI资产
武汉-Agent开发工程师/ AI开发工程师,智达诚远,15-17K,武汉,本科,5-10年,1000-9999人,互联网,加班补助|节日福利|住房补贴|团建聚餐|带薪年假|五险一金|定期体检|股票期权|生日福利|零食下午茶,岗位亮点 前沿AI实来自践 来自参与企业级智能体搭建 来自用AI赋能电商获客 新媒体创作 运营提效全流程 成长快车道 内部AI培训 行业交流 快速成为AI加业务复合型人才 开放氛围 鼓励创新分享 ⼀起推动公司Ai数字化升级 岗位职责 1 ⼤模型应⽤开发 负责基于大语言模型的智能应⽤开发 包括但不限于智能助手 知识问答等产品的设计与实现 2 原型构建与业务落地 使用 AI 智能体低代码平台 如 Dify FastGPT 等 快速构建原型和 MVP 结合代码开发实现复杂业务逻辑 3 Agent 系统开发 开发和优化 AI Agent 系统 实现复杂任务的自动化执行和智能决策 4 Prompt 工程 参与提示词工程 Design 与优化 提升模型输出质量和应用效果 5 RAG 系统构建 构建和优化 RAG 检索增强生成 系统 提升模型在特定领域的知识准确性和时效性 6 架构与性能优化 负责大模型应用的架构设计 性能优化和系统稳定性保障 7 技术选型与赋能 参与技术选型和技术方案评审 推动团队技术能力提升 8 前沿技术追踪 跟踪 AI 领域前沿技术 探索新技术在业务场景中的应用可能 任职要求 基础与开发能力 1 本科及以上学历 计算机相关专业 2 编程语言 熟悉 Java Rust Python 中的至少一种主流开发语言 3 AI 编程效能 熟悉 Claude Code Cursor Codex 等 AI 辅助编程工具 能够高效运用 AI 提升日常研发效率 AI 核心技术与实操 4 大模型经验 深入理解大语言模型的工作原理和应用场景 有通义千问 火山引擎等主流模型的实际使用经验 5 Prompt 能力 具备扎实的提示词工程能力 能够设计高质量的提示词模板和优化策略 6 Agent 落地 有 AI Agent 开发经验 理解 Agent 的规划 工具调用 记忆管理等核心机制 有工程化 Agent 实际落地经验 7 RAG 技术栈 熟悉 RAG 技术栈 包括向量数据库 如 Milvus ElasticSearch qdrant 等 文本分块 Embedding 模型等 8 开发平台与框架 至少熟练使用一种 AI 智能体低代码开发平台 如 Dify Coze n8n FastGPT 等 有实际项目交付经验 熟悉主流 Agent的常用开发范式 熟悉最新的AI应用的构建方向例如 langchain langgraph等 有实际项目开发经验 9 数据治理 有数据治理领域相关的 AI 开发和实操落地调优经验
AI应用开发（Agent全栈，双休）,智现未来,20-40K·14薪,武汉,本科,5-10年,100-499人,互联网,节日福利|股票期权|定期体检|员工旅游|带薪年假|生日福利|团建聚餐|补充医疗保险|年终奖|意外险|五险一金,来自工作职责 1. 负责 AI Agent 系统的全生命周期开发工作，涵盖从架构设计到详细的工作流搭建，全⾯的测试优化以及最终的上线部署； 2. 深⼊探索 LLM、RAG、MCP 等前沿技术，并研究与现有系统的融合⽅案，推动技术在实际项目中的落地应用，提升系统的智能化⽔平； 3. 紧密跟踪 AI 技术的前沿动态，及时将新技术引入到项目中，对现有 AI Agent 系统进行持续优化； 4. 主导 AI Agent 核心功能模块的开发，包括但不限于多 Agent 协作机制、精准的意图识别系统、高效的记忆管理系统、强大的知识库以及灵活的工具调用模块，确保 Agent 能够高效、智能地完成各项任务； 5. 积极与产品经理、设计师和业务团队开展紧密合作，将需求准确转化为切实可行的技术方案，参与技术方案的讨论与评审； 6. 负责设计并搭建 AI Agent 的监控与评估体系，对运行数据实时监测和深入分析，持续优化系统性能，确保系统能够稳定、可靠地运行。 任职要求 1. 本科及以上学历，计算机科学、人工智能等相关专业最佳； 2. 精通 GO 或 Python 及 AI 应用开发框架，如 LangChain、LangGraph 等，拥有coze、dify等低代码平台的Agent搭建经验，能够熟练运用框架解决实际问题； 3. 对 RAG 技术有深入理解，具备丰富的向量数据库实践经验，能够独立设计和实施高效的向量化数据检索解决方案； 4. 熟练掌握 Prompt 工程技术，能够运用 Prompt 对复杂问题进行合理拆解、精准规划和有效执行； 5. 熟悉多 Agent 协作架构与任务调度逻辑，能够设计和开发高效的多 Agent 协作系统，实现复杂任务的协同处理。
电商大厂- B端C端Agent工程师-北上杭,某知名互联网上市公司,45-55K·15薪,武汉,本科,1-3年,1000-9999人,互联网,免费班车|五险一金|定期体检|餐补|节日福利,岗位职责 1. 参与公司自研 AI 平台 的核心功能开发与持续演进，负责大模型相关能力的⼯程化落地，包括模型接⼊、部署、运⾏与维护，保障在不同环境下的稳定性与可用性。 2. 基于 Dify 等大模型应⽤平台，构建和维护复杂业务工作流，支撑教育场景下的智能问答、内容生成、辅助决策、分析评估等应用。 3. 通过 提示词工程（Prompt Engineering）、上下文工程、RAG等技术手段，持续优化模型输出质量，提升业务场景下的准确性、可控性与一致性。 4. 对大模型应用进行 性能与资源优化，包括推理延迟、并发能力、资源利用率等，保障系统在实际使用场景中的稳定运行。 5. 参与 模型评估体系与运行监控体系 的设计与实现，建立模型效果评估、调用监控、异常分析与持续优化机制。 6. 与产品经理、业务团队紧密协作，深入理解教育业务场景与用户需求，将大模型技术转化为 可落地、可交付、可持续演进的应用解决方案。 7. 参与制定并完善 大模型应用开发规范与技术流程，推动团队在模型接入、应用开发、部署运维等方面的标准化与工程化。 8. 为其他团队提供大模型相关技术支持，协助解决模型应用、系统集成与性能优化等问题。 任职要求 1. 本科及以上学历，计算机科学、软件工程、人工智能等相关专业。 2. 具备 3 年及以上软件开发经验，有大模型应用开发或相关方向的实际项目经验，能够提供清晰的工程或产品落地案例。 3. 熟练掌握至少一种主流编程语言（Python / Java 优先），具备良好的编码习惯、工程意识与代码质量要求。 4. 对主流大模型应用框架有深入理解，并具备实际使用经验，如 LangChain、LlamaIndex、Spring AI 等。 5. 熟悉 Agent 框架或多智能体编排思路，如 LangGraph、Spring AI Agent 等，有真实业务应用经验者优先。 6. 熟悉常见服务部署与运维技术，能够独立完成模型及相关服务的部署与配置，包括但不限于 Docker、Kubernetes。 7. 具备良好的沟通能力与团队协作意识，能够与产品、业务、运维等不同角色高效协同推进项目落地。 8. 对新技术保持持续关注与学习能力，能够快速理解新模型、新框架，并将其合理引入到实际业务中。 加分项（可选） • 有 RAG 系统、知识库、知识图谱 相关实践经验。 • 有 模型服务化、推理加速、模型评估体系 相关经验。 • 有 IoT、智能终端或多模态应用经验者可作为补充加分项。
大数据开发,丰图科技,17-30K·14薪,武汉,本科,5-10年,500-999人,互联网,带薪年假|股票期权|加班补助|夜班补助|通讯补贴|保底工资|节日福利|餐补|交通补助|员工旅游|零食下午茶|五险一金|意外险|包吃|补充医疗保险|节假日加班费|年终奖|法定节假日三薪|定期体检,岗位职责 1. 主导企业级能源AI能力中台boss建设，负责大模型在虚拟电厂、零碳园区、能源调度等场景落地，完成Prompt、RAG、Agent编排、插件与安全合规全流程落地。 2. 负责能源行业AI工具链研发：Copilot、智能助手、低代码AI工具，实现报表自动化、能耗分析、调度流程简化、运维提效等量化目标。 3. 联动调度、运维、园区运营等部门，落地智能调度、能耗优化、设备运维问答、故障诊断等AI场景，输出方案并落地见效。 4. 设计研发能源领域多Agent协同系统，支撑复杂调度、故障分析、多岗位协作等业务场景。 5. 跟踪大模型与能源AI前沿案例，输出落地手册，赋能团队，助力企业碳减排、能耗优化。 任职要求 1. 计算机/AI/电力/能源等相关专业本科及以上，3年+AI/后端开发，1年+大模型落地经验。 2. 精通 LangChain/LlamaIndex/AutoGen，有RAG深度优化经验，熟悉Qwen/GLM/DeepSeek等模型微调与部署。 3. 能处理电压、电流、功率等时序数据，了解InfluxDB/TDengine，熟练Python/Go/Java，熟悉工业协议优先。 4. 了解电力发输变配用流程、电力市场规则优先；有虚拟电厂/微电网/能源集控项目经验优先。 5. 有AI在能源、工控、设备运维落地成功案例，可提供量化效益优先。 我们希望你 • 懂大模型，更懂能源业务 • 能架构，能落地，能出量化成果 • 自驱强、肯钻研、有行业落地野心
Python,赛意信息,12-22K·13薪,武汉,本科,1-3年,10000人以上,计算机软件,零食下午茶|项目补贴|五险一金|带薪年假|通讯补贴|补充医疗保险|节日福利|定期体检,岗位职boss责： - 依据业务需求，设计来自与开发 AI Agent。 - 本地来自部署LLM，与公司现有系统集成，开发和优化基于 LLM 的应用。 - 设计、测试 AI Agent 的提示词，进行模型调优。 - 监控 AI Agent 性能，反馈分析并优化。 - 跟踪 AI、LLM 技术进展，推动业务创新。 - 跨部门合作，提出 AI 解决方案并推动实施。 任职要求： - 本科及以上学历，计算机、⼈⼯智能相关专业。 - 2年以上 AI/ML 或软件开发经验，具备 AI Agent 开发经验。 - 精通 Python，熟悉软件⼯程实践。 - 熟悉 TensorFlow、PyTorch 或 Scikit-learn 等 AI/ML 框架。 - 有 LLM API（如 OpenAI）开发经验。 - 了解提示工程原理与实践。 - 良好的沟通能⼒，学习能力强。
软件开发实习生,WallTech,150-200元/天,武汉,本科,,100-499人,互联网,年终奖|五险一金|带薪年假|零食下午茶|节日福利|定期体检|员工旅游,岗位职责 核心业务全栈开发：负责共享电单车SaaS平台AI全栈研发，基于Vue3 + Element Plus/Tailwind CSS前端栈+Spring Boot/Spring CloudJava微服务后端架构，完成前后端功能开发、接口联调与业务模块迭代，支撑运营后台、用户端等多端业务落地；同时支持AI原⽣应⽤（如智能知识库、AI Agent、对话助⼿等）的从零到一构建，打通前端交互、后端架构与AI模型落地的交界。 前端交互实现：熟练运用Vue3、Vuex/Vue Router完成AI相关功能页⾯开发，优化交互逻辑与响应速度；掌握流式渲染（如打字机效果）、实时状态反馈、会话管理等AI专属交互细节，有React/Next/Nuxt等现代框架经验者优先。 后端架构与性能优化：精通Spring Boot/Spring Cloud微服务架构，负责后端业务逻辑、服务接口开发，优化高并发下微服务稳定性与性能；设计并开发稳健的RESTful/GraphQL API，处理认证、权限、并发与异步任务，支撑AI业务逻辑，熟悉Python/Node/Go等后端语言者优先。 核心AI场景落地： 主导智能客服、智能调度、智能营销全栈研发，覆盖RAG知识库全链路搭建与优化（含文档解析、文本分块、向量化、重排序等环节）、多Agent设计与工程化（构建具备规划、反思、记忆机制的智能体，集成搜索、代码执行等多源工具）、harness engineering落地； 对接智谱、MiniMax、Kimi等国产大模型实现AI能力深度融合，同时掌握LLM集成与编排（提示工程、流式响应、上下文管理、函数调用等），构建稳定、成本可控的模型服务层。 AI研发工程化：依托Claude Code、Open Code工具推进AI研发流程标准化，制定前后端AI代码规范，主导技术优化与代码重构；编写单元测试与集成测试，构建CI/CD流水线，使用Docker/Kubernetes部署服务，实现可观测性（日志、监控、告警）。 任职要求 基础全栈能力：5年以上全栈开发经验，必须精通Java Spring Boot/Spring Cloud微服务后端，熟练掌握Vue3全家桶+Element Plus前端技术栈，能独立完成前后端全流程开发；熟悉至少一种其他前端框架（React/Next/Nuxt）或后端语言（Python/Node/Go）者优先。 数据与技术栈：熟练使用MySQL、Elasticsearch、向量数据库，具备大规模业务数据处理与优化实战经验；熟悉PostgreSQL及至少一种NoSQL（MongoDB/Redis等），了解AWS/GCP/Azure云平台部署者优先。 核心AI能力：掌握harness engineering、多Agent设计与工程化、RAG知识库搭建与优化（含文档解析、分块、向量化、重排序等全链路），有完整AI功能全栈落地项目经验；深入理解LLM原理，熟练使用LangChain、LlamaIndex或类似框架，具备提示工程、模型微调（LoRA/QLoRA）真实项目经验者优先。 大模型对接能力：能够独立对接智谱、MiniMax、Kimi等国产大模型API，熟练运用Prompt工程、向量数据库相关技术；具备LLM集成与编排（流式响应、上下文管理、函数调用等）经验，能构建稳定可控的模型服务层。 AI工具与工程规范：能熟练使用Claude Code、Open Code等工具辅助全栈研发，保障AI生成代码的鲁棒性与安全性；具备良好工程基本功，熟悉Docker容器化、CI/CD流水线、可观测性体系建设。 软技能：优秀的沟通能力，善于将开放性问题拆解为可执行的工程任务，有团队协作与知识分享精神；对AI技术有强烈好奇心，能快速学习新技术并落地工程化实现。 加分项 有AI Agent开发经验，熟悉CrewAI、AutoGen、LangGraph、Semantic Kernel之一； 了解多模态模型（视觉、语音）应用开发，或具备MLOps/模型部署监控经验； 熟悉前端SSR/同构渲染（Next/Nuxt），有复杂流式UI开发经验； 为知名开源项目贡献过代码，或持续维护技术博客； 有高并发系统设计经验，熟悉消息队列、无服务器架构（Serverless）。
武汉场景专家（人工智能Agent）,安妮福克斯信息,20-40K,武汉,本科,10年以上,20-99人,互联网,住房补贴|社会保险|零食下午茶|节日福利|带薪病假|带薪年假|员工旅游|五险一金|股票期权|定期体检|生日抽奖|年终奖|生日派对|姨妈假,一、岗位来自职责 攻坚核心boss系统：用 AI 工具（Cursor/Claude等）直接编码验证架构想法，让 AI 辅助完成⼯程实现，你负责定义智能体互联⽹智能的价值定义、价值度量与运营的核⼼逻辑与性能红线，不做需求传声筒 设计分布式工作流：把智能体价值挖掘场景拆解为数据采集 - 价值提取 - 运营闭环 - 验证迭代的⾃主工作流，让系统像高效引擎一样稳定运行 落地价值运营：为全球智能体生态设计高并发、高可用的价值挖掘与运营系统，平衡系统性能与业务落地效率 驱动 AI 原生迭代：基于系统运行数据，用自然语言指挥 AI 调整架构、优化代码、重构服务，实现天级迭代发布 定义工程新范式：探索 AI 时代的工程协作方式，拒绝重复 CRUD，让 AI 自动完成编码、测试与部署，用对话 + 实时架构图交付系统成果 二、硬性门槛 AI Native 证明题 用 AI 工具独立交付至少 1 个线上分布式系统功能，能展示 AI 产出的代码 / 架构图和你做的核心决策 亲手写过复杂分布式系统 / Agent 工作流，调优过高并发场景，清楚分布式系统的能力边界与优化方法 不是 “要求团队做 AI 功能”，而是 “自己先用 AI 把系统跑通再交给团队落地” 具备分布式系统研发经验，熟练掌握微服务、缓存、消息队列等分布式核心技术 能够熟练使用 AI 工具进行编程，借助 AI 提升编码、调试、架构设计效率 拥有系统架构设计能力，能独立完成大型分布式系统的架构规划与落地 做过研发组长，精通软件工程，有牵引团队共同研发的实战经验 三、我们要的特质 软性特质（极客工程师气质） 工程品味：Born With Taste，天生对代码整洁、架构优雅有生理级敏感，看到烂代码会坐立不安，会为了 0 的性能优化和 AI 讨论 100 + 轮 技术嗅觉：知道最新大模型 / 分布式框架发布，第一时间想的是 “怎么用到我的系统里”，能和算法团队探讨最新 Paper/Infra/ 技术栈 动手偏执：看不上冗长评审会，更相信可运行的分布式 Demo；讨厌重复劳动，能自动化的都交给 AI；拒绝老派架构师的空谈，只遵循 PMF 第一性原理；双开门决策不纠结，直接上线看数据 战斗经验：在开源社区提过分布式系统相关 PR、或在 Discord 里抓过用户反馈、或在 Product Hunt 上秀过 AI 工程产品，或用 Agent 搭过内外部分布式系统 顶级饥渴：眼里只有全球顶尖的 AI 工程水准，做的系统要是不能让硅谷同行眼前一亮，就觉得白干了 文化契合：看过《代码整洁之道》能聊架构美学，接受 “不够好就再重构” 的 Scaling 迭代暴力，保持无知、保持极客少年感 四、我们提供什么 零官僚决策权：你做的分布式 Demo 直接发给技术负责人测试，好用就上线，没有三层汇报、没有需求评审会；系统架构决策权在你手里，技术资源由你调配 全球影响力：你做的系统会被真实智能体用于价值挖掘与全球运营，你的工作成果可能会出现在行业顶级报告的致谢名单里 硬核神秘同事：你身边坐的小伙伴，可能是前顶尖分布式系统工程师、前 AI Agent 架构师，经历过电影里才有的技术攻坚，他们会甩你 bug、喷你架构，但跟他们混 3 个月，抵得上 3 年行业经验
Java,楚誉科技,8-10K,武汉,本科,1-3年,100-499人,互联网,股票期权|全勤奖|绩效奖金|五险一金|带薪年假|工龄奖,【本岗位接受实习生】 【岗位职来自责】 1、负责公来自司ONU/OLT设备管理SaaS平台中AI Agent的设计与开发，实现设备故障诊断、配置优化、告警分析等场景的智能化。 2、基于Spring AI或LangChain等框架，完成Agent核心功能的编码实现与性能优化。 3、对接大语言模型，优化Agent在设备管理领域的推理决策准确率。 4、跟踪AI Agent前沿技术，结合业务场景进⾏技术预研与原型验证。 【任职要求】 1、本科及以上学历，计算机、AI、通信⼯程等相关专业。 2、⼀年以上AI/后端开发经验，一年以上大模型或Agent开发经验优先。 3、掌握Java或Python，编码能⼒扎实，有SaaS平台开发经验者优先。 4、熟悉LangChain、Spring AI等至少一种主流Agent开发框架。 5、理解Agent推理逻辑，熟悉RAG、MCP、A2A等技术或协议。
Java开发AI方向,中电金信,12-15K,武汉,本科,3-5年,10000人以上,计算机软件,五险一金|节日福利|补充医疗保险|定期体检,岗位职boss责： 1、产品规划与落boss地： ①负boss责AI Agent在能来自源场景（如来自智能运维、能源调度、电力交易、设备预测性维护等）的产品规划，深入调研业务需求，设计产品功能并推动从0到1的全流程落地。 ②结合能源行业特性，打造具备自主决策、多轮交互、任务执⾏能⼒的智能体产品，提升业务效率与智能化⽔平。 2、跨团队协同与推动： ①联动算法、研发、业务运营等团队，将AI Agent技术与能源业务深度融合，推动功能迭代与技术落地，确保产品在真实场景中解决实际问题。 ②作为产品 Owner，协调资源、把控进度，保障高质量交付。 3、行业洞察与策略输出： ①持续跟踪AI Agent、⼤模型、多模态等技术趋势，分析行业竞品与能源数字化转型方向，输出前瞻性产品策略，支撑公司战略目标。 ②探索AI Agent在能源领域的新应用场景，推动产品创新与业务增长。 4、数据驱动优化： 跟踪产品上线后的核心数据与用户反馈，建立评估体系，持续优化AI Agent的交互体验、决策准确性与任务执行效能。 任职资格 任职要求： 1、硬性条件： ①本科及以上学历，计算机、人工智能、能源相关专业优先； ②3年以上AI产品经理经验，有Agent、大模型、对话系统、智能决策等相关产品经验者优先； ③熟悉能源行业（如电力、新能源、虚拟电厂、售电公司等）者加分。 2、软素质： ①对“能源+AI”的结合有强烈兴趣，认同技术驱动行业变革的价值； ②逻辑清晰，具备系统性思维，能快速学习并适应能源行业的专业领域知识； ③结果导向，有责任心，能在快速变化的技术与业务环境中保持执行力。
Agent开发工程师,湖北高路低空经济发展,13-20K,武汉,本科,5-10年,100-499人,公路物流,带薪年假|意外险|生日福利|餐补|绩效奖金|定期体检|高温补贴|免费工装|节日福利|节假日加班费,AI智能体架构师（1人） 岗来自位职责 1、负责AI智能体（Agent）架构设计与开发； 2、工作中需要写代码 任职要求 1、一本院校以上学历，计算机科学、人⼯智能、电⼦信息、数学、⾃动化等相关专业优先； 2、具备软件系统设计的能力； 3、具备0到1智能体系统设计与开发的能力； 4、具备基于主流框架进⾏深度开发的能力； 5、在开源框架不满足实际需求的情况下，具备从零开发的能力； 6、至少参与或主导过1项AI智能体/大模型产品应用的设计和开发。
Agent框架资深开发工程师-武汉,小米,40-60K·16薪,武汉,本科,3-5年,10000人以上,互联网,股票期权|定期体检|12%公积金|五险一金|带薪年假|年终奖|餐补|补充医疗保险|节日福利,岗位职责： 1、协助研发团队boss完成前端/后端相关开发任务，boss参与代码编写、调试与优化，确保开发任务按时交付； 2、配合团队进行软件测试相关工作，包括单元测试、端到端测试用例设计与执行，提升产品稳定性； 3、在Linux环境下完成⽇常开发、部署及问题排查，配合团队完成项⽬迭代； 4、协助整理技术⽂档，参与团队技术讨论，主动学习新技术并应用到实际工作中； 5、配合完成其他与创新型软件研发任务的辅助⼯作。 任职要求： 1、在读本科及以上学历，计算机、软件工程、电子信息等相关专业，能保证稳定实习时长（每周不少于4天优先）； 2、具备扎实的JavaScript开发经验，熟悉常用语法及相关框架（如Vue、React等优先）； 3、Linux操作熟练，能熟练使用常用命令，具备基础的环境配置、文件操作及问题排查能力； 4、具备良好的逻辑思维能力、学习能力和问题解决能力，工作认真负责，有较强的沟通协作意识； 加分项： 1、有单元测试、端到端测试（如Jest、TestCafe等）相关经验者优先； 2、具备Java开发经验者优先； 3、掌握TCP/IP、HTTP等常用网络协议，了解汽车电子协议相关知识者优先； 4、有AI、LLM、Agent、MCP相关开发或实践经验者优先。 我们提供： - 专业的技术指导，与资深研发工程师并肩工作，快速提升技术能力； - 清晰的成长路径，接触真实业务场景，积累实战开发经验； - 轻松和谐的团队氛围，不定期的技术分享与交流； - 实习表现优秀者可获得转正机会；
后端开发工程师,融信智达,10-15K,武汉,大专,3-5年,20-99人,智能硬件/消费电子,,"boss负责 AI Agent 智能体的系统研发，探索大模boss型在复杂任务自动化和企业级 AI 应用中的来自落地。 主要工作包括： 1. 设计和开发 AI Agent 系统，实现复杂任务⾃动化执⾏ 2. 构建 LLM Tool Use / Function Calling 能⼒ 3. 研发 AI Workflow / 自动化流程系统 4. 设计多 Agent 协作架构，探索上下文⼯程实践 5. 设计实现长短期记忆架构，提升上下文响应精度 6. 参与 LLM 应用工程化落地与性能优化职位要求： 1. 计算机，人工智能相关专业，本科及以上学历，1年及以上agent 系统开发经验； 2. 熟悉 Python / Go / TypeScript 等至少一种语言； 3. 熟知 Transformer架构及主流LLM技术栈，熟悉LLM微调、推理优化及评估方法论； 4. 具备 LLM 应用开发经验，理解 Prompt Engineering、RAG、Tool Calling 等技术； 5. 熟悉至少一种 Agent 框架，如：OpenClaw, LangChain, Dify； 6. 具备多智能体系统开发经验，掌握ReAct、CoT等推理框架； 7. 具备良好的沟通协作能力，能够与团队成员有效配合； 8. 具有责任心，能够承担压力，有较强的执行力 加分项： 1.在顶会发表过LLM/Agent相关论文； 2.具有复杂多Agent系统的架构设计经验；"
Service Desk Enablement & AI Agent 武汉,嘉顺达,15-20K,武汉,本科,5-10年,1000-9999人,公路物流,,岗位职责： 1，深入挖掘供应链商业化全生命周期痛点，设计并实现基于 LLM 的自boss动化工作流，覆盖需求分析、代码实现、AI测试等核⼼环节，重塑端到端的产研交付流程； 2. 负责AI应⽤快速接⼊、API封装、业务系统对接（TMS/WMS/OMS），完成轻量化部署与调试。 3. 运用RAG、Agent、Function Calling等技术快速搭建垂类物流AI解决方案，快速验证效果并迭代优化。 4. 基于AI辅助编码、⾃动化测试、自动化部署工具，提升开发效率与系统稳定性。 5. 与产品、算法、物流业务团队高效协作，快速响应业务需求，推动AI能力规模化落地。 任职要求： 1，本科及以上学历，5 年以上软件开发经验，优秀的沟通协作能力； 2，扎实编程基础（java、Python），熟练掌握 Claude Code/Codex等的应用开发，对 vibe coding有深入实践； 3，必须具备 Agent 开发与调优经验，深刻理解 Prompt、Skill、Memory、Planning、Tool Use 等核心机制； 4，对agent驱动业务流程有深刻理解，对open claw等产品范式有自己理解； 5，具备极强的AI sense，实时跟进ai前沿技术，并能结合供应链商业化场景设计方案并主导落地。 6. 熟悉物流供应链业务（运输、仓储、配送、调度）者优先。 7. 有AI项目从0到1快速落地经验者优先
Student - Eng,康明斯,140-160元/天,武汉,本科,,10000人以上,汽车研发/制造,交通补助|五险一金|包吃|免费班车|带薪年假|节日福利|加班补助|定期体检|生日福利|高温补贴|餐补|夜班补助|通讯补贴|补充医疗保险|年终奖|团建聚餐|法定节假日三薪|员工旅游,1. 系来自统设计与搭建：主导基来自于LLM的智能体架构设计，包括任务规划、决策推理、记忆管理等核心模块。构建或应用多智能体（Multi-Agent）协作框架，以处理复杂任务。 2. 工具集成与生态扩展：调研、集成并管理外部API、数据库及各类⼯具，构建智能体的“⼿和脚”，持续扩展其能⼒边界。 3. 性能优化与效果保障：通过提示词工程（Prompt Engineering）、RAG检索增强⽣成、工作流优化等手段，持续提升智能体的准确性、可靠性及用户体验。建立效果评测体系，驱动系统迭代。 4. 工程落地与部署：负责或协同完成智能体后端服务的开发、部署及运维，确保系统的高可用性与可扩展性。熟悉LLM应用部署的常见模式与挑战。
agent开发工程师（to C方向）,武汉次元对跖科技,18-30K,武汉,大专,3-5年,20-99人,社交网络与媒体,团建聚餐|五险一金,招聘实习生 Agent开发工来自程师 AI应用工程师 https://mp/s/V7byLUwmEDI5EnMRJtL-Mw
