岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
热点事件分析,支付宝(杭州)数字服务技术有限公司,5000-7000元·14薪,成都·双流·西航港,1-3年,大专,民营,10000人以上,产业互联网平台,,职位描述 职位描述：（1）对风险进行分析、研判，筛选存在潜在发酵风险的事件；（2）发现相关风向和趋势，从而进行总结分析、信息整理及汇总输出；（3）能够根据发现的信息撰写简报；（4）配合业务主管，协助完成紧急待办任务；（5）具备一定AI运用经验；职位要求：（1）本科及以上学历，新闻学、传播学相关专业同学优先考虑；（2）有第三方支付相关风险运营背景优先：理解第三方支付存在的主要风险类型，并对各种风险类型对公司及客户的危害等级有一定认知；（3）关注并有兴趣深入了解舆论传播规律、各类媒体特点；（4）擅长信息收集、数据处理，有较强的文字功底，研究能力强；（5）有比较强的ownership，做事认真细致，拿结果能力强；（6）熟练使用word、excel、PPT等软件；（7）身体健康，抗压能力强。
Python开发-AI Agent开发-钱多回复快,北京外企人力资源服务有限公司,1-2万,成都·武侯·桂溪,5-10年,本科,国企,500-999人,人力资源,,职位描述 岗位职责：1、高效、高质量完成产品需求开发，符合开发流程规范；2、基于大模型，结合垂直领域知识，构建复杂的RAG、Agent工作流编排；3、与产品、业务深度协作，根据真实场景发现问题，并制定实现落地方案；4、持续追踪前沿AI领域知识，持续探索新模型、新范式，拓展AI能力矩阵。任职要求：1、计算机、数学、统计等相关专业，5年以上工作经验，至少3年大模型应用开发工作经验；2、熟练掌握Python、Java、Go至少一门语言并熟练应用；3、熟悉主流RAG、Agent框架(LangChain、LlamaIndex等)，有架构优化能力优先；4、熟悉大模型相关基础知识和大模型应用开发，具备良好的系统设计能力和问题定位能力；5、具备大模型能力评估、调优、模型监控等能力；6、具备良好的学习能力和技术热情。具备良好团队协作能力。
AI Data Engineer,MPS(成都芯源系统有限公司),1.2-2万,成都·郫都·红光,3-5年,本科,外商独资,1000-9999人,半导体/芯片,已上市,"职位描述 Summary:Implement, manage, support/maintain the data application and security of AI in MPS.RESPONSIBILITIES:• Responsible for end-to-end data processes for AI projects, including data collection, cleaning, labeling, augmentation, and the construction and management of high-quality datasets.• Develop and optimize data labeling tools, supporting data preparation required for large model training (e.g., SFT, RM data) and knowledge graph construction.• Collaborate with AI teams to improve LLMs performance through data solutions.• Other assignments from Supervisor.REQUIREMENTS:• Data Capabilities: Proficient in Python, SQL, and data processing technologies like Pandas/Spark; possesses experience in the secondary development of data labeling tools.• AI Knowledge: Familiar with machine learning data formats and requirements; understanding of LLMs data construction methods; mastery of data augmentation techniques.• Comprehensive Qualities: High standards for data quality; excellent communication skills; ability to accurately understand algorithm and business requirements.• Good people and communication skills (English, Chinese)."
大数据工程师,成都悦华章医疗科技有限公司,1.4-2万,成都·武侯·桂溪,3-5年,本科,20-99人,互联网医疗,,,职位描述 职责： 1.负责数据清洗加工； 2.负责数据仓库建设； 3.参与AI Agent开发； 4.参与数据API开发； 技能： 1.精通数仓理论，精通kimball建模，有完整项目参与经验，有医疗行业经验优先； 2.精通python/java、sql、shell，精通mysql、Oracle、mongodb，具备一定的运维能力； 3.精通kettel、informatica、datastage或其他常用数据同步工具； 4.具备报表开发能力，精通powerBI、finereport等常用的BI开发工具； 5.熟悉开源大模型，对langchain、dify、n8n、hiangen等至少一种智能体框架使用经验，熟悉向量数据库； 6.具备数据分析、数据挖掘能力优先；
0391FG-数据应用与治理岗,中国平安财产保险股份有限公司四川分公司,1-1.5万,成都,1-3年,硕士,股份制企业,1000-9999人,保险,已上市,"职位描述 工作职责要求：1.主导并推动数据项目与AI应用场景（如智能客服、风险预警、精准营销等）的端到端落地，负责从需求分析、模型构建到上线推广的全生命周期管理；搭建多维度的可视化数据看板，深入挖掘客户画像。2.负责内部数据及AI能力建设，制定数据培训体系，提升团队的数据素养；推动相关平台在各部门的普及与应用。3.前置数据库治理。任职资格：1.硕士研究生学历，统计学、人工智能、数学、计算机等相关专业优先；2.熟悉动态数据看板搭建,掌握SQL进行复杂数据提取与处理,了解AI Agent开发逻辑；3.具有数据岗工作经验，具备较强学习能力、数据能力及沟通能力。"
AI数据分析师,四川久欣检验认证集团股份有限公司,1.5-2万,成都·龙泉驿·大面,1-3年,本科,民营,20-99人,检测/认证/计量,,职位描述 岗位职责：1、运用AI工具（如AI Agent、ChatGPT、Copilot等）提升数据处理、分析效率，优化数据分析全流程，探索AI技术在数据分析场景的落地应用。2、负责各类业务数据的收集、清洗、整合与校验，搭建并维护数据台账，为AI分析及业务决策提供高质量数据基础。3、运用数据分析工具（Python、SQL等）及基础机器学习算法，对数据进行深度挖掘、趋势分析，识别数据关联与异常，输出具备参考价值的可视化分析报告。4、结合业务需求，利用AI工具与数据分析能力，提炼业务洞察，为团队决策、流程优化提供数据支持，推动分析建议落地并追踪效果闭环。5、沉淀AI数据分析方法论与工具使用经验，协助团队提升整体数据处理与AI应用能力。任职要求：1、 学历要求：本科及以上学历，统计学、数学、计算机、数据科学、人工智能等相关专业优先，优秀应届生可放宽条件。2、AI技能：熟练使用主流AI工具，具备利用AI工具提升数据提取、清洗、分析效率的实践经验，了解基础AI算法（如回归、聚类等）者优先。3、 数据分析能力：掌握Python、SQL等数据分析工具，熟悉数据清洗、预处理、建模及可视化流程，能独立完成数据分析报告撰写，具备良好的数据敏感度。4、 能力素质：具备较强的逻辑思维、问题解决能力和学习能力，做事严谨细致，有责任心，具备良好的沟通协调能力与团队协作精神，能适应业务快速迭代需求。5、 加分项：具备CAIE等AI相关认证、有AI数据分析实战项目经验，或熟悉BI工具（Tableau、Power BI等）者优先。
数据分析师,中企网络通信技术有限公司,1.4-1.7万,成都·武侯·玉林,3-5年,本科,合资,100-299人,通信运营商/电信增值服务,,"职位描述 主要职责： 1.负责基于业务需求使用SQL进行数据查询与分析，从数据库中提取与处理海量数据。2.围绕企业智能化场景, 开展算法建模与数据分析。包括但不限于聚类、回归、分类等任务，输出可落地的数据解决方案。3.参与大模型相关应用构建，包括AIAgent设计、RAG系统开发、知识库构建与优化，推动大模型技术在业务中的落地。4.独立或协同完成数据算法项目的全流程开发，包括需求分析、代码设计、模型开发及效果追踪。5.与产品、业务等多团队紧密协作，沟通需求、推进项目,并能灵活运用大模型能力协助解决跨领域问题。6.编写并维护技术文档、模型说明、项目报告等，确保开发过程清晰可追溯。7.遵守ISO09001、ISO27001、ISO20000和TL9000的相关要求。任职资格： 1.统招本科或以上学历，计算机科学、人工智能、数据科学、统计学、数学等相关专业优先。2. 具备1年以上数据分析、算法开发或AI应用相关经验。3.具有独立负责数据算法项目全流程的经验优先，能够完成从数据提取、模型构建到落地应用的全链路工作。4.具备大模型应用开发或相关知识库、RAG系统构建经验，能结合业务场景设计AI解决方案。5.具备良好的跨团队沟通与协作能力，能清晰表达技术方案并推动项目进展。6.有较强的逻辑分析和问题解决能力，能快速理解业务需求并转化为数据或算法解决方案。技能要求：1.熟练使用SQL（MySQL/PostgreSQL等）进行数据查询与处理。2.掌握Python编程，熟悉常用机器学习算法（如聚类、回归、分类）及深度学习框架（如TensorFlow、PyTorch等）。3.了解大模型基本原理，具备AI Agent、RAG、知识库等应用开发经验者优先。4.熟悉数据建模与分析全流程，包括数据预处理、特征工程、模型训练与评估。5.具备Docker使用经验优先，了解容器化部署流程优先。6.具备良好的文档撰写与表达能力，能清晰呈现分析思路与技术方案。7.积极主动，学习能力强，具备良好的团队合作意识和执行力。"
知识库应用开发工程师,天府永兴实验室,1.4-2.5万,成都·双流·兴隆,5-10年,硕士,事业单位,100-299人,学术/科研,,"职位描述 【岗位职责】1. RAG系统开发：负责基于LLM的知识库问答系统（RAG）的设计与开发，核心工作包括文档解析、文本切片（Chunking）、向量化（Embedding）及检索策略的实现。2. 数据清洗与ETL：处理多模态/多格式的非结构化数据（如PDF、Word、Markdown、Excel等），编写高效的ETL脚本，提升入库数据的质量，这是知识库效果的基石。3. 检索效果优化：优化向量检索与关键词检索的混合策略（Hybrid Search），引入重排序（Re-ranking）模型，持续提升知识检索的准确率和召回率。4. 框架应用落地：基于LangChain、LlamaIndex等主流框架构建AI Agent或业务工作流，将大模型能力集成到实际业务系统中。5. 模型应用与调优：协助进行开源模型（如Llama3, Qwen, ChatGLM）的本地化部署、推理加速，以及Prompt工程的持续优化。6. 深入研究并集成主流开源及商业化知识库系统（如RAGflow, Dify, Coze等）的先进理念与架构。7. 设计和优化知识库的检索算法，提升多模态、多来源信息的检索精度与效率。8. 了解知识库相关前沿技术理念和架构。【岗位要求】1.6年以上Python开发经验，精通Python语言特性及最佳实践。2.熟悉至少一种主流Web框架（如Django, FastAPI, Flask等）。3.熟悉数据库（SQL/NoSQL）和向量数据库（如Milvus, Chroma, Weaviate等）的使用。4.深入理解现代知识库系统（尤其是基于RAG架构）的实现原理，有对RAGflow, Dify，Coze等平台进行过源码研究或二次开发经验者将是极大的加分项。5.对提示词（Prompt Engineering）有实际的项目应用经验，能熟练编写和优化用于任务分解、推理、问答的提示词。6.对知识库的检索链路（召回、粗排、精排、重排）有较为深入的理解，有相关优化经验。7.至少参与开发三个大型完整的系统或知识库相关项目。8.为人积极开朗，具备出色的沟通能力和团队协作精神，具备优秀的问题分析能力和解决复杂技术问题的韧性，对未知技术领域有极强的求知欲和钻研精神。9.熟悉 Linux 常用工具、命令及其基本原理，有较好的诊断、调优技能。10.熟悉水电板块法律法规、规章制度等文档者优先录用。11.硕士学历，特别优秀可放宽至本科，具有丰富的大模型相关工作经验。"
大模型应用开发工程师,四川业亿辰科技有限公司,2-3.5万,成都·双流·华阳,3-5年,本科,民营,20-99人,产业互联网平台,,职位描述 职位概要:深度参与垂类大模型全流程开发与应用落地，工作内容涵盖模型开发优化（含微调、评估、部署）、复杂业务场景落地（涉及 llm 应用助手、multi agent 编排、MCP应用）、企业级 RAG 系统构建、跨部门协作及数据处理分析、提示词工程等。 岗位职责: 1、深度参与垂类大模型开发全流程，从模型选型开始，精准实施模型微调工作，运用科学方法进行模型评估，确保模型性能卓越。同时，熟练运用常见的大模型本地部署框架（如 vllm/deepspeed/xinference 等），实现模型高效部署。 2、基于复杂业务场景需求，进行全面深入的业务功能分析与解构，设计常见的 llm 应用助手、multi agent 编排、MCP应用等，根据效果评估不断优化方案，推动大模型在实际业务中发挥关键作用。 3、主导设计企业级 RAG 系统及应用，对系统各模块进行全方位优化和评估。在预处理、检索、模型、agentic rag 等多维度开展设计研发工作。 4、基于大模型的应用，设计、开发和维护后端服务、API接口，编写可维护、可扩展的代码； 5、应用大模型能力和Prompt Engineering，将各格式文档（包括但不限于Word、Pdf、Excel、Html）的文字、表格、图片、压缩文件进行解析，确保内容完整读取，对文档中关键表格、关键文字段落进行识别和定位； 6、与算法工程师合作，理解模型能力与局限，定向开发和调试语义算法和程序，处理模型可能产生的“幻觉”、偏见、有害内容或不一致输出； 7、持续优化与大模型的交互速度和延迟，设计和实施评估指标，持续监测大模型应用的实际表现（准确性、相关性、安全性、偏见等）； 8、与产品经理合作，定义需求，设计基于大模型的产品功能，完成数据到产品的转化。； 任职资格: （一）教育背景: 本科及以上学历，计算机、信息工程、软件工程等相关专业。 （二）经验&技能: 1、3-5年工作经验，在 nlp 方向有 2 年及以上工作经验，熟悉 bert/transformer/GPT 等大模型架构，精通意图识别、实体抽取、情感分析等常见场景应用和开发，具备 nlp 系统从数据处理、模型训练到模型部署的全流程实战经验； 2、熟悉主流大模型及其特点，如OpenAI GPT系列，DeepSeek等国产大模型，且有丰富的提示词工程实践经验，能根据不同模型特性和业务需求设计针对性的提示词方案； 3、 有 LLM/RAG 相关项目经验，熟练掌握常见的向量数据（faiss/mivus/chroma 等）应用，熟悉常用的大模型应用开发工具（langchain/LlamaIndex等）。 4、精通 python 编程语言，掌握 cuda 等 GPU 加速技术，能够高效运用技术工具解决实际问题； 5、 深入理解 MCP 协议的架构、工作原理及通信机制，熟练掌握 MCP 协议在不同场景下的应用，能够根据项目需求基于 MCP 协议进行系统搭建和优化； 6、精通数据库操作，库结构、表结构设计，有深厚的数据挖掘、统计、分析、应用理论和实践经验，有至少2个基于大数据的项目经验； 7、 具备qwen/llama/deepseek 等系列模型的微调经验者优先考虑，在模型优化领域有突出表现者将更具优势。拥有 agent 相关知识及编排落地经（dify/coze/n8n 等），能够为项目带来创新思路和解决方案。具备爬虫等数据准备项目经验，可更好地应对数据获取和处理方面的挑战； （三）态 度: 1、优秀的沟通与协作能力，强烈的学习欲望和能力，能够紧跟最新技术、模型和工具； 2、有强烈的责任心，工作主动积极，认可公司发展目标规划，愿景，及公司价值观，愿意与公司共同发展；
浏览器自动化 / RPA工程师,四川文鼎文化科技有限责任公司,1.8-2.2万,成都·锦江·东湖,3-5年,本科,民营,20-99人,课外培训与资格考试,,职位描述 ### 岗位职责1. 负责浏览器自动化和RPA执行模块开发。2. 负责使用Playwright、Browser-Use等实现网页操作、信息获取、任务执行和流程自动化。3. 负责复杂页面交互、登录态、异常处理、重试恢复和稳定性优化。4. 负责将浏览器自动化能力封装成可被Agent调用的标准工具。5. 负责执行日志、截图留痕、失败回放和问题定位能力建设。6. 配合后端打通工具调用与结果回流链路。### 任职要求1. 本科及以上学历，3年以上自动化、爬虫、测试开发、RPA或后端开发经验。2. 熟悉Python或TypeScript，能独立开发执行模块。3. 熟练使用Playwright、Selenium、Puppeteer等至少一种工具。4. 熟悉网页结构、DOM、网络请求、异步交互和登录流程处理。5. 理解执行链路稳定性、超时控制、失败恢复和日志留痕。6. 了解AI Agent工具调用机制优先。
飞书/影刀系统专员,四川丁点儿食品开发股份有限公司,7000-9000元,成都·金牛·金泉,3-5年,本科,民营,300-499人,食品/饮品/烟酒制造,,职位描述 福利休假：入职购买五险一金，朝九晚五点半，大小休，误餐补贴15元/天，带薪年假，年终奖，生日福利、节日福利、儿童节福利，能量小零食等...... 岗位职责： 1、基于飞书平台多维表格、自动化流、应用引擎，搭建和优化企业内部业务应用； 2、熟练运营多维表格高级公式，自动化流程，为业务搭建工作流； 3、负责飞书平台应用维护、权限配置、数据统计，搭建可视化数据仪表盘，为业务决策提供数据支撑； 4、负责影刀RPA平台的日常运维、账号权限管理、机器人版本管控，保障影刀系统稳定合规运行； 5、 深度运用影刀功能，结合AI工作流优化复杂业务场景，攻克自动化技术瓶颈，持续迭代优化现有自动化流程； 6、为内部伙伴提供影刀、飞书操作培训，答疑飞书困难点，解决难题提升全员数字化办公能力； 7、完成领导交办的其他工作。 任职资格： 1、大专及以上学历； 2、1年及以上飞书、RPA低代码相关工作经验； 3、有复杂多维表格搭建经验； 4、了解AI Agent，飞书妙搭，飞书aily，熟练使用影刀RPA； 5、具备独立需求拆解、方案设计、问题排查能力，能快速处理系统异常故障； 6、乐意自主学习，跟进AI技术、RPA行业新技术，持续优化产品方案。
软件工程师,中储粮成都储藏研究院有限公司,2-2.5万,成都·青羊·文家,1-3年,硕士,学术/科研,,,,职位描述 【岗位职责】 1.深入理解业务逻辑，负责软件系统及功能模块的设计、开发与优化。 2.负责调研产品需求，基于用户视角与技术可行性，开展产品设计，形成解决方案，并定期组织讨论，跟进改善。 3.参与代码评审、需求和技术文档编写，确保代码质量与系统可维护性。 4.负责完成上级领导安排的其他工作任务等。 【任职要求】 1.研究生及以上学历优先考虑，能力优异者可放宽至本科，计算机软件、软件工程、信息大类相关专业。 3.熟练掌握Java或Golang等主流编程语言，熟悉常用框架、数据库及中间件。 4.熟悉微服务、高并发系统设计与开发，熟悉软件+AI Agent者优先考虑。 5.熟悉Linux使用及相应平台下软件开发。 6.有独立负责或深度参与产品从设计到上线全流程经验的优先考虑，具备设备物联软件开发经验者优先考虑。 7.具有钻研精神，思维敏捷，有较强的逻辑思维，能清晰理解并转化业务需求。 8.具有较强的团队意识、责任意识，工作严谨、勤奋。 备注：储粮信息化研究中心
智能体开发工程师,深圳市法本信息技术股份有限公司,1.1-1.2万,成都·双流·华阳,3-5年,本科,上市公司,1000-9999人,软件/IT服务,优选雇主,职位描述 任职条件：1、政治素质好，理想信念坚定；遵纪守法、清正廉洁；勤勉尽责、求真务实；2、本科及以上学历，计算机、通信工程、数学、统计学、自动化、电子信息、信息管理、人工智能、机械类等相关专业；3、年龄一般不超过45周岁；4、五年以上软件开发经验，具备丰富的Python后端开发经验，有中大型 Web 应用、B端SaaS或智能体平台后端开发经验者优先；5、精通Python后端框架，熟悉 FastAPI 优先；熟练掌握关系型数据库、 NoSQL 数据库使用与性能优化；6、有Dify或类似开源智能体平台，如：LangChain、AutoGen、Chatflow、Coze 等的二次开发经验者优先；7、有实际的大语言模型，如：DeepSeek、Qween、文心一言、通义千问等接入、Prompt 编排、RAG 系统搭建或Agent开发经验者优先； 8、有较强的沟通能力、自驱力与责任感。乐于探索AI技术与平台工程实践，对智能体、LLM 应用、知识管理等领域有浓厚兴趣；9、有项目管理经验优先。岗位职责：1、负责智能体开发、智能体编排、提示词工程等；2、参与平台核心业务逻辑的实现与优化； 3、设计与优化数据库结构，制定高效的数据访问策略，保障大规模数据存储与查询的性能与安全性，支持多租户与高并发场景；4、制定并维护RESTful/异步API 规范，与前端及客户端团队高效协作，完成接口联调、功能对接与数据交互，确保系统整体一致性；5、结合智能体原生架构，参与插件市场、模型接入层、工作流引擎、知识库索引等模块的定制化开发，满足企业客户个性化与智能化需求；6、负责服务性能监控、日志分析、异常排查与线上问题处理，持续优化服务响应速度、资源利用率与系统稳定性；7、完成领导安排的其他工作。
小程序开发,成都科易视讯科技有限公司,1.1-1.5万,成都·成华·跳蹬河,1-3年,本科,其它,20-99人,通信运营商/电信增值服务,,职位描述 岗位职责- 负责公司项目——图片生成宣传视频系统的技术研发、迭代与优化，模型训练、调试及部署全流程优化。- 基于Python语言，结合算法与数据结构基础，搭建高效、稳定的AI视频生成技术架构，保障系统稳定高效运行。- 熟练运用PyTorch或TensorFlow框架进行模型训练与调试，提升模型训练效率与性能，适配多客户并发使用场景。- 深入研究LLaMA、ChatGLM、Qwen、BERT等主流大模型架构的基本原理，结合餐饮行业特性进行模型适配与优化，探索大模型在图片转视频、多模态融合中的应用，提升视频生成的质感与适配度。- 负责模型微调工作，运用LoRA、QLoRA、P-Tuning等技术，针对专属数据进行模型优化，实现输入一张图片，快速生成符合商家需求的宣传视频的核心功能。- 参与大模型预训练、微调及部署落地全流程，结合客户实际需求，推进技术方案落地，解决项目落地过程中的技术难题，保障系统稳定运行，提升客户使用体验。- 设计并实现RAG、Agent工作流，整合多模态融合应用技术，优化图片转视频的自动化流程，提升视频生成的效率与个性化程度，适配不同品类的宣传风格需求。- 配合团队，理解客户核心诉求，提供技术支持，输出技术解决方案，推动产品迭代升级，助力产品在餐饮行业的推广与落地。- - 关注行业前沿技术，结合餐饮场景进行技术探索，提升项目竞争力。 任职要求 1.本科及以上学历，计算机、人工智能、软件工程、数据科学等相关专业，1-3年及以上AI相关技术研发经验，有B端项目研发经验者优先。 2. 掌握Python，具备扎实的算法和数据结构基础，能独立完成代码开发、调试与优化。 3.熟练使用PyTorch或TensorFlow进行模型训练与调试，能独立完成模型搭建、参数调优及问题排查。 4. 掌握主流大模型架构，有参数高效微调及大模型部署经验者优先。 5. 具备RAG、Agent工作流设计及多模态融合开发经验者优先，有相关能力素养。
AI产品经理,中科星图亿水信息技术有限公司,1.5-2万,成都·双流·兴隆,1-3年,本科,国企,100-299人,软件/IT服务,,职位描述 岗位职责：1.负责水利行业AI产品、大模型应用、遥感智能分析产品规划与迭代；2.结合防汛、水资源、河湖、灌区等业务场景，完成需求拆解、方案设计、PRD输出；3.联动算法研发落地AI模型、多模态识别、智能Agent等功能，保障项目落地与产品优化；4.跟进前沿AI技术，沉淀行业智能化解决方案，支撑售前与项目交付。 任职要求： 1.本科及以上，1-3年AI/大模型/智能化产品经验； 2.了解大模型、CV、NLP等基础AI技术，懂ToB政企产品逻辑； 3.有水利、GIS、遥感、自然资源行业经验优先； 4.沟通推进能力强，愿意深耕行业AI赛道。
AI开发工程师（成都MG）,新讯数字科技(杭州)有限公司北京分公司,1-1.8万,成都·双流·中和,1-3年,,民营,1000-9999人,通信运营商/电信增值服务,,职位描述 位职责（成都AIGC方向top组，该岗位签移动咪咕三方外协，介意外包勿扰岗位职责：1、设计并实现标准化的模型部署流程、容器化方案、服务化封装及灰度发布策略，保障模型从研发到线上服务的稳定、高效流转。2、聚焦智能体架构与AIGC 工作流链路，设计并实现Agent工程化底座（包括Skills、记忆/知识库、MCP/A2A协作等），搭建标准化、可复用的 ComfyUI 工作流框架。3、开展服务端工程开发，构建高可用、高并发、低延迟的 AI 服务架构，支撑大规模业务流量下的服务稳定性。4、管理云上算力集群与运维，设计合理的机器治理、监控告警、日志追踪体系，云上权限运维、机器/存储运维工作。5、负责音乐数据爬虫，如真实歌曲和AI歌曲爬虫；负责数据清洗与加工，包括python脚本清洗数据，以及用GLM/Qwen/Omni/ASR等各类AI模型清洗数据。岗位要求：1、1-3年及以上AI 工程相关工作经验，具备数据挖掘/爬虫、服务部署、AI微服务落地相关项目经验，有智能体工程、AIGC工作流开发经验者优先。2、熟悉Python、Java、PyTorch等。3、熟练掌握模型部署全流程，具备容器化（Docker、K8s）、服务化开发经验。掌握 gRPC、HTTP等通信协议，熟悉Kafka、MQ、Nginx、MySQL等中间件，有服务治理、监控告警（Grafana）、日志追踪等实践经验优先。4、熟悉智能体工程与AIGC 工作流工程，了解智能体的核心模块，能搭建 AIGC 工作流的工程化体系，有 LangChain 等框架使用经验或相关工作流开发经验者优先。5、具备良好的系统设计和架构能力，有责任心、自驱力、业务sense、乐与沟通，能高效对接算法、业务、运维等团队，推动技术方案落地与迭代。
AI大模型数据评测专家（多模态提效方向）-AI数据与安全,字节跳动,1.5-2.5万,成都,经验不限,本科,民营,10000人以上,产业互联网平台,最佳雇主,职位描述 岗位职责：1、与剪映/小云雀等产品、算法深度配合，推进自动化标注，评测等链路的搭建与调优，提升人机协同效率；2、在多模态项目背景下，持续帮助团队优化数据生产的标准与流程，在保障质量的情况下提升数据生产效率；3、负责跟踪并引入前沿技术，为团队提供技术培训、工具使用支持和最佳实践指导，推动自动化理念和工具的全面落地。任职要求：1、本科及以上学历，计算机、AIGC等相关专业优先；2、熟练使用市面上大模型相关应用，对AIGC有深入研究，熟练使用Prompt Engineering，熟悉智能体（Agent）系统设计与开发，有两年以上AIGC相关开发经验优先；3、有一定Python代码基础，能够完成基础的脚本编写，数据分析等工作；4、创新能力较好，对于不断探索新的AI技术和应用场景有强烈意愿和主观能动性优先；5、有较强的跨团队协作能力，能够高效地与不同部门有效合作。
机器人产品经理（软件平台端）,成都人形机器人创新中心有限公司,1-1.5万·13薪,成都·双流·兴隆,3-5年,本科,民营,100-299人,人工智能,,职位描述 【岗位职责】1、负责机器人相关软件和平台的产品规划与设计，包括但不限于机器人交互端（HMI/APP）、管理后台、调度系统等。2、深入理解机器人实际作业场景，梳理用户痛点，输出高质量PRD，协调研发、算法、测试团队推进落地。3、负责将AI能力（如：大语言模型、视觉识别、语音交互、预测算法等）引入机器人并转化为具体可用的产品功能，提升机器人与内部系统的智能化水平。4、设计并优化AI相关的用户体验流程，包括但不限于：自然语言交互（对话/指令）、智能决策推荐、异常情况的AI自动处理等。5、对接内部各业务方（如售后、运营、生产、销售等），梳理需求，设计高效易用的内部工具，提升组织协同效率。6、全流程跟进产品从需求、设计、开发、测试到上线的完整周期，把控进度与质量。【任职要求】1、本科及以上学历，3年以上产品经理经验，具备完整的从0到1的产品落地经验。2、逻辑清晰，结构化思维能力强，能快速理解并梳理复杂业务场景。3、文档与原型能力强，熟练使用Axure/Figma/Visio/XMind以及各类AI工具，PRD规范、边界清晰。4、沟通协调能力强，能推动多方（业务、研发、设计）达成共识，具备一定的项目管理能力。5、结果导向，对产品上线后的实际使用效果负责，有数据驱动迭代的意识。6、擅长设计AI交互体验，能够定义“AI能力何时主动介入、何时交由用户确认、如何处理不确定结果”。【加分项】1、有机器人管理平台建设或对接经验。2、有AI Agent产品设计经验。
AI应用工程师,凯驿景澄建设有限公司,1-1.5万,成都·金牛·金泉,3-5年,本科,民营,100-299人,工程施工,,职位描述 岗位职责• 聚焦企业业务核心难点、痛点问题，调研梳理业务流程中的低效环节、重复劳动等痛点，设计并落地可赋能工作的AI自动化解决方案，推动业务效率提升与成本优化。• 负责AI自动化解决方案全生命周期搭建，涵盖需求调研（痛点挖掘）、方案设计、技术选型、代码开发、测试上线及迭代优化，核心围绕企业实际痛点打造高适配的自动化工具与系统。• 基于企业痛点，搭建RAG检索增强生成、Agent智能体等核心AI能力模块，解决业务中信息检索低效、跨系统协同繁琐、重复性操作过多等实际问题，实现业务流程自动化。• 整合主流大模型API，结合企业痛点优化模型调用策略与提示词工程，落地Function Call函数调用，实现多系统联动自动化，解决跨场景业务痛点。• 推动AI自动化解决方案与企业现有业务系统集成对接，打通数据壁垒，实现多模态数据（语音/图片/文档）的自动化处理，赋能业务流程简化与高效运转。任职要求一、技术能力• 熟练使用Python进行后端开发，具备扎实的编程基础与工程规范。• 熟练掌握至少一种Web框架：FastAPI / Flask / Django。• 深入理解大模型基本原理，熟练使用LLM API（通义千问、文心一言、GPT等）进行应用开发。• 熟练掌握RAG全流程开发：文档加载、文本切片、Embedding、向量检索与召回优化。• 熟练使用至少一种向量数据库：Milvus / FAISS / PGVector。• 熟练使用LangChain、LlamaIndex等AI应用开发框架，具备OpenClaw框架使用经验，能借助其实现AI智能体执行与业务自动化落地。• 具备提示词工程优化、结构化输出、Function Call函数调用实践经验。二、工程与部署能力• 熟练使用MySQL、Redis、Elasticsearch等常用数据库。• 熟练掌握Docker容器化部署、Linux环境部署与服务运维。• 具备接口设计、联调、压测、性能优化及线上问题排查能力。• 具备AI项目从0到1完整落地经验。
董事长AI助理,成都旸谷信息技术有限公司,2-4万,成都·金牛·金泉,3-5年,本科,民营,100-299人,产业互联网平台,,"职位描述 任职要求：1、复合型知识背景：1）本科及以上学历，理工科（计算机、信息技术等）与经管类（MBA、管理学等）复合背景优先；2）3-5年工作经验，有咨询、战略规划、总裁助理或相关岗位经验者优先；3）年龄28-35岁，兼具成熟的职场素养与敏锐的技术好奇心。2、核心技能矩阵：1）AI深度应用能力：不仅是“用过”，更是“玩透”主流AI大模型（如ChatGPT, Deepseek，Claude, 文心一言等），深刻理解其能力边界与应用局限。了解RAG、Agent、Fine-tuning等进阶概念，具备顶尖的提示词工程能力。2）业务理解能力：对工程建设、能源矿业或海外业务有基本了解，能快速学习并理解“管线迁改”、“智慧矿山”、“跨境投融资”等核心业务逻辑。3）数据思维：熟练掌握Excel高级功能，能理解数据清洗、分析与可视化的底层逻辑，能作为业务与专业数据分析师之间的高效沟通桥梁。4）沟通翻译能力：拥有极佳的倾听、逻辑解构与精准表达能力，能在“技术语言”和“管理语言”之间无缝切换。3、性格特质：1）典型的“翻译官体质”：思维敏捷、逻辑清晰、表达精准；2）对新技术具有好奇心及钻研精神，具备快速学习和迭代的能力；3）性格踏实、稳重、诚实，具备高度的责任心和保密意识。"
