岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
python软件工程师,杭州知流科技有限公司,150-200元/天,杭州·萧山·北干,经验不限,本科,民营,20-99人,人工智能,,职位描述 职位描述【公司愿景】我们是一家致力于 AIGC（生成式人工智能）商业化落地的创新型企业。我们的使命是消除技术鸿沟，通过系统化的课程与解决方案，帮助个人与企业构建专属的 AI 生产力工作流。在这里，你将置身于 AI 革命的最前沿，与我们共同探索 LLM、Agent、Vibe coding等前沿技术的无限可能。【岗位定位】这不是一个传统的产品助理岗位，而是连接前沿 AI 技术与普通用户的“技术摆渡人”。你将作为公司对外交付的核心窗口，保障用户从“软件部署”到“顺利应用”的全链路体验。【核心职责 —— 你的价值】AI 生产环境部署 (Deployment)： 负责为高净值学员提供一对一的远程技术交付服务。技术诊断与支持 (Technical Support)： 担任社群技术顾问，针对学员在模型加载、插件冲突、参数报错等场景下的问题，提供高效、专业的排查与解决方案。用户成功体系构建 (Customer Success)： 参与构建和优化技术知识库（Knowledge Base），将非结构化的报错案例转化为标准化的 SOP 文档，持续提升交付效率与用户满意度。产品体验反馈 (Feedback Loop)： 作为最贴近用户的一线人员，收集用户在使用 AI 工具过程中的痛点，协助教研团队迭代课程内容与工具包。【任职资格 —— 我们寻找的伙伴】极客精神 (Tech-Savvy)： 虽不强制要求编程背景，但需具备极强的计算机软硬件基础（熟悉系统环境变量、驱动管理、命令行基础操作优先）。我们喜欢爱折腾、对新技术有敏锐嗅觉的“数码达人”。同理心与服务意识 (Empathy)： 具备优秀的技术降维沟通能力，能够将晦涩的技术术语转化为小白听得懂的语言。拥有“解决问题”的成就感，而非仅仅是完成任务。快速学习力 (Fast Learner)： AIGC 技术迭代极快，你需要具备极强的自驱力，能够在新工具发布的第一时间上手研究并输出经验。【薪酬与成长 —— 我们提供什么】极具竞争力的薪酬结构： 基础薪资 + 五险一金 + 应届生补贴稀缺的行业入场券： 免费享有公司全套高阶 AIGC 商业课程（价值数万元），直接由创始人亲自带教，掌握未来 5-10 年的核心竞争力。清晰的晋升路径：技术路线：初级交付 ->;;;;;;;;; 高级技术顾问 ->;;;;;;;;; AIGC 解决方案工程师运营路线：技术助教 ->;;;;;;;;; 社群运营主管 ->;;;;;;;;; 课程产品经理灵活高效的工作氛围： 结果导向，拒绝无效内卷。
AI运营（技术开发方向）,仙琚制药,1.5-2.5万,杭州·上城·四季青,1-3年,本科,上市公司,1000-9999人,生物/制药,已上市,职位描述 总体职责: 以技术开发为核心，先独立或主导设计、开发面向OTC事业部业务场景的AI工具（如智能客服、内容生产、数据分析、业务诊断类AI应用），再通过运营手段落地使用，赋能品牌宣传、客户服务、数据洞察、销售团队能力四大维度，实现：“先造工具、再用工具提效”，打造懂技术、会运营的复合型AI业务团队，驱动业务增长与客户体验升级。1、AI工具开发与迭代。基于Python/Java等编程语言，结合大模型API、数据分析库、可视化工具等，开发面向业务场景的AI工具：包括但不限于微信问诊群智能客服机器人、视频号内容生成与投放优化工具、销售沟通录音分析系统等。2、负责AI工具的需求调研、架构设计、代码实现、测试上线与持续迭代，优化模型响应速度、准确率与用户体验。3、沉淀AI工具技术与行业方案，评估并引入新技术（如RAG、Agent）优化现有工具，保持工具竞争力与业务适配性。任职要求：1、本科及以上学历，计算机、软件工程、数据科学、人工智能等相关专业优先；2、有2年以上AI工具开发/AI产品开发相关工作经验，有医疗、大健康或AI应用落地经验者；具备从0-1开发AI工具并落地的完整项目经验优先；3、熟悉掌握至少一门编程语言，能独立完成后端逻辑开发、API对接与简单前端交互；4、了解常见AI工具部署流程，能独立完成工具上线与维护；5、具备较强的学习能力、问题解决能力与跨部门沟通协作能力；6、责任心强，能承受一定工作压力，积极主动推进项目落地。薪酬结构：岗位工资+绩效奖金+福利补贴。社会保险：五险：养老、医疗、失业、工伤、生育、意外险两金：住房公积金、企业年金
软件工程师（人工智能方向）,浙江省交通投资集团有限公司,3-4万,杭州·上城·四季青,3-5年,硕士,国企,1000-9999人,货运物流,最佳雇主,"职位描述 任职资格： 1. 人工智能等计算机相关专业，硕士研究生及以上学历并取得相应学位,3年以上人工智能相关工作经验，年龄35周岁以下。 2. 掌握自然语言处理、信息检索、深度学习的理论基础和常用算法，参与并主导过NLP、机器人相关项目，有相关的工业系统优化经验，对大模型、机器人技术应用有实战经验者优先； 3. 精通Python编程和机器人编程，有实际使用大模型进行应用开发的经验，有agent相关应用开发经验优先。 4. 能够独立解决与模型应用和优化相关的复杂问题。 职位描述： 1. 负责研究和开发自然语言处理（NLP）和大型语言模型（如OpenAI GPT系列）的相关技术； 2. 参与构建公司内部的NLP技术平台和工具，提升团队研发效率； 3. 在模型训练、验证和测试过程中，深入分析模型的性能指标，并进行持续优化。 4. 掌握并应用大模型的最新研究和应用实践，推动机器人相关技术在业务中落地应用。"
AI应用开发工程师(RD41),浙江宇视科技有限公司,1.5-2.5万,杭州·滨江·西兴,1年以下,本科,民营,1000-9999人,计算机硬件,已上市,职位描述 岗位职责:AI 业务场景分析与方案设计，深入理解业务流程，挖掘可用Al提升效率、降低成本的实践：1、负责AI智能体或自动化系统的工作流搭建，设计可执行任务的AI Agent，包括任务拆解、工具调用、流程框架搭建等，利用AI工具完成任务自动化或智能化改造；2、高可用的提示词/流程框架搭建，抽象常见业务需求，开发可复用提示词模板、提示策略库、对话管理逻辑；3、AI应用效果评估与持续优化，基于业务指标进行效果评测，持续优化提示词、Agent逻辑与流程设计，持续优化AI工具的使用场景和效率，推动技术在业务中的落地和应用。 任职资格:1、本科及以上学历，计算机科学、软件工程、人工智能、自动化、数学等相关专业优先；2、具备AI编程开发经验，熟悉 Prompt设计、业务逻辑组合、上下文管理，能够将 AI能力包装成对业务可用的功能/工具/流程；3、AI Agent 与自动化经验，使用过 LangChain、FlowWise、AutoGen、Agent Framework 等工具优先，具备任务编排、工具调用、API 集成经验优先；4、具备良好的学习能力和解决问题的能力，对AI技术与实践落地有热情，能够探索创新的工具化解决方案。
AI产品经理,赛伯乐投资集团有限公司杭州分公司,1.8-3万,杭州·西湖·三墩,1-3年,本科,国家机关,20-99人,投资与资产管理,,职位描述 AI产品经理（AI Product Manager） 岗位职责 1. 负责SAP/IoT/SalesForce AI Agent产品全生命周期管理； 2. 深度对接客户与业务方，挖掘真实痛点； 3. 协同研发、架构、测试、售前、项目经理，推动需求落地； 4. 主导产品演示与客户沟通，传递产品价值； 5. 跟踪AI行业与竞品动态，制定产品迭代路线图； 6. 配合销售/售前团队，提供产品专业支持，助力方案落地。 任职要求 1. 本科及以上，产品管理、计算机、商务管理等相关专业； 2. 2年以上ToB产品经理经验； 3. 擅长客户沟通、需求访谈、产品演示；无需代码编写能力； 4. 技了解AI Agent、LLM、RAG基础概念；熟悉SAP/IoT/SalesForce业务场景； 5. 英语流利，可作为工作语言。
董事长助理,深圳大佛药业股份有限公司,1.3-1.8万·13薪,杭州·钱塘·白杨,1-3年,本科,股份制企业,100-299人,生物/制药,,职位描述 1.熟悉使用Claude Code等几种ai agent。2.熟悉使用OpenClaw
AI算法大模型工程师,外企德科数字技术有限公司,1.5-3万·14薪,杭州·滨江·长河,经验不限,本科,合资,10000人以上,软件/IT服务,,职位描述 AI/NLP/图像/推荐/运筹/运动控制算法工程师关键技术点：熟悉ML/DL/RL/CV/NLP/运筹优化/推荐搜索等某一个或多个方向的计算引擎/框架/平台/算法；必要技术点：熟练TensorFlow/Pytorch等深度学习框架者优先C++、python、人脸识别 图像分类 图像检测 图像分割 图像识别 文字识别 文字检测 机器学习 动作识别 图像降噪 图像超分、计算机视觉 深度学习 深度计算 图像增强 图像处理、AI、图像编辑、视频编辑【工作职责】1、 面向CBG供应链、风控、用户经营、用户声音、零售、渠道等相关领域和产品，通过AI相关的算法推动CBG的商业数字化和智能化转型；2、 准确把握数据挖掘领域发展趋势，识别和关注当下的关键需求及关键技术，与公司核心部门及顶级高校进行技术合作、交流，优势互补，使能商业成功；3、 技术算法平台建设，收集并整理各类数据构建业务数据池，集成业界主流的数据处理、算法模型技术，形成通用化的核心AI智能化处理平台。符合但不局限于以下人工智能及优化方向：a) 机器学习方向：1、熟悉数据分析、特征工程等相关数据挖掘流程，同时熟悉回归，聚类，分类，推荐等机器学习算法实现，对常见的算法理解透彻；2、从事机器学习算法和理论前沿研究及应用。研究领域包括但不限于：监督学习、半监督学习、联邦学习、时序预测、异常检测、元学习、AutoML、 深度学习、强化学习及模式识别等；b) 自然语言处理/语音语义方向：1、从事但不限于文本分析、情感分析、实体抽取及关联抽取、语言消歧、机器翻译、对话和问答系统、深度自然语言处理、多模态语义理解、知识图谱等方向的应用研究和开发工作；2、负责自然语言处理核心算法及平台的设计与研发，提升自然语言相关产品的核心竞争力和用户体验；c) 运筹优化方向：1、负责运筹优化方向的算法研究和开发，包括但不限于资源分配、路径优化、调度优化、智能分货、库存管理、定价策略及仿真平台构建等相关项目；2、熟悉组合优化、动态规划、启发式优化、随机优化、博弈论等算法能力；d）推荐搜索方向：1、从事但不限于包括用户画像、用户建模、精准营销、lookalike、目标人群选择，个性化的推荐，CTR预估等相关项目的算法研究与实现；2、洞察推荐系统和信息检索技术在工业级产品的有效解决方案；洞察学术界推荐系统和信息检索的最新研究成果，满足业务需求；
Agent开发高级主管（财务方向）,三花控股,2-3万·15薪,杭州·钱塘·白杨,3-5年,本科,民营,10000人以上,电气机械/电力设备,最佳雇主,职位描述 岗位职责：1.识别并打造财务管理相关 AI&Agent 应用场景，形成可复制推广的落地案例。2.主导核心财务场景 AI 应用及智能体（Agent）的设计、开发与上线交付，输出可运行的模型和部署成果。3.开展财务智能体与 RPA 场景需求调研，基于既定平台完成流程开发与场景化部署。4.协调业务、技术、运维等跨部门资源，推进 AI Agent 项目按计划实施并达成目标。5.指导各业务单元财务智能化建设，输出培训内容并提供日常专业支持。6.参与财务 AI Agent 建设规划和实施方案制定，对应用效果和落地质量进行跟踪监督。任职要求：1.本科及以上学历，计算机科学与技术、人工智能、软件工程等相关专业。2.两年及以上 AI 应用开发经验，具备完整的财务场景 AI 项目从开发到上线的成功实践。3.具备 AI 算法与工程化、数据处理与数据库相关基础，理解财务业务与技术结合方式。4.熟悉财务管理相关流程，对制造业财务或企业财务管理场景有一定认知。5.具备跨部门协作与项目推进能力，能够推动多角色协同交付成果。6.具备良好的责任心与执行力，能够持续推进项目落地并输出实际业务价值。
WMS系统需求分析师,宁德新能源科技有限公司,1.4-2.4万·16薪,杭州·上城·四季青,5-10年,本科,合资,10000人以上,动力电池,最佳雇主,职位描述 岗位职责:1.战略规划：负责集团仓储物流领域的战略规划，制定数字化转型路线2.解决方案：负责深度分析仓储业务需求与痛点，输出完整解决方案设计和蓝图，系统（如ERP、TMS、OMS、自动化设备控制层）的集成方案设计与接口设计。3.项目管理：负责仓储领域的项目管理，制定计划、协调资源、控制质量与风险，确保项目成功上线。4.问题管理：负责解决系统性问题（如库存差异、性能瓶颈）；基于运营数据推动流程优化与系统迭代。任职资格:1.8年以上WMS/ERP等相关经验，其中至少5年专注于解决方案、项目管理或高级运维。2.精通仓储核心业务流程（入库、拣选、盘点、出库等），能精准转化业务需求。3.具备独立负责中大型WMS项目（预算百万元级）的成功经验，擅长项目管控。4.逻辑严谨，能快速定位并解决系统性复杂问题，沟通协调能力突出。5.熟悉主流WMS产品、系统集成、立库集成与数据库基本概念。优先条件：1.主导多个电商/零售/制造业复杂WMS项目（如自动化仓集成、系统升级）实施经验。2.持有PMP、ITIL等相关认证。
AI应用开发工程师,浙江厚达智能科技股份有限公司,1.5-2.5万,杭州·余杭·五常,1-3年,本科,民营,300-499人,工业自动化/机器人,,职位描述 岗位职责：1、负责基于大语言模型（如 GPT、Claude、LLaMA、Qwen 等）的 AI 应用设计与开发。2、参与模型的 训练、微调（Fine-tuning）与推理优化，包括但不限于：SFT / LoRA / QLoRA 等微调方案模型评估与效果调优。3、设计并开发 Agent 系统，包括：多 Agent 协作工具调用（Tool Calling / Function Calling）任务规划、记忆管理、自动化流程编排。4、负责 提示词工程（Prompt Engineering）：Prompt 设计、结构化与模板化提示词调优、评估与版本管理。5、将大模型能力与实际业务场景结合，落地智能问答、智能助手、自动化工作流等应用。6、持续跟进大模型与 AI Agent 相关技术发展，并进行技术选型与方案优化。 任职要求： 1、本科及以上学历，计算机科学、人工智能、软件工程或相关专业。 2、扎实的编程基础，熟练掌握 Python，具备良好的代码规范与工程能力。 3、熟悉主流 大语言模型（LLM）原理与使用方式，理解 Transformer 架构。 4、具备以下至少一项或多项实战经验：模型训练或微调（如 Hugging Face、DeepSpeed、PEFT 等）基于 LLM 的 Agent 开发（如 LangChain、LlamaIndex、AutoGen、CrewAI 等） 5、具备 Prompt Engineering 实践经验，理解提示词对模型输出的影响机制。 6、熟悉常见向量数据库与 RAG 架构（如 FAISS、Milvus、Chroma 等）。 7具备良好的学习能力、问题分析能力与沟通协作能力。 加分项（优先考虑） 有完整 AI 应用落地项目经验（生产环境） 熟悉模型评测、A/B 测试与自动化评估体系 了解多模态模型（文本 + 图像 / 语音）
AI框架工程师,杭州万兴科技股份有限公司,1.5-2.5万,杭州·富阳·东洲,1-3年,本科,100-299人,通信运营商/电信增值服务,,,职位描述 AI部署工程师（本地大模型方向）定位：负责把大模型和OpenClaw跑起来、调稳定、能对外提供API。负责开源大模型（Qwen、Llama、ChatGLM等）在本地服务器/私有云的部署、配置与优化负责OpenClaw（Clawdbot）智能体平台的搭建、初始化、多Agent配置与运维使用Docker容器化或者企业级部署模型服务，实现模型API封装（OpenAI兼容格式）配置大模型API（如阿里云百炼、本地vLLM/Ollama），完成模型与OpenClaw的对接处理部署过程中的环境兼容问题、GPU驱动配置、性能调优（如并发、显存占用）编写部署文档、运维手册，保障系统稳定运行。 本科及以上，计算机相关专业；1年以上AI部署/运维经验，或3年以上后端开发经验。Python、Docker、Linux命令行、Shell脚本。熟悉Ollama、vLLM、Llama.cpp等任一推理框架；有Qwen/Llama/ChatGLM本地部署实操经验，了解OpenClaw/Clawdbot，能独立完成初始化、多Agent创建、API配置。了解NVIDIA GPU驱动、CUDA配置、显存管理基础。 加分项 有模型微调（LoRA/QLoRA）经验；有K8s经验；熟悉RAG、向量数据库
AI技术研究员/量化技术员,杭州魂域科技有限公司,1.5-2.8万,杭州·滨江·长河,5-10年,本科,20-99人,人工智能,,,"职位描述 AI技术研究员/量化技术员 一、职位定位 作为团队的“技术先锋”，负责追踪全球最前沿的 AI 工具与模型，聚焦量化交易场景，通过快速构建原型（MVP）来验证量化创意。 你的目标是：用先进的 AI 工具，解决量化交易中最实际的业务问题，让 AI 成为量化交易的第一生产力。 二、核心职责 1. 前沿拆解与技术复盘 a、深度拆解 OpenAI, Anthropic, DeepSeek 等主流大模型的最新特性。 b、针对量化场景（如研报解析、情感指标、代码生成）输出落地可行性报告与技术路径。 2. 敏捷原型 (MVP) 开发 a、熟练运用 Cursor、Claude Code 等 AI 原生编程工具，快速搭建量化回测、实时行情监控或策略分析 Demo。 3. Agent 链路工程 a、构建并优化基于 ReAct 或 Multi-Agent 架构的量化工作流。 b、重点解决 AI 在金融逻辑中的幻觉控制与状态管理问题，提升输出的确定性。 4. Tool Use 与接口编排 a、协助量化团队对接各类行情/交易 API，解决 Agent 在调用复杂金融工具时的联动与 Debug 问题。 5. 闭环迭代与 RAG 优化 a、持续收集量化实战反馈，通过 Prompt Engineering 或 RAG（检索增强生成）持续调优 AI 助手的实战表现。 三、技术要求 1. AI 驱动的编程力 a、Python 功底：能够丝滑地阅读、重构开源代码，并编写高效的自动化脚本。 b、AI Native 开发习惯：习惯使用 Claude Code、Cursor 或 Codex，能指挥 AI 完成从数据清洗到可视化分析的全流程。 c、API 专家：熟悉主流接口（OpenAI, Anthropic, Gemini, DeepSeek）的调用、参数调优及结构化输出应用。 2. Agent 架构深度 a、熟悉 Function Calling 机制，有 LangGraph, CrewAI 或类似 Agent 框架实操经验者优先。 b、了解向量数据库（如 Pinecone/Milvus）在量化知识库或策略库中的应用。 3. 信息黑客与检索 a、具备极强的信息检索直觉，能在 X (Twitter)、Hugging Face 或 Discord 第一时间挖掘到“尚未破圈”的 AI 趋势。 b、英文文档阅读无障碍。 四、极客画像 1、学历：本科及以上，计算机或相关专业优先。（我们不在意你的文凭，更在意你的 GitHub Star、个人作品集或技术博客）。 2、黑客精神：比起空谈理论，更倾向于“先跑通代码再说”。 3、自驱力：必须是 AI 的深度爱好者，私下里会尝试各种新奇的 AI 玩法及 AI 在量化/金融场景的应用。 4、加分项： a、对量化交易或金融数据分析有浓厚兴趣/实战经验。 b、有自己的 AI 导航站、公众号或活跃的技术社区影响力。 五、入队小挑战 投递简历时，建议附带以下信息（任选其一）： 1. 分享一个你过去 3 个月内利用 AI 工具（如 Cursor/Claude）完成的最令你自豪的小项目/脚本。 2. 分享一个你认为在量化场景中最酷的 Prompt 技巧 或 Agent 工作流 构想； 3.能就受国外短期出差。"
建筑能源人工智能开发工程师,浙江大学建筑设计研究院有限公司,1-1.2万,杭州·西湖·西溪,1-3年,本科,国企,1000-9999人,建筑/土木/市政设计,,职位描述 熟悉开发、管理和优化物联网(1oT)设备及其连接的能力；精通Axure/Figma等原型设计软件，具备复杂后台系统或组态工具的设计经验；精通主流 LLM Agent 框架，具备复杂业务逻辑的智能拆解与多工具集成（Tool-use）的实战研发能力；熟悉物联网（IoT）平台架构及AI算法落地流程；有暖通空调（HVAC）背景知识、或熟悉国家双碳政策者优先。 有2年以上建筑能源、智慧园区或工业物联网领域平台研发经验优先 能源工程、物联网(IoT)与嵌入式系统、自动化与控制工程、信息技术(IT)或信息系统管理、数据科学与大数据技术、计算机科学与技术、人工智能(AI)等专业优先
全栈开发工程师（偏AI应用研发）,浙江星华新材料集团股份有限公司,1.5-2.5万,杭州·上城·四季青,3-5年,本科,上市公司,500-999人,新材料,已上市,职位描述 岗位定位作为AI应用落地的核心技术执行者，兼具全栈开发能力与AI技术应用能力，聚焦AI产品（大模型应用、智能体、RAG系统等）的全链路开发，打通前端交互、后端服务、AI模型集成与工程化部署的全流程，主导AI相关产品的开发、迭代与优化，结合业务场景落地AI能力，要求具备3年以上全栈开发经验，适配上海地区技术团队发展需求，助力公司AI产品规模化落地与技术创新。 工作职责一、全栈开发与AI集成1、负责AI相关产品的全栈开发工作，涵盖前端界面开发、后端接口设计与实现、数据库建模与优化，熟练完成前后端联调，确保系统稳定、高效运行，同时深度融合AI能力，实现产品智能化升级。2、集成主流大模型（GPT系列、通义千问、DeepSeek等）及AI工具，负责大模型API调用、Prompt工程优化、RAG检索增强生成系统开发，实现AI能力与业务场景的深度结合，解决实际业务痛点。3、负责AI应用的工程化落地，包括模型服务化封装、容器化部署（Docker/K8s）、推理性能优化，搭建高可用、可扩展的AI应用架构，兼顾系统性能与成本控制。二、产品迭代与性能优化1、参与产品需求评审，结合AI技术特性与全栈开发经验，提出合理的技术实现方案，配合产品经理完成需求落地，推动AI产品快速迭代升级。2、负责系统性能优化，包括前端加载速度、后端接口响应效率、AI模型推理延迟优化，解决开发过程中的技术难点、Bug，保障系统高并发、高可用运行。3、维护现有系统，进行代码重构、漏洞修复、版本迭代，完善代码规范，提升代码可维护性，同时适配AI技术迭代，及时集成新技术、新框架。三、技术探索与团队协作1、跟踪AI前沿技术（大模型微调、智能体Agent、MLOps等）与全栈开发技术趋势，探索AI技术在业务场景中的创新应用，落地技术试点并推广。2、协同算法、产品、测试等团队，参与技术方案讨论、需求拆解，高效推进项目落地，提供技术支持与配合，提升团队整体开发效率。3、沉淀AI全栈开发经验、技术文档、代码模板，协助新人成长，推动团队技术能力提升，参与技术分享与复盘。 任职要求一、学历与专业本科及以上学历，计算机科学与技术、软件工程、人工智能、电子信息等相关专业优先；有3年以上全栈开发+AI相关项目经验者可适当放宽学历要求。二、工作经验（核心要求）1、三年及以上全栈开发工作经验，具备完整的全栈项目（前端+后端+数据库）开发、部署、迭代经验，有AI相关项目开发经验者优先，能独立承担核心模块开发任务。2、有大模型应用开发、RAG系统搭建、AI智能体开发经验者加分，熟悉AI模型集成、服务化部署流程，有MLOps相关实践经验者优先。3、熟悉互联网或特定行业的AI应用场景，有相关行业全栈开发经验者加分，了解AI产品从0到1落地流程者优先。三、技术能力1、前端技术：精通React、Vue等主流前端框架，熟练掌握HTML5、CSS3、JavaScript/TypeScript，熟悉前端工程化、组件化开发，能构建交互友好的AI应用界面，支持流式响应等AI交互场景。2、后端技术：精通至少一门后端语言（Python优先，Java、Go、Node.js亦可），熟练使用FastAPI、Flask、Spring Boot等框架，具备扎实的后端开发基础、API设计能力与异步编程经验。3、AI相关能力：理解大模型核心原理，熟悉主流大模型API调用，掌握Prompt Engineering、LangChain/LlamaIndex等AI应用框架，能独立完成RAG系统、简单智能体的开发与集成。4、数据与部署：熟悉SQL/NoSQL数据库（MySQL、MongoDB、Redis等）及向量数据库（Milvus、Chroma等），掌握数据库优化技巧；熟悉Docker、Kubernetes等容器化技术，具备云服务（AWS/GCP/阿里云）部署经验，了解CI/CD流程。5、其他：具备良好的代码规范与问题排查能力，能快速定位并解决开发、部署过程中的技术问题；了解模型微调、推理加速等技术者加分。
产品经理（C 端方向）,杭州睿迄科技有限公司,1.1-2.2万·13薪,杭州·萧山·盈丰,经验不限,本科,20-99人,互联网医疗,,,"职位描述 一、产品(核心工作)独立 Owner App 端核心功能模块的规划与迭代,以模块化、解耦的方式思考和推进产品架构,保证每个模块的独立性与可复用性完整负责需求从 用户洞察 → 竞品分析 → 需求评估 → 设计稿对齐 → PRD 产出 → 研发推进 → 提测验收 → 上线监控 → 数据复盘 的全流程闭环。为每个上线需求配套设计 A/B 测试方案与埋点,以 PDCA 的节奏持续迭代;基于数据判断一个 Topic 是否值得继续深耕与设计师、研发团队高频对接,推动需求高质量、按时交付 二、内容(次核心工作) 与内容团队及课程设计师协作,基于用户需求产出内容需求 Brief 我们的内容涵盖运动、饮食、健康、心理等多个维度。 你不需要是每个领域的专家，但我们希望你能站在用户的角度，敏锐地感知她们真正需要什么。 将内容生产流程逐步沉淀为可复用的 Skill / Agent / 工作流,持续提升团队的内容产出效率 基于用户数据和反馈,反向指导内容策略的迭代方向 关于面试流程: 我们的面试流程会包含一个开放式的 Take-home 小测试(约 48 小时内完成,题目开放且贴近真实业务),用于考察候选人的产品思维、AI 掌控力、执行力和落地能力。 如果你愿意接受这样的面试形式,欢迎投递。 任职要求: 基础要求: 本科及以上学历,毕业于国内外综合排名领先的高校 具备优秀的学习能力和自我管理能力:能自主设定目标、自主迭代、自主学习新事物,不依赖外部 push 英语能力:CET-6 及以上;能无障碍阅读海外网页和用户反馈;能与海外协作方 / 用户进行基本的书面和口语沟通 产品能力: 具备清晰的模块化 / 解耦思维,面对复杂系统能快速拆解成独立模块(登录、课程、Plan、支付等),理解模块之间的边界与复用关系 具备深度用户洞察能力:能够穿透到具体的使用场景中去理解用户真实需求,而不是只依赖 AB 测试或竞品参考 具备数据能力:能独立从数据中找到核心突破点,并据此反推需求和决策 强执行力:对 Deadline 和交付节奏有强敏感度,能主动推进、协同团队,在资源受限的情况下把事情做完做好 AI 能力(重点) 我们希望你具备 AI-First 的工作方式——在接到任何任务之前,第一反应是""这件事 AI 能做到什么程度?"";熟练使用各类 AI 工具完成工作,同时不被 AI 奴役:能对 AI 的产出做判断、筛选、修正,在 AI 的信息流之上做出决策。 具体要求: 熟练使用主流 AI 工具(Claude / ChatGPT / Cursor / v0 等)完成日常工作 具备基础的 Prompt 能力,能写出结构化、可复用的提示词 具备编写 Skill 的能力,能把重复性工作流沉淀为可调用的 Skill 运动体感 长期坚持至少一项运动 ≥ 1 年(健身、拳击、跑步、瑜伽、Hyrox、球类、舞蹈、骑行等均可),或对其他运动品类有自己的热爱与投入 对""减脂 / 体重管理 / 长期习惯养成""这件事有自己的理解和体感 加分项(不强求,有更好) 有减脂成功经验——自己经历过,或深度帮助过他人 有搭建 Agent 或自动化工作流 的实际经验,熟悉 Coze / Dify / Claude Code / n8n 或其他低代码 / 工作流平台 有独立项目经验:独立开发者 / Indie Hacker 身份,或独立完成过 Web / App 产品的开发与上线 具备运营与增长思维:理解用户增长漏斗、内容分发、留存与付费转化等基础逻辑 有海外生活、学习或工作经验,对欧美用户的生活方式和文化习惯有直接的理解 关于我们: 我们是一个处于早期阶段的创业团队,聚焦在 AI × 健康 方向,为欧美市场的一部分特定女性用户提供一款基于 AI 的运动内容健康管理工具产品。 我们相信,传统的健身 / 减重 / 健康类产品过于""内容堆砌"",真正能帮助用户长期坚持、达成目标的产品,应该是深度定制化的专业内容 + 真人教练级的陪伴体验——这也是我们正在做的事情。 团队不大,但每个人都是自己模块的 Owner。我们不追求""流水线式""的分工,而是希望每一个核心岗位都能独立撑起一块业务。我们现在招聘的这个岗位,是团队的第一位 C 端产品经理。 我们在找什么样的人: 如果你符合下面这些描述,我们非常欢迎你和我们聊聊: 你相信 AI 会彻底重塑产品经理的工作方式,并且已经在自己的日常里把 AI 变成了手脚的延伸; 你不接受""我只会做功能、不懂内容、不看数据""的单一画像——你希望在一个 AI 原生的环境里,成长为能独立 Cover 一条产品线的复合型 PM; 你对用户有真实的好奇和同理心,不满足于""抄竞品 + 跑 AB""的工作方式; 你自己长期在坚持某项运动,对""坚持""和""改变""这件事本身有过真实的体感。"
智能化运营专员,杰克科技股份有限公司,1.3-1.8万,杭州·临平·南苑,3-5年,本科,民营,1000-9999人,金属制品/机加工,最佳雇主,职位描述 辅助总经理推进AI Agent相关项目，包括内部应用、自动化办公、知识管理等方向；协助进行需求分析与产品设计，将总经理想法转化为可落地的Agent任务或流程；负责Agent系统的测试、评估与优化，整理使用场景与改进建议；跨部门沟通协调，跟进AI相关任务落地进度；进行资料整理与报告生成，协助总经理在会议、客户沟通中使用智能化工具；关注业界AI工具趋势，主动研究适用的新方案；要求：本科及以上学历，理工科或计算机/信息管理/自动化/AI相关专业优先；熟悉ChatGPT、Claude、Notion AI、Agent系统（如AutoGPT、LangChain、ChatDev等）者优先；具备逻辑思维和抽象能力，能将业务问题拆解为流程；具备良好的文档整理与表达能力，能写报告、能汇总；执行力强，善于学习，有服务意识；英语读写良好（能看懂AI工具英文界面）；若有开发基础（Python、API调用、RPA、知识库搭建等）可优先录用。招聘时强调“总经理身边做AI项目”的成长机会，智能助理 / 产品助理型人员理解Agent逻辑，会用ChatGPT、Notion、RPA等，有组织和文档能力
ai算法工程师实习生,杭州诗迈医药科技有限公司,6000-10000元,杭州·西湖·翠苑,经验不限,本科,民营,300-499人,人力资源,,职位描述 1.计算机、人工智能、软件工程、生物医药+数字化工科背景优先；2.对AI Agent、大模型垂类应用有持续兴趣，愿意通过迭代打磨产品；3.自驱力强，能独立解决技术难题，有创业精神，愿意接受挑战；4.具备以下能力之一（均基于现有大模型API/框架进行应用层开发）：•Python开发经验，有完整项目经历•大模型应用经验（LangChain/Dify/RAG/Prompt）•自动化/RPA经验（Selenium/Playwright）•后端/数据处理经验（爬虫/API/数据库）•前端开发经验，能搭交互界面5.有可展示的项目作品（GitHub/课程设计/竞赛/实习）优先；
