岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
AI Agent 开发,某大型互联网公司,40-70K·16薪,北京,本科,5-10年,100-499人,互联网,,职位描述 1. 设计和实boss现 Agent 系统架构：任务规划与分解、工具调用、Memory 管理（短期工作记忆 + 长期经验记忆）、多 Agent 协作编排； 2. 实现 Agent 可靠性工程：重试与降级策略、幂等设计、断点续跑、Human-in-the-Loop 审批节点、异常⾃动恢复； 3. 建⽴ Agent 评测体系（Evals）：任务完成率、决策质量、成本效率、安全合规，构建 Golden Workflow 测试集和回归测试； 4. 主导现有系统的 Agent 化改造：渐进式迁移策略（Strangler Fig），构建 Agent 友好的 API 层（结构化错误、预检接口、批量操作）。 职位要求 1. 计算机科学或相关领域本科及以上学历，或同等实践经验； 2. 3+ 年后端或算法⼯程经验； 3. 1+ 年 Agent 或 LLM 应用系统的生产开发经验； 4. 掌握 Python/ Go /TypeScript /Java/ C++ 任意⼀门或多门。 加分项 1. 深入理解 Agent 框架（LangGraph / CrewAI / AutoGen / Claude Agent SDK），并能说清框架的局限性和何时不用框架； 2. 有构建 AI-first 的用户体验和业务功能的经验； 3. 有 MCP Server 开发或大规模工具集成经验； 4. 有 Agent 系统的 Tracing / Monitoring 实践（LangSmith / Langfuse / OpenTelemetry）； 5. 理解 Agent 安全模型：Prompt Injection 防御、工具权限隔离、操作审计、最小权限原则； 6. 有 Computer Use / Browser Use Agent 的实践经验； 7. 有大规模 Agent 系统部署经验（日调用 10K+ Agent 任务）； 8. 对 Agent 经济学有思考：成本建模、ROI 计算、Agent vs 人工的决策框架； 9. 有广告投放自动化、变现、A/B Test平台开发经验； 10. 对 Coding Agent（Claude Code / Cursor）有深入研究。
ai agent开发工程师,同程旅行,30-60K·15薪,北京,本科,5-10年,1000-9999人,互联网,年终奖|五险一金|补充医疗保险|节日福利|团建聚餐|通讯补贴|餐补|免费班车|零食下午茶|生日福利|底薪加提成|加班补助|带薪年假,公司数字化中心直招，为公司自己做开发 岗位职责 1、负责AI Agent来自产品的全流程开发，涵盖后端服务架构搭建、前端交互实现，确保Agent系统高效、稳定、可扩展运⾏，落地符合业务需求的AI Agent解决⽅案。 2、主导AI Agent核⼼能力开发，深入落地Agent核⼼循环、工具机制、任务规划、上下文管理、权限控制、持久化、多Agent协作、工作隔离及外部工具接入等核心功能，保障Agent具备自主决策、高效执行的能力。 3、深耕AI领域技术实践，熟练运用Prompt工程、MCP工程（模型上下文协议）、Skills工程、Harness工程等AI技术栈，结合业务场景优化技术方案，推动AI Agent从基础能力向高阶应用演进。 4、参与AI Agent相关技术调研与创新，跟踪ReAct、RAG、LLM-based Planning等前沿Agent框架与技术，探索多场景下AI Agent的应用落地，迭代优化现有产品性能与体验。 5、 配合产品、测试等团队，完成AI Agent产品的需求对接、功能调试、问题排查，确保产品按期交付，同时沉淀开发经验与技术文档。 6、负责AI Agent相关Demo及成果的迭代优化，结合业务需求拓展Agent的应用场景，提升产品竞争力。 任职要求 一、核心硬性要求 1、本科及以上学历，计算机、电子信息、人工智能等相关专业，3年及以上全栈开发经验（后端+前端），具备扎实的软件开发功底，有完整的项目开发与交付经2、具备丰富的AI领域技术开发经验，深入理解AI发展不同阶段的技术逻辑，熟练掌握Prompt工程、MCP工程、Skills工程、Harness工程相关技术栈，能独立运用这些技术解决实际开发问题。 3、必须拥有已落地的AI Agent应用Demo或相关开发成果（需提供可展示案例），熟悉LangChain、LangGraph、Llamalndex等主流AI Agent开发框架者优先。 4、 熟练掌握AI Agent核心技能，包括但不限于：Agent核心循环（感知-思考-行动-观察-循环）、工具机制设计与实现、任务规划与拆解、上下文生命周期管理、权限与扩展机制、数据持久化、多Agent协作架构、工作隔离策略、外部工具（API、数据库、浏览器等）接入与适配。 二、技术能力要求 1、 后端技术：熟练掌握至少一种后端编程语言（Python/Java/Go等），熟悉微服务架构、RESTful API/gRPC接口设计规范，了解消息队列、缓存在AI场景的应用，具备高并发、高可用服务设计能力。 2、前端技术：熟练掌握Vue/React/Angular等主流前端框架，具备良好的前端交互设计能力，能独立完成Agent交互界面开发，兼顾美观性与实用性。 3、 AI技术：熟悉大语言模型（LLM）相关知识，了解Transformer、预训练模型等技术，有开源模型部署经验，熟练使用vLLM/SGLang/llama等推理框架者优先。 4、工具与协作：熟练使用Git、Docker等开发工具，具备良好的代码规范与版本控制意识，能快速排查开发过程中的各类技术问题；了解MCP协议，能完成外部系统与AI Agent的标准化集成者优先。 三、软实力要求 1、具备较强的问题解决能力、逻辑思维能力与技术钻研精神，能快速响应业务需求，主动探索AI Agent领域的技术难点与解决方案。 2、具备良好的沟通协作能力与团队意识，能高效配合跨部门团队完成项目推进，具备清晰的技术表达能力。 3、对AI Agent领域有浓厚兴趣，关注行业前沿技术动态，愿意持续学习，不断提升自身技术能力，能适应快速迭代的开发节奏。 4、有AI Agent相关产品商业化落地经验、多Agent协作项目开发经验者优先。 薪酬福利： 1、25-40K/月+年终绩效，五险一金、补充医疗、餐补、员工宿舍、健康体检等 2、办公氛围比较简单
AI Agent开发工程师,方舟健客,25-50K,北京,本科,1-3年,1000-9999人,医疗健康,生日福利|带薪年假|节日福利|团建聚餐|宿舍有空调|五险一金,岗位职责： 1. 设计并实现基于大语言模型（LLM）的多模态 Agent 系统架构，支持多轮对话、工具调⽤、任务规划与执⾏； 2. 集成外部⼯具、API、Agent Skills（搜索、数据库、代码执行等），扩展 Agent 能力边界； 3. 设计并实现 Agent ⾏为监控、效果评估与对齐机制，保障系统输出的稳定性、安全性与可控性； 4. 优化 Agent 系统的推理性能与并发处理能力，通过缓存策略、批处理、模型压缩与量化等技术手段提升效率并降低成本； 5. 与算法训练团队协作，系统化提升 Agent 成功率、工具调用准确率与任务完成闭环能力； 任职要求： 1. 计算机 / AI / 软件工程相关专业，本科及以上学历，3 年以上工程经验； 精通 Python / Go / Rust / TypeScript 至少一门语言，具备复杂系统设计与工程落地能力； 2. 深入理解大模型训练与推理机制，熟悉 LLM 后训练（Post-training）体系； 3. 熟悉 Claude Agent SDK / OpenAI Agent / LangGraph / AutoGen / CrewAI 等框架优先； 4. 对 AI 技术有强烈热情，具备快速学习前沿技术的能力；
Agent数据工程师,神州数码(中国)有限公司,25-50K·14薪,北京,本科,5-10年,10000人以上,通信/网络设备,交通补助|带薪年假|通讯补贴|有无线网|补充医疗保险|定期体检|餐补|加班补助|保底工资|年终奖|节日福利|法定节假日三薪|五险一金|员工旅游|团建聚餐,岗位职责： 1、构建LLM Agent系统：设计并开发基于大语言模型的智能Agent，实现招聘内容和企业的自动化风险识别与评估 2、风险识别与预警：通过分析用户⾏为模式、发布内容、企业画像等多维数据，主动发现虚假招聘、诈骗、违规等风险岗位和问题企业 3、模型优化迭代：持续优化Agent推理链路，提升风险识别准确率，建⽴并完善风险特征库和Benchmark 4、安全策略制定：辅助制定招聘业务的风控策略和处置规则，平衡⽤户体验与平台安全 5、团队搭建与协作：组建AI安全团队，与产品、运营、法务等部门协同，推进安全体系建设 任职要求： 1. 计算机、人工智能、数学/物理专业本科及以上，5年以上AI/ML经验 2. 精通LLM应⽤开发，熟练使用主流Agent框架，掌握Python/Java 3. 深入理解大模型技术栈，熟悉RAG、Prompt Engineering、强化学习等技术方向 4. 优秀的问题分析能力，良好的团队管理和跨部门沟通能力，对AI安全有深刻理解和热情 5. 有安全风控经验者优先 6. 有招聘行业业务经验者优先
智能信息-Agent高级应用研发专家-北京/广州,阿里巴巴智能信息事业群,25-50K·16薪,北京,本科,5-10年,1000-9999人,互联网,定期体检|零食下午茶|补充医疗保险|节日福利|股票期权|年终奖|交通补助|免费班车|员工旅游|餐补|五险一金|带薪年假,岗位职责 1高并发与高可用 设计并实现可水平扩boss展的核⼼服务，保障⾼QPS、低延迟、可控尾延迟。0。建设限流、熔断、降级、隔离、重试与幕等、异步化、缓存与队列等稳定性能⼒。。参与容量规划、压测、故障演练(混沌/红蓝)，推动SLO/SLI与告警治理。2.分布式与基础设施 。 基于微服务/模块化单体等形态，落地服务发现、配置中心、链路追踪、日志指标等可观测性体系。。 与消息中间件、任务调度、对象存储、检索/向量库等组件集成，保障数据⼀致性与可恢复性。3相关研发 参与Agent运行时、工具调用(Tool Calling)、会话与记忆、权限与安全边界等平台能力建设。 。对接大模型API/私有化推理服务，优化流式输出、并发编排、超时与成本控制。 。与产品/算法协作，推动Prompt/工作流编排、多Agent协作、RAG等场景的工程化落地。4.工程规范 高质量代码评审、单元/集成测试、CI/CD，完善文档与运维手册。 任职要求 1.学历与经验:本科及以上学历;3年及以上互联网或企业级后端研发经验。 2.语言与栈:精通Java或Go至少一门，另一门能阅读/维护或愿意快速补齐;熟悉Spring Boot/云原生生态或Go标准库+主流Web/RPC框架之一。 3.高并发高可用: 熟悉多线程/协程、连接池、池化、无锁与并发安全; 。熟悉MySQL/PostgreSQL与索引、事务、隔离级别、慢SQL; 熟悉 Redis典型场景与Kafka/RocketMQ/Pulsar 等至少一种消息队列; 有线上故障定位、容量与性能优化的完整闭环经验。 4/LLM工程(至少满足2条): 。参与过对话式Agent、工具调用、插件系统、工作流引擎之一的产品级开发; 。熟悉OpenAI兼容API、SSE/WebSocket 流式、Token计费与限流; 了解RAG流水线(解析、分块、向量化、检索)的工程集成; 关注提示注入、密钥与数据脱敏、审计日志等安全合规点。 5.协作:良好的沟通能力与跨团队协作意识，能推动技术方案落地。 6.具备良好的AI 工具使用能力，能够熟练使用 ChatGPT/Cursor/ClaudeCode等工具辅助需求分析、代码开发、测试与文档编写，并对结果进行有效校验与质量把关。 加分项 有Kubernetes、Service Mesh、多活/异地容灾实践。 熟悉 gRPC、Protobuf、OpenTelemetry、Prometheus/Grafana。 有 Python 脚本或LangChain/LlamaIndex/自研编排等经验。
高德-Agent工程师（商品平台）,高德地图,45-50K·16薪,北京,本科,3-5年,1000-9999人,互联网,五险一金|员工旅游|定期体检|补充医疗保险|带薪年假|交通补助|股票期权|免费班车|年终奖|餐补|节日福利,Why You Should Join Us（加入我们的理由） 1、站在 AI Agent 工boss程最前沿，参与对核心用户体验有重⼤boss影响的⼯作； 2、参与⼤规模产品构建，将系统设计、模型集成与用户体验思维结合起来； 3、与高技能、快速⾏动、对应用型 AI 充满热情的团队协作； 4、深度接触前沿的大语言模型技术、检索架构和自主系统； 5、构建真正推动人机交互方式进化的智能系统。 What You Will Do（你的工作内容） 1、设计并构建 AI Agent 应用系统，为用户提供智能化体验； 2、开发并优化与 Agent 推理和工作流深度集成的检索系统； 3、与产品团队及跨职能团队合作，交付端到端的 AI 应用功能； 4、持续迭代 Agent 能力，提高其可靠性、适应性和整体性能； 5、探索与原型化新型 AI 智能形态，推动产品体验的上限提升。 职位要求 1、一年以上AI、后端系统或相关领域的软件工程经验； 2、具备扎实的编程基础，熟练掌握 Python、Go 或其他类似语言； 3、拥有检索系统、向量搜索或知识中心架构的实际经验； 4、对 LLM 应用有实际理解，能够将模型驱动的工作流集成到产品中； 5、具备设计、实现和维护大规模生产级系统的能力。 加分项 1、拥有构建 AI Agent 框架、编排系统或自主任务管线的经验； 2、熟悉 RAG 架构、语义搜索、向量嵌入模型以及提示词（prompt）优化； 3、具备分布式系统、高性能服务或大规模数据处理方面的背景； 4、曾主导并完整负责过 AI 驱动的产品功能交付； 5、对探索全新 AI 能力并将其转化为实际应用充满热情。
数仓与 AI Agent 工程师,某中型人工智能公司,20-40K·13薪,北京,本科,3-5年,100-499人,人工智能,五险一金|交通补助|团建聚餐|年终奖|定期体检|带薪年假|股票期权|包吃|生日福利|节日福利|零食下午茶|补充医疗保险,工作职责 1、负责商业广告智能助手的核心功能研发与优化，利⽤AI技术来自帮助⼴告主降低投放门槛，提升投放效率与转化效果； 2、在深⼊理解广告主投放需求的基础上，完成智能体Multi Agent技术体系的设计和落地，通过多Agent能力处理⽤户复杂需求； 3、负责各技术节点的调优，包括但不限于知识库优化、意图识别优化、Multi Agent Planning优化、LLM训练、稳定性/SLA优化，负责将业界前沿AI技术应用到产品中，持续提升广告主使用体验； 4、具备数据分析思维和手段，通过科学的数据分析为产品、技术迭代提供决策依据。 任职资格 1、本科及以上学历，计算机、软件相关专业背景，具备至少2年开发经验； 2、熟悉LLM调优（训练、Prompt优化），有Agent或Multi Agent实际项目设计和开发经验； 3、关注AI技术发展，对AI前沿技术具备较强的学习能力，持续推动技术架构演进； 4、有责任心和团队合作精神，具备应急响应与处理问题的能力。
Agent开发工程师,福瑞股份,30-60K,北京,本科,5-10年,20-99人,房屋建筑工程,,boss一、核心职责 1、负责公司招聘业务线核心项目研发迭代 2、负责企业级agent应⽤开发 3、⼯程效能提升，编写⾼质量技术文档，推动团队系统稳定性提升 要求： 1、3年以上Java开发经验，深入理解JVM内存模型、多线程、⽹络编程等核心机制 2、熟练掌握分布式架构设计、常用中间件的原理和应用 3、掌握至少一种agent开发框架，有过企业级agent应用开发经历 4、除JAVA外掌握Python/Node任意一种语言 5、深入了解ES、向量库、rag，拥有实际项目应用经验 6、逻辑清晰，不畏惧沟通，擅长协作 优先条件：对AI等新技术敏感，熟练使用AI Coding工具，有持续学习意识
混元AI Agent Harness Engineer（北京）,腾讯,25-50K·15薪,北京,本科,5-10年,10000人以上,互联网,免费班车|零食下午茶|免费早晚餐|公仔周边活动|年终奖|住房补贴|餐补|免费健身房|节日福利|员工旅游|股票期权|交通补助|定期体检|五险一金|补充医疗保险|包吃|带薪年假,我们是一家深耕工业智能领域的高新技术企业，公司致力于将GenAI和XR能⼒赋能到企业业务中，实现智能化转型的深刻变⾰。公司总部在北京，并在上海、济南、深圳设有分⽀机构。我们正在寻找一位Agent框架开发工程师，加⼊我们的团队，共同推动公司的发展。 岗位职责 1、Agent 开发：负责基于大模型（LLM）的 Agent 架构设计与开发，搞定任务规划、工具调用、记忆迭代等核心功能。 2、多智能体协同：搭建多智能体（MAS）系统，解决复杂工业任务的分解、调度与协作问题。 3、系统集成：将 Agent 与企业知识库、数据库、API 及工业工具链打通，实现业务流程自动化。 4、算法落地：应用 RAG、CoT 等技术优化智能体推理能力，并将方案在研发、运维等实际场景中落地。 任职要求 1、硬性门槛：学历要求本科及以上，研究生优先。必须具备扎实的 Java 开发背景，且有大模型智能体（Agent）开发实战经验。 2、技术栈：熟练掌握 Java，同时精通 Python/Go 其一。熟悉 LangChain、AutoGen 等 Agent 框架，能独立进行二次开发。 3、核心能力：精通大模型应用、Prompt 工程及 RAG 技术。理解多智能体系统、任务调度等概念。 4、工程素养：具备良好的系统设计与模块化开发能力，熟悉 Git、CI/CD 等工程化流程。 5、综合素质：逻辑清晰，善于拆解问题；具备团队协作精神，能高效对接业务与客户。 加分项 1、有多智能体协作系统、AI 自动化研发平台、或行业解决方案项目经验。 2、发表过相关学术论文或在开源社区贡献过 Agent/MAS 项目。 3、有复杂业务流程自动化（如软件开发、工业设计、金融分析）场景落地经验。
AI Agent Engineer,Web3.x,25-50K·16薪,北京,本科,3-5年,100-499人,互联网,生日福利|节日福利|绩效奖金|团建聚餐|年终奖|股票期权|零食下午茶|定期体检|住房补贴|法定节假日三薪|带薪年假|补充医疗保险|包吃|五险一金,"职位描述： 1. 负责社交 Agent 技术研发和架构设计，探索更先进的 Agent 范式，引领行业技术发展； 2. 参与制定评测标准，构建 Agent 评估体系，通过 context engineering, harness engineerging 等优化方式进行策略效果调优； 3. 探索和制定 AI 应用的模型交互协议，打造内容丰富、互动性强的产品体验； 4. 参与 AI 产品创新，和产品讨论想法，孵化项⽬，做好技术路线的决策，并带领开发团队进⾏技术攻关，解决项⽬中的技术难题。 职位要求： 1. 计算机基础扎实，至少5年以上研发经验； 2. 熟悉LLM技术原理与应用⽅法，深入理解Agent相关技术方法（如多智能体、RAG、Memory），有相关实践经验； 3. 熟练掌握 context engineering，harness engineerging，具备Agent策略优化的实践经验，有模型训练经验者加分； 4. 有良好的产品思维，能够主动思考并探索产品创新； 5. 对AI技术和应用有浓厚兴趣，能持续追踪业内最新技术进展，能快速理解和复现相关技术应用。 工作5-8年，对前沿方向有深刻理解和判断"
Agent工程师,才课教育,21-30K,北京,本科,1-3年,1000-9999人,在线教育,年终奖|带薪年假|节日福利|交通补助|加班补助|通讯补贴|五险一金|零食下午茶,岗位职责： 1、负责智能座舱内来自音乐、聊天、外卖等AI Agentboss产品定义，打造有温度的多模态交互体验； 2、融合语音、视觉、数字人技术，设计主动感知、情感化的“人车共情”场景； 3、协同算法与⼯程团队，完成Agent技能设计、任务调度及体验闭环迭代； 4、建⽴体验度量体系，持续优化沉浸感、信任度与情感共鸣。 任职要求： 1、3年以上AI产品经验，深度理解语⾳交互、LLM、数字人技术落地； 2、极强的体验感知力，能敏锐洞察交互细节对⽤户情绪的影响； 3、熟悉座舱场景，擅长定义“何时主动、何时安静”的智能服务； 4、具备跨团队整合能力，能将感性体验拆解为可落地的产品方案。
AI Agent数据开发,北京数智分身科技,20-40K·13薪,北京,本科,5-10年,20-99人,人工智能,节日福利|零食下午茶|团建聚餐|年终奖|包吃|带薪年假|五险一金|生日福利,岗位职责 1、负boss责 AI Agent 智能体后端服务设计与开发，搭建任务调度、工具调用、对话管理核心能力； 2、对接⼤模型 LLM 接口，集成 RAG 知识库、函数调⽤、记忆管理等 AI 基础能⼒； 3、负责业务接口开发、数据存储、服务稳定性保障，支撑前端业务场景落地； 4、参与 AI 工作流编排、多智能体协作逻辑设计，优化模型调⽤成本与响应效率； 5、配合产品、前端完成需求落地，排查线上问题，持续迭代优化系统架构。 任职要求 1、本科及以上学历，计算机相关专业，1-3 年后端开发经验； 2、熟练使用 Python/Go/Java 任意一种后端开发语言及对应主流框架； 3、了解 AI Agent 基础概念，熟悉 LangChain、LlamaIndex 等框架者优先； 4、掌握 MySQL、Redis、消息队列等常用中间件，具备接口开发与服务调优能力； 5、对大模型应用、智能体场景有兴趣，逻辑思维强，具备良好团队协作意识。
数据智能体Agent架构师,北京时空体科技,35-65K·15薪,北京,本科,5-10年,20-99人,人工智能,,企业级AI Agent 高级研发工来自程师 一、工作职责 1、来自核⼼研发：参与公司 AI Agent 的核⼼模块设计与开发，推动⽣成式 AI 在真实业务场景中的落地应用 2、性能优化：通过 Prompt Engineering、工具链设计、RAG（检索增强⽣成）、系统架构优化、K8S调优等方式提升 Agent 的智能水平与执行效率 3、原型验证：快速搭建原型，验证产品功能与新创意的可行性，加速产品迭代 4、效果评估：构建评测体系和自动化评估流程，全面监控和改进 Agent 的表现，确保产品体验持续优化 二、任职要求 1、计算机科学或相关专业本科及以上学历，6年以上编程经验 2、扎实的编程功底，良好的系统设计能力，注重代码质量与可维护性 3、精通Server端技术栈，如K8S，能够独立进行架构设计与性能调优 4、具备后端开发基础，理解数据库、缓存、消息队列、微服务等常用技术 5、责任心强，具备主人翁意识，能独立承担并推进项目 6、适应快节奏和动态变化的环境，具备快速学习与问题解决能力 三、加分项 1、有 AI Agent、对话系统或智能工具相关研发经验。 2、熟悉主流大模型应用生态，了解 RAG、Context Engineering等工具调用、工作流编排等技术。 3、在开源社区活跃，有个人项目或技术探索成果。 4、对产品有强烈的热情，能从用户视角思考问题。
Agent应用开发工程师（全栈）,百康泰斯,35-55K,北京,本科,5-10年,0-20人,生物/制药,年终奖|定期体检|零食下午茶|股票期权|五险一金|带薪年假|补充医疗保险|团建聚餐,AI Agent开发平台-北京/杭州 职位描述 1. 设计并开发企业级 AI Agent 开发平台 a. 构建支持推理、规划、工具调用、记忆、知识管理、评测等能力的智能体框架； b. 设计⾼效的检索架构（如混合检索、多路召回、重排序），提升 RAG 的准确性和响应速度； c. 实现⾼可⽤、可扩展的后端服务，支撑实际业务场景稳定运行。 2. 推动 AI Agent 落地业务场景 a. 结合企业业务流程，设计端到端的AI应⽤解决方案 b. 快速验证技术方案，持续优化效果与用户体验。 3. 夯实工程基础与系统稳定性 a. 负责 Agent 系统的部署、监控、性能调优和全生命周期管理； b. 结合大模型、RAG、Prompt 工程等技术，打造高效可靠的智能应用底座。 4. 跟进前沿技术，驱动创新 a. 关注 AI Agent、多智能体等方向进展，探索新技术在业务中的应用可能。 职位要求 1. 学历与经验 a. 本科及以上学历，计算机科学、软件工程或相关专业背景； b. 3年以上后端或平台系统开发经验，有复杂系统架构设计经验。 2. 扎实的工程能力 a. 熟练掌握 Java/Python/Golang（至少一种），具备良好的系统设计和编码能力； b. 有高并发、分布式系统开发经验，了解服务稳定性保障机制。 3. AI/大模型相关实践经验 a. 具备至少1年以上，大模型应用开发平台（如：Coze、Dify等）使用或开发经验，有实际生产性能优化经验者优先； b. 具备至少1年以上，真实业务场景大模型应用落地经验（如：问答机器人、智能体代理等），有 multi-agent 框架设计、deepsearch 落地经验或者应用效果优化经验者优先； c. 能熟练调用和集成主流大模型（如 GPT、Qwen、Claude等），并具备上下文管理、输出稳定性、推理成本等维度的优化经验； d. 熟练使用各类 AI 工具提升研发效率，包括高质量 Prompt 编写与快速迭代验证；具备跨技术领域（如大模型、后端、数据、运维）的快速学习与实战落地能力，展现出高成长潜力。 4. 工程落地与系统思维 a. 能独立完成从方案设计到上线运维的完整闭环，注重代码质量、可维护性与系统可扩展性； b. 熟悉容器化部署（Docker/Kubernetes）、日志监控、性能调优等工程实践。
AI Agent 智能体开发工程师,北京比高控股有限公司,20-30K,北京,本科,5-10年,100-499人,互联网,,任boss职要求（我们需要什么样的人） 必来自须具备 - AI/大模型研发背景：具备扎实的算法与工程研发能力，有从 0 到 1、到规模化交付的实践（或同等能⼒）。 - Agent 实战经验：有 LLM/VLM 应⽤或 Agent 系统的真实落地经验（如RAG、⼯具调用、workflow、评测与稳定性治理等）。 - 工程化能⼒强：能把算法做成“可上线系统”，熟悉服务化、版本管理、灰度发布、可观测性与事故治理。- 全栈经验：具备全链路交付能力，并能下场写关键代码与排障；覆盖以下技术栈中的多项并有实战：Python、TypeScript、微信小程序、App（iOS/Android/RN/Flutter 任一）、Java（Spring Boot 等）。 - 技术领导力：能拆解任务、把控节奏与质量，资源受限情况下能做取舍并持续交付。- 沟通表达：能把复杂技术讲清楚，推动跨团队协作与决策。 加分项 - 医疗/健康/保险等强合规行业经验，理解隐私安全、审计与数据合规。 - 端侧或轻量化经验：蒸馏/量化/剪枝、ONNX/TFLite/TFJS，或多端一致性治理。 - MLOps/评测平台经验：训练流水线、模型/数据版本、自动回放、失败样本归因。- 云原生经验：Docker/K8s、CI/CD、可观测性（指标/日志/链路）、成本优化。
Agent开发工程师（大模型方向）,金证优智,20-40K,北京,本科,5-10年,100-499人,计算机软件,绩效奖金|带薪年假|股票期权|加班补助|员工旅游|五险一金|法定节假日三薪|节假日加班费,【岗位职责】 1、参与大模型驱动的 AI Agent 系统boss开发，包括数据接入、模型接口调用、推理服务封装等 2、将风险巡检、研判、策略生成等业务逻辑落地为可运⾏的 AI 应⽤服务 3、优化⼤模型调用的延迟、吞吐与成本（Prompt优化、模型微调部署） 4、设计并实现多Agent间的消息队列、任务调度与协作机制 5、对接内部风控策略引擎和数据平台，实现模型结果的闭环落地 6、编写技术文档与操作⼿册，支持研发过程中的技术验证与上线 【任职要求】 1、计算机或相关专业本科及以上学历，3年以上AI/机器学习研发经验 2、熟悉 Python/Java 等后端开发语言，掌握常用机器学习和深度学习框架（PyTorch、TensorFlow 等） 3、有大模型相关开发经验（OpenAI API、HuggingFace Transformers 等） 4、具备良好的工程化能力，能将AI原型转化为高性能生产应用 5、了解消息队列、微服务架构，具备分布式系统开发经验 6、有交易所、金融风控或数据平台开发经验者优先 【加分项】 1、熟悉 Prompt Engineering 和大模型微调（LoRA/PEFT） 2、有多智能体（Multi-Agent）系统、LangChain、AutoGPT 等相关落地经验 3、对金融风险、交易安全有一定理解
Agent工程师(A156968),乐信圣文,35-55K·16薪,北京,本科,5-10年,500-999人,游戏,补充医疗保险|零食下午茶|生日福利|定期体检|节日福利|员工旅游|年终奖|带薪年假|团建聚餐|五险一金,工作来自职责： 1、智能化来自办公 Agent 体系搭建：主导多 Agent boss架构设计（人事 / 行政 / IT 方向），实现约日程、下任务、请假、系统查询等能力； 2、AI搜索问答建设：负责基于 IM 聊天记录、企业知识库、文档、会议纪要等多源数据的智能搜索设计；协同算法优化语义理解、向量检索等能力，降低信息获取成本。 3、会议 AI 能力优化：主导会议纪要总结与待办提取效果优化； 任职要求： 1. 计算机、数学或相关专业本科及以上学历，有扎实的计算机和数学基础。 2. 熟练使用至少一种编程语言及对应的工程框架，如Python、Java、Golang等。 3. 对Prompt工程有丰富的实践和调优经验，理解COT、ReAct等提示词技巧和原理，在RAG、Agent等方向有实践经验和成果产出 4. 有良好的业务模型抽象和系统设计能力，具有优秀的问题解决和创新能力，能够独立思考和解决复杂问题。 5. 具备良好的沟通和团队协作能力，能够与产品、设计和工程团队紧密合作。 6. 有高度的责任心和职业操守，能够按时按质完成工作任务。 7. 有办公领域Agent和海量内容智能搜索落地经验、熟悉办公流程者优先
Agent全栈工程,某大型广播公司,40-60K·15薪,北京,本科,5-10年,100-499人,广播/影视,企业年金|住房补贴|定期体检|通讯补贴|生日福利|五险一金|带薪年假|交通补助|餐补|绩效奖金,岗位职责： 1. 负责公司 AI/大模型应用平台的开发和维护，确保系统的稳定性与可扩展性。 2. 主导 RAG（检索增强生成）链路优化与多智能体（Multi-Agent）系统的编排开发，能够解决复杂业务场景下的准确性与性能问题的优先。 任职要求： 1. 学历与经验 - 本科及以上学历，计算机、软件工程、⼈⼯智能等相关专业； - 有2年AI相关开发经验，具备完整的AI系统设计、开发、上线及优化经验。 2. 技术能⼒ - 熟练使用Java 、 Python等常用开发语⾔； - 熟练AI Agent开发全流程，包括模型评估、性能调优等； - 有大模型应用开发经验，熟悉Prompt Engineering、RAG、Agent框架； - 熟悉至少一种智能体开发框架与工具：比如Dify、LangChain、FastGPT等； - 熟悉机器学习/深度学习基础算法，有模型训练、微调或部署经验； - 熟悉Docker/Kubernetes容器化部署，掌握MySQL/NoSQL数据库及Kafka/Redis等中间件； - 具备AI Coding项目经验（如代码生成工具、智能编程助手） ； - 有开源项目贡献或技术博客输出，具备良好的英文技术文档阅读能力。 3. 软技能 - 强烈的自驱力和学习能力，能快速适应技术变革； - 良好的沟通能力和团队协作精神，能承担项目压力。
上市公司直招-交通业务资深总监（Agent）,武汉元光科技有限公司,40-70K·14薪,北京,本科,5-10年,100-499人,互联网,,职boss责： 1. 设计和实现Agent知识的数据管道（⽀持⽂档、数据库、API）。 2. 负责向量数据库和图数据库的选型、部署与调优。 3. 与领域专家协作构建业务对象模型，提升Agent的语义理解。 4. 建⽴数据溯源和审计机制，满足医药等高合规场景需求。 5. 优化检索召回性能，降低Token成本。 要求： * 5年以上数据⼯程经验，有RAG系统落地经验。 * 熟练掌握Python/SQL，熟悉Milvus/Qdrant和Neo4j。 * 理解ETA（实体-属性-关系）建模。 * 有医药、法律服务领域数据经验者优先。
