岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
OPC人工智能多模态智能体研发工程师,上海柠希信息技术有限公司,1.2-1.5万,上海·静安·彭浦新村,1-3年,本科,民营,20-99人,环保,,职位描述 1、岗位要求 （1）独立完成AI 智能体 + 多模态 + 工业场景全链路：需求→算法→开发→部署→运营→变现闭环； （2）AI 原生思维，能用 AI 工具链放大产能，一人搭建智能体矩阵自动化工作流； （3）项目落地经验：工业控制、流程自动化、企业 流程替代、商业闭环构建等； （4）自主规划、强执行力、跨工具整合、商业方案输出能力； 2、技能要求 （1）1–3 年：独立开发 Agent 流程、RAG、多模态微调、OPC 简单对接； （2）3–5 年 +：架构设计、多智能体集群、工业 OPC 全栈集成、大规模落地；
Supply Operation Quality Supervisor-Shanghai/Suzhou,辉瑞投资有限公司,1.5-2.5万,上海·静安·南京西路,5-10年,大专,外商独资,10000人以上,医药制造,已上市,"职位描述 1、Quality Assurance & Inspections and Internal Audit● Assists with the timely implementation of applicable quality management systems (SOPs) within the PCO.● Assists with ensuring initial and continuous training programs are implemented and maintained for all relevant PCO colleagues.● Ensures planned, permanent & temporary changes of GMP/GDP related activities & systems are managed & documented appropriately. Ensures change actions are completed as per agreed timelines.● Collects key quality performance indicators, evaluates and highlights any significant trends and identifies actions.● Monitor Key Performance Indicators (KPIs) of the QMS, evaluate and highlight significant trends, and identify actions. Leads and/or participates in Quality Review Meetings as required.● Provides support in the preparation and coordination of any Health Authority (HA) inspection and/or internal Pfizer audits of GMP/GDP activities in the PCO.● Work with local cross functional team to define appropriate action plans to address the inspection/audit observation and tracks action implementation within the agreed timelines.● Participates in the self-inspection program as an auditor and/or auditee, as required.● Leads and/or participates in the Quality Risk Management program for the consistent application, documentation and communication of risks to product quality/patient safety in support of GxP activities under the remit of SOQ.2、Local Product Disposition & Resolution of Product Quality● Perform the local release process of Products under the PCOs distribution license, as required.● Supports the coordination of all Product repackaging and/or relabeling activities in the PCO and at the third-party packaging site. Review and approve documentation related to the repackaging and/or relabeling of Pfizer Product, as required.● Actions Quarantine Alert Notifications promptly, as needed.● Ensures quarantine shipments are managed compliantly according to procedures, as required.● Provides support for any market action operation in the PCO, as required.● Complaint Handling – Perform Intake and Triage, issue correspondence letter as required. Acts as a contact point for Regulatory Agency/reporter in the PCO, as required.● Lead and/or participate in deviation investigations using appropriate tools and works with cross-functional teams to implement CAPAs.● Notify Management of significant concerns or deviations within the QMS which have the potential to impact product, regardless of release status. Where issues originate in the PCO, assist with the preparation of QRT meetings, where required. Assist with the implementation of local actions identified during QRT.● Management of relevant corrective and preventative actions (CAPA)3、Supplier Quality Management● Execute tasks associated with the management of GxP Suppliers including qualification, quality oversight in accordance with internal and regulatory requirements for GxP activities.● Assists with ensuring appropriate customer screening processes are in place to align with Pfizer and local regulations, as required.● Assist with the coordination of RQA audits at the Supplier.4、Leadership Skills● Facilitate development and execution of objectives / projects consistent with SOQ Purpose Blueprint.● Development and Maintenance of Quality culture, within the team and organization.5、Local Requirements● Responsible for operation under GSP license.● Responsible for IDC importation testing/surveillance testing.● Responsible for Annual Product Report/Annual Product Quality Review Report completion as needed for regulation requirements.● Support other required from local regulations.Here Is What You Need (Minimum Requirements)● A minimum Tertiary Education in Science, Pharmacy or related discipline.● A minimum of 5 years in the pharmaceutical industry in a quality role● Demonstrated ability to influence, when necessary, particularly with stakeholders and external parties.● Experience in GSP and QMS.● Technical writing and reporting● Licensed Pharmacist is preferred● Fluent in English (written & verbal)Bonus Points If You Have (Preferred Requirements)● Experience in quality administered systems● Strong organizational skills and attention to detail● Experience with regulatory compliance and documentation● Ability to mentor and review the work of other colleagues● Experience using common AI tools, including generative technologies such as ChatGPT or Microsoft Copilot, to support problem solving and enhance productivity. Demonstrated curiosity for exploring how these tools can improve outcomes and understanding of responsible AI practices, including risk management and ethical usePfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates.Quality Assurance and Control"
ai外呼接听客服/入职交金,上海喵淘房网络科技有限公司,9000-18000元·13薪,上海·浦东·塘桥,经验不限,高中,民营,100-299人,信息安全,,职位描述 职位描述岗位职责：1、我们是通过内部大数据已经筛选好的精准客，我们不用做无效的手工外拨，都是接通客户进行直接介绍，非常高效。2、新人入职无区别对待，跟所有老员工接同样优质客户。无需自己开发客户！福利待遇：一：综合薪资1.3w-2.6w1、试用期底薪6000+，提成＋绩效＋饭补，每月还有不同的月奖励机制，现金红包＋下午茶，同行综合流水均在10000以上，上手后正常20000左右。2、新人入职带薪培训一周。3、团队都是90后，00后，年轻团队，公司氛围好，福利待遇好。4、公司高速发展中，晋升机遇多，有明确的薪资奖金制度和晋升空间。任职要求：1、年龄20-35岁，学历不限，经验不限，可接受小白，有挣钱欲望，不甘于平庸。想挑战高薪的，想在一年内买房买车的来，主打一个英雄不问出处。2、性格开朗，普通话标准，有一定的社会经历。公司主打一个：向钱看，向厚赚
数据标注专员,上海旗盈企业管理咨询有限公司,5000-6000元,上海·长宁·江苏路,经验不限,大专,民营,100-299人,互联网电商,,职位描述 工作内容：1、负责AI业务数据标注、清洗、核查、验收等工作。2、完成公司领导安排的其他事务。任职要求：1、大专及以上学历，专业不限;2、能够进行基本的电脑操作；3、工作认真负责，细心耐心;4、具备较好的学习能力和理解能力。
AI应用基建研发实习生,北京三快在线科技有限公司,面议,上海,经验不限,本科,上市公司,10000人以上,互联网生活服务(O2O),最佳雇主,职位描述 基础研发平台是美团的核心技术平台，立足于“零售+科技”的战略定位，通过打造人工智能、大数据、云计算、安全等核心技术能力，以及研发效能平台、企业应用平台等公共服务，为业务提供稳定安全、扩展易用、技术领先的平台技术和产品服务。在这里，我们会参与到最前沿的技术研发和探索；能够接触超规模集群、海量数据，挑战高复杂业务场景，有机会与业界一流的工程师一起并肩前行。在这里，我们有超强的技术氛围，持续向社区贡献业界实践，加速行业技术发展；我们有完善的互联网学习生态圈，重视底层逻辑和方法论，助力职业生涯的非线性成长。真诚地邀请你，和我们一起驱动技术发展，创造行业价值。岗位职责1、负责AI应用基建（包括但不限于AI网关、AI Sandbox平台、AI研发框架等）以及AI应用的研发及调研工作。2、通过AI解决实际场景中的问题，探索可行的落地思路及产品验证。3、调研前沿好玩的AI产品能力，参与技术讨论和头脑风暴，提出创新想法。岗位基本需求1、计算机或相关专业本科及以上学历。2、熟悉任意一门编程语言（Python、Java等），对AI技术和应用有浓厚的兴趣。3、实习时间建议半年及以上。具备以下者优先1、熟悉大模型、RAG、Agent相关技术以及有相关产品建设经验的优先。2、熟悉LangChain框架以及有相关编程经验的优先。岗位亮点1、能够参与并负责美团AI基建产品的研发，挑战前沿技术。2、能够接触美团其他技术产品的技术内幕。3、能够与美团所有的基础研发技术大牛一起交流成长。
高级AI大数据开发工程师（AI数据平台）,壹沓科技(上海)有限公司,4-4.5万·14薪,上海·静安·彭浦,5-10年,本科,民营,300-499人,人工智能,B轮,职位描述 【岗位职责】：1. 数仓架构与建模：深入理解电商、广告、舆情等复杂业务，负责AI数据基座离线/实时一体化的数仓规划。基于Iceberg/Hudi构建湖仓一体架构，设计高可用、易扩展的主题域模型，支撑海量数据的高效存储与分析。2. 数据处理与优化：负责DataWorks/MaxCompute与Flink/Spark混合架构下的ETL流程开发。针对千亿级数据量进行模型重构、查询优化与成本治理，保障数据处理任务的SLA（稳定性、时效性）与资源利用率。3. 数据治理与安全：建立并维护全域数据资产目录、数据标准与质量监控体系，完善数据血缘追踪，确保数据的准确性、一致性及合规性，为AI训练与应用提供高质量数据源。4. AI原生数据工程：主导语义增强层建设，为LLM应用设计高效数据链路。包括：文本拆解、清洗及Embedding向量化处理；基于NER、关系抽取的知识图谱构建（本体设计→融合→推理）；支撑RAG、GraphRAG场景的多模态数据索引构建。5. 数据服务化与AI赋能：负责AI数据服务层开发，将数据资产封装为API/Skills，支持Text-to-SQL/Text-to-MQL、向量检索、图谱推理等能力，通过Headless/MCP等协议为Brand Agent、GEO Agent等上层应用提供敏捷数据支撑。6. 技术沉淀：抽象通用数据模型与解决方案，沉淀为可复用的组件或方法论，提升团队整体数据开发效率与用数体验。【岗位要求】：1. 统招本科及以上学历，计算机相关专业，5年以上大数据开发经验，其中至少3年专注于数据仓库建模与分层架构实施，有电商、广告、用户增长或舆情分析等复杂业务场景的成功案例。2. 掌握Spark、Flink、Hadoop、Hive、Iceberg等核心技术原理，具备深度调优经验；熟练使用阿里云MaxCompute、DataWorks者优先。3. 精通SQL及性能调优，熟悉AnalyticDB、ClickHouse、StarRocks等OLAP引擎；必须具备Milvus/ES等向量检索引擎、Neo4j等图数据库的实战应用与调优经验。4. 深刻理解维度建模理论，对数据质量、数据血缘、元数据管理有落地实践；具有丰富的AI数据工程经验（如特征工程、RAG数据准备、知识图谱构建、大模型预训练/微调数据清洗）。5. 具备优秀的数据服务化思维，有RESTful/GraphQL API设计开发经验，了解MCP (Model Context Protocol)​ 或大模型工具调用机制者优先；有Text-to-SQL/Text-to-MQL项目落地经验者优先。6. 具备极强的业务抽象、逻辑思维及跨团队沟通能力，对数据敏感，工作细致负责，有强烈的技术自驱力，能适应快节奏的技术挑战。
数据分析实习生-AI创新业务,字节跳动,7000-8000元,上海,经验不限,本科,民营,10000人以上,产业互联网平台,最佳雇主,职位描述 岗位职责：日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。团队介绍：字节跳动AI创新业务团队，在这里你将有机会参与到行业前沿产品的规划设计，开拓自己的行业视野，与先进团队共同成长。1、负责埋点设计，思考AI产品的埋点体系建设方式，搭建AI自动化埋点体系；2、敏捷响应业务分析需求，协助资深分析师快速回收实验、验证猜想，助力业务定位问题、发掘机会；3、参与数据体系建设，协助资深分析师完成业务数据指标的设计与建设落地，夯实产品数据基建。任职要求：1、本科及以上学历在读，计算机、机器学习、大数据科学、应用统计等相关专业优先；2、熟练使用SQL&Python，具备大数据理论知识，了解Hive、Spark等业界主流工具；3、掌握机器学习、统计建模方面的相关知识，有一定实践经验为佳；4、有强烈好奇心，对新科技、新事物尝新意愿强，体验过各类AI产品、对AI生态发展有一定了解；5、具备以下能力：自驱能力、沟通能力、协调推动能力。
AI讲师,上海非凡进修学院,6000-8000元,上海·徐汇·徐家汇,经验不限,本科,民营,100-299人,课外培训与资格考试,,职位描述 一、岗位职责：1、按进度负责AI漫剧/短剧制作课程的教学工作，面向学员讲授从创意构思到成片产出的全流程；2、做好随堂辅导、作业点评及学员作品整理；3、根据学员反馈和行业变化，协助优化课程内容和教学案例二、任职资格：1、有完整的AI漫剧或短剧作品（简历请附作品链接或文件）；2、熟练使用主流AI工具（如即梦、 Banana、LibTV、NEOAI 等）；3、具备从0到1的项目实战经验，了解全流程关键环节；4、表达能力强，有教学或培训经验者优先；5、线下授课，可长期合作优先考虑
数据自动标注工程师,奇瑞汽车股份有限公司,3.5-5万·15薪,上海·闵行·新虹,3-5年,本科,股份制企业,10000人以上,新能源/燃油整车研发制造,,职位描述 岗位职责 1. 负责自动驾驶场景下多模态数据（图像、点云、雷达等）的自动化标注pipeline设计与开发，覆盖动态障碍物、静态道路元素、Occupancy、Freespace、车位等关键要素。 2. 构建基于模型推理、多传感器融合及后处理规则的智能标注系统，提升标注效率与精度，减少人工干预。 3. 开发标注质量评估、异常检测与自动修正机制，保障标注数据的一致性与可靠性。 4. 与感知算法、数据平台及标注运营团队协作，推动自动化标注工具在行车、泊车等场景的落地与迭代优化。 5. 探索利用自监督、弱监督、大模型等前沿技术提升自动化标注能力，支持大规模数据闭环。 任职要求 1. 计算机、人工智能、自动化或相关专业本科及以上学历，2年以上自动驾驶或AI数据工程相关经验。 2. 熟悉目标检测、语义分割、BEV/Occupancy建模等感知任务，具备实际模型推理与后处理开发经验。 3. 精通Python，熟悉PyTorch/TensorFlow、OpenCV、PCL等工具库，有大规模数据处理或标注系统开发经验者优先。 4. 了解LiDAR点云、多相机标定及传感器融合基本原理，能高效处理多模态异构数据。 5. 具备良好的工程实现能力和问题抽象能力，对数据质量和自动化效率有强烈追求。
信贷专员/15-40统提提成/AI培训/早九晚七/不加班,上海鑫昀和信息科技有限公司,2-3万,上海·浦东·花木,经验不限,,合资,20-99人,投资与资产管理,C轮,职位描述 公司是做直客的，不做转介绍Ab贷!不收手机，不穿正装!保底8500[岗位职责1.公司提供优质资源以电话的方式开发需要融资的企业、公司及个人2.进行客户邀约(只需要负责邀约，有主管免费谈单);【优势]:1.行业内优厚提成待遇，没有之一2.实时短信数据(新人跟老人一样的数据资源!)3.年假20天以上!法定正常带薪休假!陪家人!4.多种提成方式并存，付出对应回报，根据级别对应相应的提成待遇。5.人均业绩(10W+)人均收入(3W-6W)6.注重新人的培养，新人系统的培训，从基本规章制度到业务再到系统等专业培训，课程制进行。
智能驾驶数据标注,科锐尔人力资源服务(苏州)有限公司,8000-12000元,上海·浦东·张江,1-3年,大专,上市公司,500-999人,咨询服务,,职位描述 Tagging岗位职责1、根据要求在测试数据上按照车辆行为、交通场景等要素添加对应的标签，根据标签对数据进行分类、筛选。2、根据要求在测试数据上添加上述标签之外的标注，以便于后续分析、处理。3、协助整理日常工作中生成的标签、标注，在此基础上可生成项目需要的各种报告。4、与QC保持沟通，了解标签/标注的最新要求，保持打标能力持续更新和效率提升。5、根据工作流程完成各项工作任务。6、反馈日常工作中遇到的工具、流程方面存在的问题或改善点，推动工具、流程不断优化。岗位要求1、对驾驶辅助/自动驾驶系统和功能有一些了解。2、有学习能力，能根据项目要求不断更新地工作技能和打标标准。3、高职、大专或以上学历。基础英语能力，能看懂操作界面和常用单词。4、协作性好，可配合团队完成各项工作，可胜任夜班工作安排。加分项1、有过驾驶辅助/自动驾驶相关工作经历。2、有较好的英语能力，如具备CET-4或相当的英语能力。
互联网大厂/大模型数据标注/多岗位可选,江苏成功企业管理有限公司苏州分公司,9000-15000元,上海·杨浦·新江湾城,1-3年,本科,民营,1000-9999人,人力资源,,职位描述 ps：我们有多种不同方向大模型岗位，base：上海、北京、成都可选欢迎投递咨询！！！！岗位职责：1. 负责大模型（LLM/Agent/RAG）的效果评测、数据标注、质量质检工作，按标准完成标注、打分、badcase 整理与分析。2. 参与评测用例设计、评测标准制定、数据集构建，确保数据质量与模型效果可量化。3. 对模型输出进行效果验证、事实性校验、安全性校验，输出评测报告与优化建议。4. 协同产品、算法团队，跟进模型迭代，推动标注流程优化、效率提升、质量稳定。5. 完成数据清洗、分类、入库、复盘等日常数据运营工作。任职要求：1. 本科及以上学历，专业不限，语言学、汉语言、计算机、数据相关专业优先。2. 有大模型标注、AI 训练、内容评测、数据质检、审核运营相关经验优先。3. 逻辑清晰，文字理解能力强，做事细致，有质量意识。4. 会基础 Excel 及数据整理，了解大模型基本概念者优先。薪资福利：.提供包三餐福利，入职五险一金 周末双休
AI Agent开发工程师（26年应届生）,立邦投资有限公司,1-2万,上海·浦东·花木,经验不限,本科,外商独资,10000人以上,化学原料/化学制品,最佳雇主,职位描述 一、岗位概述本岗位主要负责基于大模型构建具备任务理解、任务拆解、工具调用与执行能力的智能体应用。你将围绕真实业务场景，参与AI Agent系统从方案设计、原型开发、能力集成、测试调优到落地迭代的全过程，推动智能体从概念验证走向实际可用。本岗位重点关注AI Agent工程开发能力，希望你具备良好的编程基础、工程思维和动手能力，能够将大模型能力转化为可运行、可扩展、可持续优化的应用系统。二、核心职责1、AI Agent系统开发• 参与基于大语言模型的AI Agent应用设计与开发，包括任务流设计、执行逻辑编排与工具调用集成。• 根据业务需求，构建具备理解、规划、执行能力的智能体原型或应用模块。• 参与Agent skills、工具调用能力、安全沙盒机制及任务执行链路的开发、联调与优化。• 支持AI Agent在不同场景下的能力扩展、稳定性优化与功能迭代。2、工具与系统集成• 接入业务系统接口、第三方服务接口及各类工具能力，提升AI Agent的任务执行与协同能力。• 协助实现AI Agent与内部平台、业务流程及自动化系统的联动集成。• 参与接口联调、异常排查、运行测试及基础性能优化工作。3、场景落地与效果优化• 结合实际业务问题，参与AI Agent应用场景分析、原型验证和落地推进。• 持续优化AI Agent的任务拆解能力、执行效果、响应质量、稳定性与可用性。• 参与测试案例整理、运行问题复盘及应用效果评估，提升系统可维护性与可复制性。三、任职资格应知1. 了解大语言模型（LLM）的基本原理及常见应用模式。2. 理解Agent、skills、工具调用、沙盒执行、工作流编排等基础概念。3. 理解AI应用从原型开发、测试验证到部署迭代的基本过程。4. 对AI Agent开发方向有明确兴趣，愿意持续投入实践。应会1. 熟练掌握至少一门编程语言，优先Python，具备良好的代码实现能力。2. 具备基础的数据结构、算法、接口调用与调试能力，能够独立完成简单功能模块开发。3. 熟悉Git等开发协作工具，有良好的工程开发习惯。4. 能够基于大模型API、工具调用机制和业务接口，完成简单AI Agent原型的开发、调试与验证。5. 具备基础技术文档编写与问题分析能力。应善1. 具备良好的逻辑分析能力，能够将复杂任务拆解为清晰可执行的步骤。2. 有较强的动手能力和结果导向，能够把想法快速转化为可运行的原型或功能。3. 对新技术保持敏感，具备较强学习能力和持续迭代意识。4. 具备良好的沟通协作能力，能够与产品、业务、研发同事配合推进项目。应备1. 2026届本科及以上学历，人工智能、计算机科学与技术、软件工程、数据科学、电子信息等相关专业优先。2. 有以下任一经历者优先：• AI Agent / LLM应用开发项目经验• skills或工具能力封装经验• 自动化工作流、任务执行链路或安全沙盒相关开发经验• 大模型与业务系统/API集成项目经验3. 有可展示的项目作品、代码仓库、Demo或技术输出者优先。4. 英语读写能力良好，能够阅读技术文档者优先。
ai视频剪辑师,河南狂人电子商务有限公司,7000-10000元,上海·虹口·曲阳路,经验不限,,20-99人,互联网电商,,,职位描述 时间自由，欢迎加入我们 1. 公司自己订单，视频剪辑订单。 2. 电商店铺稳定订单 3. 能对客户认真负责 4、热爱剪辑视频 岗位职责： 1、根据短视频、品牌宣传片、商业广告等不同项目需求，独立运用AI剪辑工具结合专业剪辑软件，完成从素材筛选、精剪拼接、调色配乐到成片输出的全流程制作工作； 2、熟练运用各类AI剪辑核心功能提升制作效率与作品质感，确保成片画面流畅、音频清晰、字幕准确，符合品牌调性及平台发布规范 3、负责AI生成原始素材的优化处理，解决素材一致性、逻辑跳跃等问题，通过剪辑技巧实现AI素材与传统拍摄素材的无缝融合； 4、跟进行业AI剪辑技术动态，主动探索新的AI剪辑工具（如Midjourney、Stable Diffusion、即梦、豆包、可灵、海螺、星流、Vldu、Runway等）及应用技巧，优化工作流，提升产出效率。
