岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
品牌PR,上海韩创网络科技有限公司,1.8-2.5万,上海·浦东·张江,3-5年,本科,100-299人,产业互联网平台,,,职位描述 我们不只是会用AI。我们的工作方式本身就是AI-native。同样，越来越多新的创业项目，也不只是“做一个AI功能”，而是从第一天起，就按照Agent时代的逻辑去构建产品、团队与组织【产品背景】听脑 AI 是一款 智能会议录音与转写工具，通过“多端录音 + AI 转写 + 智能总结 + 多端同步”，让每一次会议都能沉淀为可搜索、可复盘、可分享的知识资产。【岗位定位】你将构建听脑 AI 的 长图文与品牌叙事体系，把产品在「AI 办公、会议纪要、知识管理、音频转写」等方向上的价值，转化为 公众号深度稿、知乎回答与专栏、媒体/公关稿件、案例故事与行业观点。你与产品、运营、增长团队协作，支撑新品上市、用户案例传播与品牌心智建设，让读者 看得懂、信得过、愿意试用或推荐。【工作职责】1. 长图文内容体系1.1统筹微信公众号、知乎等平台的长内容策略：栏目规划、更新节奏、语调与视觉规范；1.2产出或把控深度稿、解读稿、问答稿、清单体干货等，确保信息准确、观点清晰、可读性强。2. 产品叙事与案例翻译2.1将听脑 AI 的能力（录音与转写、智能总结、行动项、搜索与分享、多端同步等）翻译为 用户故事、场景对比与数据化表达；2.2策划并撰写标杆用户 / 团队案例，形成可对外传播的标准版本（脱敏、口径统一）。3. 议题策划与行业发声3.1围绕 AI 办公效率、会议协作、知识沉淀、语音技术应用等方向 策划传播议题，把握热点与品牌安全的平衡；-3.2必要时撰写媒体通稿、活动发言人素材、合作伙伴联合稿件等 PR 向内容。4. 跨职能协同4.1与产品、运营、增长对齐重大节点（版本发布、功能上新、市场活动），输出配套文案与传播 Brief；4.2 建立 选题池—撰稿—事实核对—发布—复盘的简单流程，减少反复与口径漂移。【任职要求】1. 经验：3 年及以上科技互联网、AI、SaaS、工具类产品或品牌方向的内容经验，能独立承担 深度长文的主笔或总编角色。2. 写作能力：逻辑严密，能写出 有观点、有场景、可查证的稿件；熟悉中文书面表达的节律与分层（摘要 / 正文 / 行动呼吁）。3. 渠道理解：熟悉公众号、知乎长图文及媒体稿件的传播逻辑，了解事实核对、引用与合规表述的基本要求。【核心能力】1. 抽象与翻译：能把技术或功能语言还原为职场人的日常问题和解决方案。2. 结构化输出：擅长列提纲、拆章节，能在截止时间前交付可用版本并迭代打磨。3. 协作沟通：能采访内部同事或用户，整理素材并形成终稿，而不是闭门造车。【 加分项】1. 科技媒体、公关公司、品牌市场或 产品市场（PMM）背景。2. 有 小型内容团队管理*或固定专栏运营经验。3. 对语音识别、大模型应用或协同办公赛道有持续观察与素材积累。
机器人应用开发工程师,上海沁恩商务信息咨询有限公司,2-3.5万·13薪,上海·闵行·吴泾,3-5年,本科,股份制企业,20-99人,半导体/芯片,,职位描述 岗位定位负责基于成熟人形机器人、移动机器人或机械臂平台，完成半导体封装工厂场景下的机器人应用开发、任务流程编排、AI / CV / 多模态模型能力集成、机器人 SDK / ROS2 接入、仿真验证和真机部署，推动机器人在搬运、巡检、取放、上下料等工业场景落地。岗位职责1. 基于成熟机器人平台 SDK，开发工厂场景下的机器人应用功能，包括任务流程、动作调用、状态管理、异常恢复和人机交互逻辑。2. 负责机器人与 AI / CV 算法、多模态模型及调度系统的集成，将感知、理解、规划结果转化为机器人可执行动作。3. 使用 ROS / ROS2、Python / C++ 完成机器人节点开发、接口封装、数据通信、运动指令调用和系统联调。4. 基于机器人仿真平台完成搬运、取放、巡检等场景的仿真验证，缩短真机调试周期。5. 参与机器人在工厂现场的部署、标定、调试和问题排查，确保机器人在真实环境下稳定运行。6. 结合工业场景需求，参与 VLA / VLM / LLM Agent 等多模态模型在机器人任务中的应用验证，包括任务理解、目标识别、动作规划、执行反馈和失败恢复。7. 沉淀可复用的机器人应用模板、接口规范、调试文档、部署 SOP 和场景解决方案。任职要求1. 本科及以上学历，机器人、自动化、计算机、人工智能、机械电子等相关专业。2. 熟悉 Python，具备 C++ 基础，能够阅读和调用机器人 SDK / API。3. 熟悉 ROS / ROS2，理解 Topic、Service、Action、TF、URDF 等基础机制。4. 熟悉 Linux 开发环境，具备 Git 等基本工程协作能力；有 Docker 使用经验者优先。5. 熟悉至少一种机器人仿真平台，如 Isaac Sim、MuJoCo、Gazebo 等，具备仿真场景搭建、任务验证或仿真到真机调试经验。6. 有真实机器人项目开发或调试经验，了解机器人从仿真到真机部署的基本流程。7. 具备一定机器人学基础，理解坐标系变换、末端位姿、路径规划、运动执行、传感器数据读取等概念。8. 对 VLA / VLM / LLM Agent 在机器人任务规划、视觉理解、动作生成或人机交互中的应用有一定了解。9. 具备较强工程落地能力，能够在真实场景中进行问题定位、联调和持续优化。加分项1. 有工业场景机器人落地经验，如搬运、巡检、取放、上下料、工位协作等。2. 有人形机器人、机械臂、AMR、AGV、服务机器人或工业机器人应用开发经验。3. 熟悉 YOLO、SAM、FoundationPose、Open3D、PCL 等视觉/点云工具。4. 有 VLA / VLM / LLM Agent 驱动机器人任务规划或动作执行项目经验。5. 有 PLC、MES、WMS、Modbus、OPC-UA、MQTT 等工业系统或协议对接经验。6. 有机器人真机部署、现场调试、客户场景交付或项目验收经验。
智能体产品经理,中移(上海)信息通信科技有限公司,2.5-3万,上海·浦东·金桥,3-5年,本科,其它,500-999人,产业互联网平台,,职位描述 中移(上海)信息通信科技有限公司招聘 岗位职责： 1、完成座舱智能体的整体产品规划独立负责核心功能模块的需求梳理、原型设计与需求文档输出，支撑产品版本迭代。 2、参与AI技术与座舱场景的融合验证，推动智能体、多模态交互、端云协同等能力的落地。 3、对接研发、测试团队，跟踪功能迭代与测试验证过程，及时协调解决项目风险与问题，保障模块交付质量与进度。 4、根据车企用户及车内场景的使用反馈，分析产品体验痛点，输出优化方案并推动落地。 5、协助完成座舱智能体产品的商业化支撑工作，包括客户需求对接、方案演示、交付验收等，保障项目落地效果。 任职要求： 教育背景:计算机、通信、软件工程、信息工程等相关专业，大学本科及以上学历;知识技能:熟悉LLM-based Agent、多模态交互等智能体技术栈，了解车规级产品开发流程;具备良好的需求文档撰写与原型设计能力;对智能座舱、车联网行业有基本认知; 工作经验:3-5年智能座舱、车载AI产品或智能体相关工作经验，具备从0到1智能体功能模块落地经验;有车企座舱部门、AI 科技公司智能体产品经验者优先 能力素质:思维敏捷，沟通、抗压能力强;优秀的规划、组织、协调和目标管理能力;为人正直诚实，纪律意识强，能遵守廉洁从业的各项要求。
科技管培生（AI产品经理方向）,平安国际融资租赁有限公司,8000-12000元·20薪,上海·浦东·陆家嘴,经验不限,本科,民营,1000-9999人,其他专业服务,,职位描述 工作职责：1. 负责对接AI中台，实现To B业务核心系统中的商业化应用的落地；2. 负责牵头知识库的整理、SKILL的抽象及编写、Agent工作流的新建和维护；3. 其他智能模型的应用场景。 任职资格： 1. 应届毕业生（优秀者可放宽至近1年应届毕业）； 2. 有自己搭建的知识库、skill、Agent工作流项目； 3. 对open claw、Q claw、claude code、open code等至少有一个方向较熟悉。
AI开发工程师,南京争锋信息科技有限公司,1.2-1.7万,上海·浦东·曹路,经验不限,本科,合资,20-99人,产业互联网平台,,职位描述 岗位职责：1. 智能Agent开发：基于大模型（如GPT、BERT等）开发智能Agent，满足不同业务场景需求。2. Agent平台构建：使用 Dify、FastGPT 等工具，构建和优化智能Agent开发平台，提高系统可扩展性和易用性。3. RAG（检索增强生成）优化：利用 FlowRAG、LangChain 等开源产品，提升大模型的信息检索和生成能力。4. 大模型调优：具备大模型微调数据准备能力，能够进行数据清洗、标注、格式转换等操作，并具备模型微调训练能力，优化大模型在特定任务上的表现。5. 存储与记忆管理：集成 Weaviate、Chroma、Pinecone、Milvus 等向量数据库，优化Agent的长期记忆能力，并熟悉 MemGPT、LangMem、Zep 等Memory管理框架，实现高效的Agent记忆存储与检索。6. Agent框架：熟悉 AutogenAI、LangGraph、DSPy、CrewAI、LlamaIndex 等Agent开发框架，能够构建可扩展的智能体系统。7. MCP协议与Client-Server架构：熟悉 MCP（Multi-Agent Communication Protocol），具备 Client-Server架构 的开发与集成能力，能够设计高效的Agent通信机制。8. DSL定义与执行引擎开发：具备 DSL（领域专用语言） 的定义、生成能力，并能够开发高效的 DSL执行引擎，用于智能Agent的任务编排和执行。9. 技术创新与分享：跟进AI Agent领域的最xin技术趋势，撰写技术文档，推动团队技术进步。任职要求：1. 计算机科学、人工智能或相关专业，本科及以上学历。2. 熟悉大模型（LLMs）：理解GPT、BERT等大模型的原理，具备大模型微调数据准备能力和模型微调训练能力。3. Agent开发经验：熟悉 Dify、FastGPT 等Agent开发工具，能够阅读和优化其代码。4. RAG技术栈：掌握 FlowRAG、LangChain，能够构建高效的检索增强生成系统。5. Agent框架：熟悉 AutogenAI、LangGraph、DSPy、CrewAI、LlamaIndex，能够构建智能Agent系统。6. 存储与记忆管理：熟悉 Weaviate、Chroma、Pinecone、Milvus 等向量数据库，并掌握 MemGPT、LangMem、Zep 等Memory管理框架，优化Agent的长期记忆能力。7. MCP协议与Client-Server架构：熟悉 MCP协议，具备 Client-Server架构的开发与集成经验。8. DSL定义与执行引擎开发：具备 DSL定义、生成 能力，并能够开发 DSL执行引擎，用于智能Agent的任务编排。9. 分布式系统与云计算：熟悉 华为云ModelArts 等云端大模型托管平台，具备云端大模型部署、调用和优化经验。10. 编程能力：熟练掌握 Python、Node.js、Java 中至少一门语言11. 团队合作与问题解决能力
AI 智能体（Agent）开发工程师,上海奕盛软件有限公司,1-1.8万,上海·闵行·浦江,3-5年,本科,民营,20-99人,软件/IT服务,,"职位描述 岗位职责1. AI 智能体设计与开发• 基于大语言模型（LLM）设计并开发可落地的 AI 智能体（Agent），支持多步骤任务规划、推理与执行。• 实现 Agent 的任务拆解、状态管理、上下文记忆及工具调用机制。2. 业务场景 Agent 化落地• 与业务顾问、实施顾问协作，将企业业务场景（如财务分析、经营分析、合同管理、数据洞察等）抽象为可复用的 Agent 能力。• 将原有依赖人工或规则的分析流程，改造为 Agent 自动执行流程。3. RAG 与企业知识增强• 设计并实现基于 RAG（Retrieval-Augmented Generation）的企业知识问答与分析能力。• 负责文档、结构化数据的向量化、检索策略与效果优化。4. 工具与系统集成• 设计并实现 Agent 可调用的工具（Tool），包括数据库查询、业务系统 API、分析与计算工具。• 支持 Agent 与 ERP / 财务系统 / 数据平台的集成。5. 工程化与稳定性保障• 编写可维护、可扩展的 Agent 服务代码，支持部署、监控与日志追踪。• 持续优化 Agent 的响应速度、执行成功率与成本控制。任职资格必备条件• 本科及以上学历，计算机、软件工程、数据相关专业优先。• 3–5 年软件开发经验，具备扎实的工程能力。• 精通 Python 或 Java（Spring Boot），具备后端服务开发经验。• 熟悉 RESTful API、基础数据库（MySQL / PostgreSQL 等）。AI / Agent 相关能力• 熟悉大语言模型的使用方式与基本原理（Prompt、Function/Tool Calling、上下文管理）。• 具备以下至少一项实际经验：• Agent 框架（LangChain / LangGraph / AutoGen / CrewAI 等）• RAG 系统或向量检索系统• 能独立完成从「业务需求 → Agent 方案 → 技术实现」的闭环。• 熟悉 Multi-Agent 协同机制，包括 MCP、A2A 协作，数据与系统能力• 了解向量数据库或相似度检索机制（Milvus / FAISS / PGVector 等）。• 了解结构化与非结构化数据结合使用的场景与方法。• 有企业系统集成经验者优先（ERP / 财务 / BI / 数据平台）。综合素质• 良好的沟通能力，能与业务、数据、技术多角色协作。• 具备一定抽象能力，能够将一次性需求沉淀为可复用能力。其他• 有制造业或企业级软件项目经验优先考虑。• 有本地大模型或私有化部署经验优先考虑。• 熟悉数据仓库、指标体系或 BI 产品优先考虑。• 有技术方案文档或对外技术交流经验优先考虑。• 能将前沿技术/项目经验等组织内部培训,提升所有部门的效率"
SFE Manager (MJ003514),拜耳集团,面议,上海·浦东·三林,3-5年,本科,外商独资,1000-9999人,生物/制药,已上市,职位描述 YOUR TASKS AND RESPONSIBILITIES BU奖金政策制定与核算:制定BU的奖金政策，基于流向数据计算奖金，监控发放进度，处理申诉并输出 协助合作伙伴制定奖金政策/绩效考核：协助公司和业务合作伙伴设计阶梯激励规则（个人/团队/超额），确保对齐销售目标。 指标制定与评估：将部门整体绩效目标拆解至渠道、区域及销售人员，匹配资源并制定分层执行目标。 库存/流向审计：制定数据抽样方案，辅导第三方审计公司进行季度、年度审计，识别异常积压、窜货或数据偏差，确保销售健康良性。 人客岗主数据管理：维护人员-客户-岗位主数据（医院/连锁分级等），定期校准资质信息 返利数据支持：计算医院招标补偿金额，提供经销返利条款制定及结算数据支持。 跨部门协作与赋能：与BU内部市场、销售等团队，外部IT、财务、人力资源、合作伙伴等紧密合作， 通过数据洞察推动业务增长，提升效率 WHO YOU ARE 本科及以上学历，医药、市场营销或相关专业优先。 3年以上医药行业销售支持经验（需熟悉奖金流程、主数据管理及返利） 系统操作：熟练使用公司内部系统（如CRM/返利管理平台）及Office套件，具备熟练的数据处理能力 理解返利协议结构及奖金核算规则 执行力：高效推进跨部门协作项目，确保任务闭环（如返利支付跟踪、活动ROI优化） 风险意识：细致审核主数据/返利文件，规避合规风险 抗压沟通：妥善处理销售团队申诉及第三方合作冲突 隐私保护提示：拜耳深知个人信息对您而言十分重要，并严格遵守法律法规，竭力保证您的个人信息安全。如果您投递简历，您的简历及其他您主动提供的个人信息将被录入拜耳招聘系统，敬请知悉。
GCA China Analytics Innovation Lead,辉瑞投资有限公司,7.5-10万,上海·静安·南京西路,10年以上,本科,外商独资,10000人以上,医药制造,已上市,"职位描述 GCA China Analytics Innovation leadROLE SUMMARYThe Global Commercial Analytics (GCA) team within the Chief Marketing Office (CMO) organization is dedicated to transforming data into actionable intelligence, enabling the business to remain competitive and innovative in a data-driven world. We play a pivotal role in extracting insights from large and complex datasets, dynamic market situations to drive strategic decision-making. Collaborating closely with various subject matter experts across various fields, our team leverages primary market research, advanced statistical analysis, machine learning techniques, and data visualization tools to generate insights, uncover patterns, trends, and correlations within the data to support business decision making. Additionally, we are dedicated to delivering new, innovative capabilities by deploying cutting-edge Machine learning algorithms and artificial intelligence techniques to solve complex problems and create value.As a director, Analytics Innovation Lead in China analytics team, you will proactively accelerate analytics-driven innovation across Pfizer China organization. This role will partner closely with Therapeutic Area GCA IIS Leads (Integrated Insights & Strategy, Business Partners) and cross-functional stakeholders to deeply understand business unmet needs, and the “moments that matter” in commercial decision-making, then shape solutions, and move from discovery to proof-of-concept, pilot, scaling, to business impact realization.In addition, this role will actively champion AI tool adoption within the GCA team, elevate analytical capability, efficiency and creativity through reusable toolkits, best practices, and capability building, unlocking new levels of insights generation.The successful candidate will bring a combination of deep analytical expertise, strong technical (AI) capability, strategic thinking, innovation mindset, and strong stakeholder influence to help drive Pfizer China’s analytics innovation agenda.ROLE RESPONSIBILITIESRole definition and Key Accountability include, but are not limited to:Drive Analytics Innovation Strategy● Partner with GCA leadership to develop and execute a roadmap for analytics innovation aligned with Pfizer’s commercial priorities● Identify and shape analytics innovation opportunities across Pfizer China’s commercial organization, with a strong focus on AI-driven and advanced analytics solutions● Partner with GCA IIS TA lead, conduct TA deep dive to identify opportunities, collaborate to drive the incubation, development, and implementation of prioritized analytics innovation initiatives● Partner with data science, digital, external vendors as needed to apply advanced analytics methodologies including AI/ML to address complex business questions● Connect with global and international teams (GCA Data science, strategy and innovation), promote synergy and proactively promote innovations from global/international to China, and the other way around● Align with the Analytics Innovation Acceleration & Enablement Lead and Innovation and Impact Team (Business Transformation) to accelerate innovation delivery and quantify business impact.● This alignment also supports the International AI transformation by localizing global analytics capabilities, scaling proven use cases, and feeding China innovations back into the international roadmap and vice versa.● Act as a thought leader to shape “what good looks like” for AI and analytics innovations in commercial contexts, aligning stakeholders around outcome-driven innovation● Project management: Translate approved business cases into roadmaps with clear scope, milestones, dependencies, and KPIs; ensure disciplined delivery● Establish and operationalize measurement frameworks (leading/lagging indicators) to evaluate experiments and quantify business impact, track adoption and outcomesChampion AI Adoption and Capability Enablement● Proactively explore and promote the use of AI tools and emerging analytics technologies to enhance the productivity, creativity, and analytical capabilities of the GCA team● Identify opportunities where AI-enabled tools can improve analytical workflows, automate processes, and accelerate insight generation● Build reusable playbooks, templates, and internal “how-to” assets● Role-model hands-on problem solving while building confidence and maturity in AI/analytics tool usage● Foster a culture of experimentation and learning to help the analytics community adopt innovative tools and approachesPROFESIONAL EXPERIENCE AND EDUCATIONAL REQUIREMENTS● Strong problem-solving capability with a structured and hypothesis-driven analytical approach● Demonstrated experience applying advanced analytics, AI, machine learning, or data science to solve complex business problems● Solid programming and analytical tooling capability (e.g., Python/R/SQL or equivalent) would be a plus● Strong curiosity and passion for emerging technologies, particularly Artificial Intelligence and analytics innovation● Leadership and delivery - “Player-coach” leadership: can both guide teams and contribute hands-on when needed to unblock delivery or raise solution quality.● Highly proactive with a strong drive to explore new ideas and translate them into practical business applications● Excellent interpersonal communication and influencing skills, with the ability to work effectively with cross-functional stakeholders● Proven track record of being an indispensable thought partner to senior leaders and influencing without authority Fluent in English (written and spoken)● Proven ability to act as a strategic partner with the capacity to quickly establish relationships of trust, credibility, and be seen as a driving partner to commercial clients and cross-functional stakeholders● Previously demonstrated Business / Financial acumen● 10+ years of professional experience, with 7+ years in analytic or consulting roles; Healthcare and Pharmaceuticals highly preferred● Demonstrated significant professional experience of strategy and/or research/analytics/innovation interacting with senior stakeholders to effectively communicate insights.● Bachelor’s degree required. Advanced degree strongly preferred (e.g. MBA or MS/PhD) in a quantitative discipline such as Statistics, Data Science, Artificial Intelligence, Computer Science, Engineering, or related fields.Work Location Assignment: On PremisePfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates.Marketing and Market Research"
AI Agent 研发工程师,深圳市法本信息技术股份有限公司,1.5-2万,上海·杨浦·平凉路,3-5年,本科,上市公司,1000-9999人,软件/IT服务,优选雇主,职位描述 职位描述1、设计和实现LLM、Agent的相关基础设施与工具链，包括但不限于自动评估体系、Agentic RL模拟环境构建、Memory服务等，并推动业务落地；2、与算法团队紧密配合，持续优化基础设施和Agent研发平台的能力与用户体验，支持网络AIOps等相关业务的算法生产与高效迭代；3、关注AI Agent生态技术发展，持续探索并引入先进的Agent应用技术方案。职位要求1、计算机基础知识扎实，对操作系统、数据库、网络基础知识充分掌握，熟悉常见的服务端技术组件，对常见的服务端场景有架构设计和优化思路；2、编码能力优秀，对代码质量与代码风格有高标准要求，对所熟悉的编程语言有一定的深入了解；3、有Agent系统开发经验，对Memory、RAG、MCP、SFT、RL评测等Agent生态中的一项或多项技术有深入理解；4、对AI应用、LLMOps、AgentOps方向有浓厚兴趣和热情，自驱力强，对新事物的学习与探索能力强，具备出色的问题分析与解决能力。加分项：1、熟悉LLM、Agent训练、评测、编排、部署的完整流程，熟悉平台开发；2、熟悉主流大语言模型、多模态大模型推理框架，有相关调优经验优先；3、擅长用大模型能力辅助工作并解决问题。
AI产品经理,慧研智投科技有限公司,1-1.5万,上海·静安·彭浦,3-5年,本科,民营,1000-9999人,证券/期货,,职位描述 工作职责： 1. 大模型产品全流程开发设计：独立负责大模型相关产品的规划与设计，包括但不限于大模型选型、Prompt工程优化、模型微调方案设计、能力封装与落地，结合业务场景制定合理的技术路线和产品迭代策略，确保大模型产品满足业务需求且具备可落地性。 2. AI项目全生命周期管理：主导AI相关项目（含大模型应用、AI工具类产品等）的全流程推进，从需求调研、产品规划、原型设计、需求文档撰写，到与算法、研发、测试团队协同，推动项目上线、迭代优化及效果复盘，解决项目推进中的核心问题，确保项目按时按质交付。 3. AI产品需求与场景落地：深入挖掘行业业务痛点，结合AI技术（大模型、机器学习、NLP等）设计产品解决方案，梳理需求优先级，输出清晰的PRD、原型及产品规范，推动AI技术与业务场景深度融合，提升产品核心竞争力。 4. 跨团队协同与技术对接：对接算法、研发、测试、运营等多团队，清晰传递产品需求和技术要求，协调资源解决开发过程中的技术瓶颈，推动算法模型优化、产品功能落地，确保产品体验符合设计预期。 5. 产品迭代与效果优化：跟踪大模型产品上线后的运行数据、用户反馈，分析产品短板和优化空间，制定迭代计划，持续优化大模型性能、产品功能及用户体验，提升产品使用率和满意度。 6. AI技术与行业动态跟踪：持续关注大模型、AI领域前沿技术（如多模态、Agent、模型压缩等）及行业竞品动态，结合公司业务实际，提出产品创新思路和技术应用方案，保持产品的创新性和领先性。 7. 产品文档与规范输出：负责撰写、更新产品相关文档，包括需求文档（PRD）、产品说明书、测试用例指导、上线文档等，确保文档的准确性、完整性和可读性，为团队协作提供支撑。 任职要求 1. 学历与专业：本科及以上学历，计算机、人工智能、产品管理等相关专业优先，3年及以上AI产品经理工作经验。 2. AI项目经验：有完整AI项目实操经验，曾主导或核心参与大模型相关产品（如大模型应用开发、模型微调、Prompt工程等）的全流程，熟悉AI项目开发流程和技术逻辑。 3. 大模型能力：可独立完成大模型的开发设计，掌握大模型选型、微调、优化的核心方法，了解主流大模型（如GPT、文心一言、通义千问等）的特性及应用场景，能结合业务需求设计合理的大模型产品方案。 4. 专业能力：具备扎实的AI产品思维，熟悉机器学习、NLP、多模态等AI核心技术，能清晰理解算法逻辑，可与算法团队高效协同；具备优秀的产品设计、需求分析和问题解决能力。 5. 沟通与执行：具备极强的跨团队沟通协调能力、执行力和抗压能力，能独立推进复杂AI产品项目，对AI产品有强烈的热情和探索欲
软件工程师,上海泛太制帽有限公司,6000-10000元,上海·闵行·莘庄,1年以下,大专,外商独资,1000-9999人,服装/纺织/皮革制造,,职位描述 岗位职责：参与公司业务系统及相关应用的设计、开发与维护；负责 AI 智能体相关功能的开发、集成与优化，推动智能化场景落地；根据业务需求进行系统分析，完成模块设计及代码实现；参与数据库设计、性能优化及数据质量保障；与业务、产品及相关团队协作，持续改进系统稳定性与可扩展性。任职要求：大专及以上学历，计算机相关专业优先；具备 AI 智能体（Agent）相关开发或实践经验，了解大模型应用、智能流程编排或自动化场景者优先；熟练掌握数据库开发，精通 SQL Server，或熟悉 MySQL / PostgreSQL 等主流数据库；具备良好的编码习惯，代码结构清晰，注重可维护性与规范性；具备较强的学习能力和问题分析能力，能快速理解业务需求；性格大方开朗，沟通表达能力良好，具备团队协作精神。加分项：有企业内部系统、制造业或业务系统开发经验；有系统性能优化、数据治理或自动化项目经验；对 AI 在业务场景中的落地应用有浓厚兴趣
AI大模型工程师,上海问道云人工智能科技有限公司,1.5-2.5万,上海·浦东·陆家嘴,3-5年,本科,民营,20-99人,人工智能,,"职位描述 岗位职责：1. 负责进入金融法律垂直领域大语言模型的微调、预训练及优化，构建具备专业金融法律知识理解和推理能力的AI系统。2. 开发与优化金融法律场景下的AI预判模型，涵盖结果预测、风险评估、市场分析、法规适用等核心功能。3. 构建和维护高质量的金融法律领域专业知识库与训练数据集，确保数据驱动的模型迭代。4. 探索并应用RAG、Agent等前沿技术，提升模型在金融法律问答、逻辑推理和文书生成等任务中的准确性与可靠性。5. 紧密跟踪大模型及AI金融法律科技领域的最新进展，并将先进技术转化应用于实际产品，提升产品的核心竞争力。职位要求：1. 计算机科学、人工智能、数学等相关专业本科及以上学历，具备3年以上NLP/大模型相关研发经验。2. 精通Python，熟练掌握PyTorch、TensorFlow等至少一种主流深度学习框架，具备扎实的算法与数据结构基础。3. 深入理解大语言模型的原理，具有丰富的微调经验（如LoRA, P-tuning等），熟悉LangChain、LlamaIndex等应用框架。4. 具备优秀的工程实现能力，能够独立完成从数据清洗、模型训练到服务部署的全流程开发。5. 具备以下任一条件者优先考虑：1）拥有金融法律科技、智慧司法等相关领域项目经验；2）对金融法律知识有浓厚兴趣，或具备金融法学背景（如辅修、资格证等）；3）在法律文本处理、信息抽取、知识图谱构建方面有实践经验。6.具备出色的分析问题和解决问题的能力，拥有良好的团队协作精神和沟通能力，对将AI技术应用于解决复杂现实问题充满热情。"
AI应用与开发工程师,上海如乐建筑科技有限公司,7000-10000元·13薪,上海·嘉定·马陆,1-3年,本科,民营,20-99人,建筑/土木/市政设计,,职位描述 岗位职责： 1. 熟练运用 Cursor、Trae 等 AI 辅助编程工具，结合 VS Code 等开发环境，实现代码的自动生成、调试与重构，践行 AI-First 开发模式 2. 将大模型能力（LLM）拆解并封装为办公提效工具（如智能文档生成、会议纪要助手）及建筑物联网（AIoT）管理模块，推动 AI 场景化落地 3. 融合文本、图像、视频等多模态大模型与物联网传感器数据，构建“感知-决策”一体化的智能系统 4. 基于 Python 或 JavaScript/TypeScript，使用 AI Agent 框架开发内部办公自动化应用，如 RAG 知识库问答、Excel 数据清洗助手、PPT 自动生成插件 5. 搭建本地或云端 AI 开发环境，配置运行开源大模型（如 Ollama），确保 AI 工具与模型环境的连通性 6. 实现与 OpenAI、Anthropic 等云端大模型的 API 对接，处理请求与响应数据 7. 在高级工程师指导下，利用 AI 工具对现有代码进行优化，修复基础 Bug，并完成代码重构 8. 开发公司内部大模型版本管理与调度平台，实现多版本模型的统一接入、负载均衡与权限管理 9. 开发中间件程序，实现 AI 与建筑物联网系统的深度集成，使 AI 可读取传感器数据并生成自然语言分析报告或控制指令 10. 设计并实现具备记忆（Memory）和工具调用（Tools）能力的 AI Agent，解决复杂业务流程自动化问题 11. 基于 Django/FastAPI（Python）或 Spring Boot（Java）构建高性能后端服务，支持高并发 AI 请求处理 12. 负责核心业务场景的 Prompt 优化，参与小规模模型的微调数据准备与训练工作 13. 设计并实现多模态大模型在建筑科技场景的应用，如通过视觉模型分析施工图片并生成安全报告 14. 攻克 AI 幻觉问题，构建基于 RAG 的企业级知识库系统，保障输出内容的专业性与准确性 15. 制定公司 AI 研发规范与工具链标准，评估并引入 LangChain、LlamaIndex 等 AI 开源框架与工具 16. 持续跟踪 GPT 系列、Claude、Llama、Mistral 等最新模型及微调技术，推动公司技术栈迭代升级 17. 记录并沉淀 Prompt 工程经验、接口参数及系统配置说明 任职要求： 1. 具备 AI-First 开发思维，熟练掌握 Cursor、Trae 等 AI 编程工具，将其作为主要生产力工具，拒绝纯手工“搬砖”式开发 2. 具备场景化落地能力，能将通用大模型能力转化为具体办公提效工具和 AIoT 管理模块 3. 具备多模态融合处理能力，可将文本、图像、视频模型与物联网传感器数据结合，构建智能系统 4. 保持工程化严谨性，确保代码可维护、可扩展，系统具备高并发稳定性 5. 具备持续迭代意识，对 GPT、Claude、Llama、Mistral 等主流模型及微调技术保持技术敏感度 6. 能够根据业务需求开发 AI Agent、搭建大模型管理平台、实现 AI 与物联网系统深度集成 7. 具备核心技术攻关能力，能解决 AI 幻觉问题，构建企业级 RAG 知识库系统 8. 能主导 AI 架构设计，制定研发规范，推动公司 AI 技术体系标准化建设 9. 熟悉开源大模型部署与调优，掌握 Ollama、LangChain、LlamaIndex 等工具链的使用与集成
AI大模型算法实习生,上海张江数学研究院,200-250元/天,上海·浦东·张江,经验不限,硕士,事业单位,100-299人,学术/科研,,职位描述 岗位职责:1. 根据业务场景，负责前沿算法和模型的调研、测试。2. 负责对开源数据进行精准的预处理，参与微调数据集的构建工作，并用数据库管理数据集、负责向量知识库的构建。3. 典型大模型的部署与微调，如deepseek、qwen等。4. 大模型相关工程的开发。5. 配合团队成员完成其他与大模型相关的任务。岗位要求:1. 数学、物理、计算机科学、软件工程、人工智能等相关专业研究生在读。2. 具备一定的编程基础，精通Python使用经验，具有Python，熟悉Linux基本操作和shell命令。3. 熟悉常用深度学习框架（如TensorFlow、PyTorch）。4. 具有良好的分析和解决问题的能力。5. 有LLM的pretrain以及SFT、RLHF的训练优先。6. 具有RAG及Agent相关经验者优先。7. 有数学、物理背景优先。
