岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
ai/人工智能/服务器配件-外贸销售-行业趋势,基石易芯,20-40K,深圳,大专,1-3年,20-99人,计算机硬件,交通补助|五险一金|团建聚餐|底薪加提成|法定节假日三薪|年终奖|带薪年假|节日福利|员工旅游|零食下午茶,"职位描述： 【该职位专注于AI服来自务器配件（CPU、GPU、SSD、HDD、NIC等）和IB组网设备（交换机、网卡、光模块等）的销售工作，有该领域外贸工作经验、服务器三⼤件销售⼯作经验的可直接沟通，优秀者可⾯议。】 我们需要你： 1、通过海外社媒、网络平台（Linkedin、Fackbook、Google等）和国外参展等渠道开拓新市场和新客户； 2、分析客户询盘，掌握客户需求，进行产品报价，确⽴、签署并执行销售合同； 3、与公司内部采购专员建立有效沟通，以处理好客户的各类询盘需求、报价、订单、交货及货款回收整套销售流程； 4、定期与合作客户进行沟通，建立良好的长期合作关系，持续挖掘客户的发展潜力； 5、有强烈的做外贸意向，能够通过各种途径开发客户，完成销售目标。 我们期待你： 1、大专以上学历，专业不限，热爱外贸； 2、具有良好的外语英语听说读写能力，能独立处理日常外语邮件和日常口语的沟通往来； 3、拥有1年以上有外贸销售工作经验，过往业绩比较优秀（开发客户数、客户质量、业绩）； 4、熟悉操作LinkedIn、FACEBOOK、GOOGLE等工具，能独立通过海外社交媒体、群发邮件、电话等方式开发客户优先； 5、具有较强的商业意识及谈判技巧，开拓能力强、抗压性强，有耐心、有恒力，并且有目标，愿意挑战自我，挑战高薪。 【薪酬福利】 1、待遇：高于同行业的底薪+丰厚的提成+奖金，只要你业绩出色，就能得到相应的回报，我们不止跟你谈理想，也跟你谈一谈钱！ 2、早10:00—12:00,13:30—19:00，周末双休，诗和远方的时间都给你留着～ 3、五险一金、带薪年假，不定期团建、每年公司全体员工旅游，世界那么大，让我们带你出去走走~ 4、免费提供下午茶、生日会、节日聚餐、节日礼金等；没错，我们就是传说中别人家的公司 5、各类特色节假日活动（年会趴、圣诞趴、中秋福利等） 6、新鲜行业资讯干货共享，定期提供全方面的产品知识以及个人能力提升相关课程培训，带你走上人生巅峰！ 7、坐落南山后海科技中心，交通便捷，公司离地铁口只要5分钟！ 开放的沟通渠道，扁平式管理，没有办公室政治，只外卷不内卷，你我本无缘，全靠老板出钱！"
ai人工智能销售,聚焦网络,15-20K,深圳,大专,1-3年,500-999人,互联网,绩效奖金|节日福利|交通补助|餐补|员工旅游|带薪年假|底薪加提成|晋升空间大|零食下午茶|保底工资|五险一金|年终奖,来自岗位职责： 1、与外贸企业进行电话沟通，为企业提供来自品牌出海+AI搜索（deepseek/ chatGPT /Gemini /) 获来自客解决方案，邀约客户参加公司定期举办的沙龙讲座（产品说明会）。 2、负责品牌出海策略的包装与落地实施，包括但不限于竞对分析、品牌推广、客户关系管理。 3、 利用公司提供的AI营销工具和方法，帮助企业构建线上盈利体系，提升企业在行业内的竞争力。 4、跟踪市场动态，为企业提供持续的营销策略建议。 任职要求： 1、有以上销售岗位工作经验，如SaaS软件、制造业服务，企业咨询服务类优先考虑； 2、激情有目标感的应届毕业生亦可考虑，电子商务、互联网、市场营销相关专业或相关经验者优先； 3、沟通能力强，普通话标准； 4、想要在互联网营销领域深耕发展； 薪资待遇： 1、公司购买社保和住房公积金，提供生日关怀、年节礼品、公司及部门活动经费； 2、快速而畅通的晋升路径，人才与公司共同成长； 3、无责底薪6-8k（面试定薪）+2000绩效+提成10%-18%； 4、业绩优异者，公司提供国内外城市免费带薪旅游； 让您轻松实现年薪30万不是梦！ 培训 我司愿意培养0基础0经验人才，提供专业行业知识、公司产品、销售技能、头脑风暴、沙盘演练等培训课程；系统的培训课程，完备的学习资料，传帮带的学习文化让您能够更快的步入工作轨道。 员工团建活动 不定期组织部门聚餐和文体活动、每日各种小游戏、每月商务活动、公司年会、周年庆活动，发放传统节假日礼品并定期组织生日会等。 公司业务： 公司成立2005年 专注外贸网络营销策划20年，外贸全网营销龙头企业！ 从咨询营销策划+包装落地+竞对分析+品牌出海 + 视频全网营销 +AI营销（deepseek、chatGTP）等体系为闭环，协助外贸企业构建线上盈利体系，打造行业垂直领域 NO 2005年 拥用全球本土化平台获客渠道企业； 2017年 拥有人工智能中心/ 大数据中心企业； 2019年 拥有视频全域营销体系企业； 2024年 拥有外贸企业专属AI大模型企业； 广州聚焦网络技术有限公司（简称：聚焦网络）作为全球首家人工智能营销机构，是一家集技术研发与网络营销服务为一体的创新型高新技术企业。公司成立于2005年，总部设立于广州市CBD，在华南区域设立多家分支机构，拥有超过500人的专业营销、运营、售后服务团队，超过300人的高水准技术研发团队。 聚焦网络以“让网络营销更简单有效”为使命，深入人工智能自然语言处理、机器学习、数据挖掘等技术领域，研发了全球首创的人工智能自动化营销系统，凭借着上线快、效果好、功能强大、高性价比的特点，成为了越来越多企业的首选。成立以来，累计服务超过40000家企业，为企业提供一站式AI网络整合营销解决方案。 公司官网：https://www 公司平台：https://www/
AI Agent 开发实习生（可转正）,新产业创投,300-600元/天,深圳,本科,,20-99人,投资/融资,保底工资|五险一金|年终奖|有无线网|交通补助|员工旅游|绩效奖金|包吃|节日福利|股票期权|加班补助|底薪加提成|团建聚餐|带薪年假|零食下午茶|定期体检|生日福利,【公司介绍】 深圳市图灵协同科技有限公司，主来自营AI工具出海，boss由新产业创投（近700亿上市公司新产业生物的控股股东）孵化，开发了多款面向海外用户的AI驱动应⽤，旗下产品已蝉联多个细分领域全球TOP50应⽤榜单，累计服务超100万⽤户，覆盖150+国家和地区。 这是我们公司官网（含具体介绍）：https://turingsynergy/ 相关资讯：https://mp/s/xgynHLQXGGDYYv9vdZdtOw一、【岗位职责】 1、负责 Agent 在公司业务场景中的落地应⽤，推动其在实际工作流中的规模化使用与效率提升 2、独立承担课题研究，完成从前沿技术调研、方案设计到系统实现的全流程闭环交付 3、设计并构建 Agent Engineering（AE）工具链，包括但不限于工具调用、任务编排、记忆机制、评估体系等通用能力 4、抽象通用解决方案，沉淀可复用的 Agent 架构与工作流组件，降低业务接入成本 5、与业务团队协作，推动 Agent 化工作流的接入与落地，解决实际应用中的效果、稳定性与成本问题 基于真实使用反馈持续优化工具与系统能力，推动 Agent 平台的迭代升级 【任职要求】 1、本科及以上学历在读，计算机相关专业优先 2、计算机基础扎实，具备良好的数据结构、操作系统、计算机网络或编译原理基础 3、具备较强的编程能力（Python / TypeScript / Java 等至少一门），能够独立完成系统设计与开发 4、具备良好的问题分析与系统化思考能力，能够对复杂问题进行抽象与拆解 5、动手能力强，有从 0 到 1 将想法转化为可用工具或系统的经验 6、对 Agent、LLM、自动化工作流等方向有浓厚兴趣，具备持续学习与探索前沿技术的能力 【加分项】 1、有 Agent / LLM / AI 应用 / 自动化工具等相关项目经验 2、熟悉工具调用（Tool Use）、多 Agent 协作、任务编排等相关技术或框架 3、有实际开发并长期使用的个人项目或工具（如 AI coding、效率工具等） 4、对新技术保持敏感，具备较强的工程实践能力与技术热情
后端开发工程师（AI玩具方向）,某大型储能公司,30-45K,深圳,本科,5-10年,100-499人,储能,年终奖|员工旅游|零食下午茶|定期体检|绩效奖金|带薪年假|团建聚餐|补充医疗保险|股票期权|五险一金,岗位职责 ： 参与公司AI玩具类产品的后台研发工作，负责多个核心系统boss的设计、开发、优化及运维，具体包 括： IoT 设备接入与管理 1. AI玩具设备接入平台开发，负责智能玩具设备的接⼊、认证、指令下发、状态监控等功能。 2. 设备数据处理，对接收的设备数据进⾏清洗、解析、规则处理及落库，⽀持设备监控、数据 分析与AI模型训练。 3. MQTT/WebSocket 通信服务，搭建设备与云端的实时双向通信服务，保证消息传输的稳定性 与低延迟。 消费类业务支持 4. 搭建对接服务器，接入蚂蚁集团后台数据，包括订单、交易、⽤户等业务数据的实时同步与 处理。 5. 数据整理与加工，对消费类数据进行清洗、转换、聚合，建立数据模型，支持业务分析与决 策。 6. 负责后台API开发，包括支付、订单、会员、设备管理等核心模块的接口设计与实现。 7. 对接第三方平台（支付宝、微信、AI服务商等），处理回调、通知、数据同步等逻辑。 运维与部署 8. 负责服务器的日常运维，日志、监控、部署相关管理。 9. 使用 GitLab CI / Jenkins / Docker 等工具完善 CI/CD 流水线。 必备要求： 1、熟练掌握 Java 后端开发，理解 Spring Boot / Spring Cloud 生态。熟悉 MQTT、WebSocket 等 IoT 通信协议，有设备接入与管理经验。 2、熟悉 MySQL / Redis 等常用数据存储。 3、熟悉 RESTful API 设计及 HTTP/HTTPS 协议。 4、了解 IoT 设备认证、安全等基础知识。 5、了解第三方平台对接流程（如支付宝开放平台、微信开放平台等）。 6、熟悉 Linux 基础操作，能进行常规运维和排错。 7、熟悉 Git、Maven/Gradle、Docker 等工具链。 加分项 ： 1、有AI玩具、智能硬件、儿童玩具等领域的后端开发经验。 2、有大规模IoT设备接入与管理经验，熟悉设备影子、OTA升级等功能。 3、熟悉 CoAP、LwM2M 等轻量级IoT协议。 4、有AI服务对接经验（如语音识别、图像识别、对话机器人等）。 5、有电商/消费类/支付/订单系统开发经验。 6、有蚂蚁集团（支付宝）、微信支付等第三方平台对接经验。 7、熟悉 Go 语言开发，有高性能服务开发经验。 8、熟悉 Kafka、RocketMQ、EMQX 等消息中间件的使用与调优。 9、有时序数据库（InfluxDB、TDengine）使用经验。 10、有多租户系统设计经验。 11、有大规模数据接入、ETL、流处理经验。 12、熟悉数据建模、数据仓库相关知识。 13、具备一定架构能力，能推动项目研发效率优化。
AI人工智能课程策划（大学-职业教育方向）,智启云图,11-18K,深圳,本科,3-5年,0-20人,人工智能,定期体检|五险一金,"【岗位来自职责】 1、负责面向于中高boss职院校、大专院校学生AI智能来自体专业、AI⼈⼯智能通识、应⽤主题课程的规划、生产与迭代等项目。 2、推进完成课程课件、包括教学⼤纲、PPT、教师手册、学生手册、课堂练习、课程逐字稿、视频等内容的策划； 3、负责AI同类型课程调研，输出课程调研报告； 4、负责规划课程小组课程研发计划，配合并推进课程制作团队完成课程输出。 【任职要求】： 1、有至少3年的以上课程设计经验，熟悉大学生及成年人学习特点，可以针对性设计课程方案，在本科、大专、职业院校任职授课教师优先，有省级、国家级优秀课程者优先； 2、具备独立课程策划经验，熟悉课程从策划到最终交付的全流程； 3、能熟练使用AI大模型，具有良好的提示词工程基础，有AI相关课程研发经验者优先； 4、具有快速学习能力，能熟练使用多款AI应用，输出过相关应用教程者优先； 5、具有良好的课程判断及品质把控能力，良好逻辑思维及审美能力，确保课程品质； 6、优秀的沟通协调能力+项目管理能力，能够协调内外部资源一起完成高品质课程研发。 【我们是谁】 我们是一支来自腾讯、华为、大疆等知名科技公司的资深团队，拥有丰富的大中小学、科技馆合作资源，正在构建面向未来的AI、AI Agent驱动的教育创新平台。我们不做""教学工具""，而是通过AI智能体重构""个性化教育""新范式——这是属于技术理想主义者的教育革命。 【我们需要】 • 技术极客：乐于尝试各种技术，探索技术的边界，将技术应用到产品中； • 创业型多面手：能适应快速试错节奏，在资源受限情况下按照创新解法； • 自我驱动者：作为团队中的核心成员，你需要主动承担责任，勇于提出想法并推动落地，成就团队的共同目标； • AI乐观主义：积极拥抱AI带来的改变，即使它还不够强大，乐观相信AI一定改变世界。 【为什么值得加入】 1、教育集团资源及教育场景：拥有从幼儿园到大学、科技馆的丰富教育场景； 2、快速增长：AI教育快速增长的业务机会，未来将面向数百万用户提供产品； 3、决策权重：直接参与产品战略制定，扁平化沟通；"
AI 产品经理,三德集团,20-25K,深圳,本科,5-10年,100-499人,在线教育,团建聚餐|底薪加提成|零食下午茶|带薪年假|保底工资|五险|节日福利|生日福利,【工作职责】 1. 医学影boss像数据（内窥镜视boss频、CT等）的标注与管理； 2. 数据的预处理、清洗、归档、匿名化处理； 3. 协助AI模型训练数据准备及输出结果的分析评估。 【任职要求】 1.持有生物医学工程、医学、生命科学、计算机科学或相关专业的本科或硕⼠学位（在读⽣亦可）； 2.熟悉 Python、C++ 等编程语⾔，掌握计算机视觉、图像处理、机器学习相关知识； 3.有处理**医学影像（如内窥镜视频、CT等）**经验者优先； 4.熟悉医学图像开源工具（如 3D Slicer、VTK、ITK 等）者优先； 5.具备良好的问题解决能力、责任⼼强，能独立工作也能配合团队协作； 6.具有医学图像分析或AI人工智能医疗项目经验者优先。 【注意事项】 工作地点：深圳市福田区福田保税区深港国际科技园 实习形式：合约制 实习薪酬：根据公司相关标准发放 实习时间：具体起止时间可协商（建议至少实习3个月以上）
高阶 AI 产品经理,深圳市惠森信息科技,18-22K,深圳,本科,5-10年,500-999人,计算机服务,,"具身智能独boss角兽，全球商业机器来自人领导者，业务覆盖80+来自国家/地区。 26年融资10亿元。年营收数十亿，屈指可数的可自我造⾎的机器⼈公司。 基座模型、AI infra、系统、调度、导航、建图等N多业务N多HC。 岗位职责 1. 负责机器⼈数据管理平台的数据架构设计，构建覆盖采集、清洗、标注、存储、检索的端到端数据 pipeline; 2. 设计并实现多模态数据（图像、视频、点云、IMU、轨迹、本体状态等）的统一数据模型、版本管理与⾎缘追踪体系; 3. 构建大规模数据处理 pipeline，支撑数据清洗、特征提取、自动标注、数据增强等批/流式作业; 4. 设计高效的数据检索与切片能力，支持算法团队按场景、标签、时序等多维度快速构建训练数据集; 5. 主导数据质量体系建设，包括数据校验、异常检测、采样评估、数据集评测指标; 6. 与算法、后台团队紧密协作，持续优化数据闭环效率，赋能模型迭代; 任职要求 1. 计算机相关专业本科及以上学历，5年以上数据工程相关经验,具备良好的数据建模与抽象能力，能从业务需求出发设计可扩展的数据架构; 2. 精通大数据生态：Spark、Flink、Ray、Hadoop等，有PB级数据处理经验; 3. 熟悉数据湖技术栈：Paimon/Iceberg等，有数据湖落地经验者优先; 4. 熟悉对象存储与分布式存储方案，有海量非结构化数据（图像/视频/点云）存储与索引经验; 5. 精通 Python/Scala/Java 中至少一种; 6. 具备以下任一方向经验者优先：机器人数据/自动驾驶数据平台、多模态数据处理、向量检索（Milvus/Faiss）、数据集版本管理、AI 训练数据闭环建设经验;"
人工智能讲师,腾科IT教育集团,100-200元/时,深圳,本科,1-3年,100-499人,职业培训,节日福利|交通补助|五险一金|带薪年假|餐补|全勤奖|员工旅游|补充医疗保险,岗位职责：（接受跨来自行），boss全国20多boss家分公司，5000多名员工，此岗位办公在深圳总部，科创大数据赛道，服务于各大腰部制造业公司以及有科创需求的企业，我们拥有⼤数据整合优势以及知识产权⾏业的丰富经验底蕴。 任职要求： 1. 客户开发与维护：负责制造业领域客户的开发与维护，挖掘企业数字化转型需求，推⼴公司SaaS产品解决方案。 2. 销售目标达成：完成公司制定的销售指标，通过⾼效的销售策略和客户管理实现业绩增长。 3. 方案设计与谈判：深入了解客户需求，制定个性化SaaS解决方案，主导商务谈判并促成合作。 任职要求： 1. 经验背景：1年以上B2B销售经验，有制造业SaaS/软件销售经验者优先。 （如果能力优秀也可以接受其他销售经验。） 2. 行业认知：熟悉制造业研发流程或企业数字化转型需求，能快速理解客户痛点并提供解决方案。 3. 销售能力：具备优秀的商务谈判、客户关系管理及项目运作能力，有独立完成订单的经验。 4. 个人素质：目标导向，抗压能力强，适应电销以及面销。 5. 学历要求：本科及以上学历。 •主打顾问式销售，深挖硬科技企业核心需求，结合公司科创大数据、AI大模型及全链条服务，量身定制解决方案和客户双向奔赴、共赢成长！ •采用“电销+面销”双模式，依托公司优质（私域电话资源），对接企业（决策人）挖掘需求，从商务谈判、合同签订到回款，全程跟进不脱节，高效搞定每一单！ •开拓新客户、维护老客户，深挖复购和转介绍商机，搭建属于自己的稳定客户体系，稳稳完成月度、季度、年度业绩指标，向高收入冲呀！ 薪酬福利： - 提成机制：无责底薪6k+绩效 +业绩提成 ，行业领先的提成比例4-10%，阶梯式提成。（当月结算提成）。 - 丰厚奖金：月度销售冠军奖励（3万-5万）、超额完成激励等。 - 福利保障：入职就买五险一金（转正后六险一金）、定期培训、年末团建。（不定期下午茶+夜宵 ） - 发展空间：清晰的晋升通道！！！ - 公司深耕制造业SaaS领域，全国唯一一家科创大数据AI平台，产品竞争力强，客户认可度高。 - 专注大客户赛道，客单价高，资源支持充足，有专业的CRM外呼系统。助你快速实现高收入。 - 团队氛围开放，公司自备免费健身房用于缓解工作疲劳！！！
AI数据开发工程师,开鸿数字产业发展...,40-60K,深圳,本科,5-10年,500-999人,计算机软件,带薪年假|五险一金|补充医疗保险|年终奖|股票期权,岗位职责: 1. 协助完成人工智boss能设备的测试流程，记boss录并整理测试数据 2. boss配合团队进行设备功能验证，及时反馈异常情况 3. 维护测试环境，确保设备和工具的正常使⽤ 任职要求： 1. 善于沟通、按时完成上级交给的⼯作 2. 拥有良好的团队合作精神，能迅速融⼊团队 3. 具备良好的学习能力，能够不断改进工作⽅法
高级软件工程师（AI 人工智能方向）,第八元素,20-40K,深圳,本科,5-10年,100-499人,化工,定期体检|节日福利|通讯补贴|零食下午茶|餐补|绩效奖金|五险一金|生日福利|年终奖,职位描述： 1.参与AI平台建设，参与产品需求沟boss通、需求分析，开发设计、编码、测试、功能发布等环节，与团队成员紧密配合，按时高质量完成开发任务； 2.负责人工智能领域的技术研究与应用⼯作，形成AI能⼒规划设计思路； 3.跟踪⼈工智能技术进展，学习人⼯智能算法； 任职要求： 1.计算机相关专业，四年以上JAVA开发工作经验，熟悉软件设计模式、概念和技巧，能够独立承担后端的开发工作； 2.熟练掌握Spring、Spring Boot、MyBatis等开源框架，对其运行原理有较好的理解； 3.熟练使用LangChain框架，对Python有一定理解； 4.熟悉主流数据库（MySql/SqlServer），拥有较好的数据库优化及设计能力； 5.熟悉主流NOSQL数据库(Redis/MongoDB)的使用和优化； 6.规范化的代码编写习惯，较强的需求理解能力，良好的测试习惯与总结习惯； 7.具备良好的文档撰写能力、编写习惯，良好的抽象思维和逻辑思维能力，独立分析问题能力
